Dept,SitID,Dept,LithID,W_Tar,SW,VSH,PHI,RW,Pick,Formation
418.0,154233,418,5,0.0,1.0,0.798,0.077,  0.7500,0,12000
418.25,154233,418,5,0.0,1.0,0.905,0.036,  0.7500,0,12000
418.5,154233,418,5,0.001,0.942,0.865,0.051,  0.7500,0,12000
418.75,154233,418,4,0.008,0.855,0.692,0.117,  0.7500,0,12000
419.0,154233,419,4,0.011,0.845,0.545,0.162,  0.7490,0,12000
419.25,154233,419,2,0.008,0.89,0.492,0.16,  0.7490,0,12000
419.5,154233,419,4,0.008,0.877,0.559,0.144,  0.7490,0,12000
419.75,154233,419,4,0.006,0.883,0.626,0.119,  0.7490,0,12000
420.0,154233,420,4,0.001,0.977,0.626,0.096,  0.7490,0,12000
420.25,154233,420,4,0.004,0.928,0.599,0.114,  0.7480,0,12000
420.5,154233,420,4,0.005,0.877,0.666,0.1,  0.7480,0,12000
420.75,154233,420,5,0.007,0.817,0.733,0.09,  0.7480,0,12000
421.0,154233,421,5,0.008,0.801,0.76,0.086,  0.7480,0,12000
421.25,154233,421,5,0.007,0.819,0.747,0.085,  0.7480,0,12000
421.5,154233,421,5,0.006,0.844,0.734,0.084,  0.7470,0,12000
421.75,154233,421,5,0.006,0.838,0.721,0.089,  0.7470,0,12000
422.0,154233,422,5,0.006,0.842,0.721,0.088,  0.7470,0,12000
422.25,154233,422,5,0.005,0.862,0.735,0.079,  0.7470,0,12000
422.5,154233,422,5,0.003,0.89,0.748,0.068,  0.7470,0,12000
422.75,154233,422,5,0.002,0.917,0.749,0.062,  0.7470,0,12000
423.0,154233,423,5,0.002,0.938,0.722,0.066,  0.7460,0,12000
423.25,154233,423,4,0.001,0.962,0.682,0.073,  0.7460,0,12000
423.5,154233,423,4,0.002,0.936,0.669,0.082,  0.7460,0,12000
423.75,154233,423,4,0.003,0.918,0.683,0.082,  0.7460,0,12000
424.0,154233,424,5,0.003,0.9,0.763,0.064,  0.7460,0,12000
424.25,154233,424,5,0.003,0.885,0.79,0.059,  0.7450,0,12000
424.5,154233,424,5,0.003,0.871,0.83,0.053,  0.7450,0,12000
424.75,154233,424,5,0.003,0.844,0.884,0.041,  0.7450,0,12000
425.0,154233,425,5,0.002,0.867,0.924,0.029,  0.7450,0,12000
425.25,154233,425,5,0.001,0.901,0.938,0.024,  0.7450,0,12000
425.5,154233,425,5,0.0,0.953,0.951,0.018,  0.7450,0,12000
425.75,154233,425,5,0.0,1.0,0.952,0.018,  0.7440,0,12000
