DEPT,GR,ILD,DPHI,SitID,Pick,Formation
330.0,97.34,2.561,0.255,102611,0,5000
330.25,101.479,2.571,0.252,102611,0,5000
330.5,104.584,2.576,0.254,102611,0,5000
330.75,103.055,2.581,0.261,102611,0,5000
331.0,98.784,2.6,0.255,102611,0,5000
331.25,99.694,2.65,0.234,102611,0,5000
331.5,101.64,2.696,0.255,102611,0,5000
331.75,102.062,2.773,0.268,102611,0,5000
332.0,102.605,2.859,0.251,102611,0,5000
332.25,102.479,2.902,0.247,102611,0,5000
332.5,101.499,2.975,0.254,102611,0,5000
332.75,101.251,3.037,0.244,102611,0,5000
333.0,98.991,3.061,0.254,102611,0,5000
333.25,95.451,3.078,0.264,102611,0,5000
333.5,95.812,3.252,0.251,102611,0,5000
333.75,97.575,3.461,0.238,102611,0,5000
334.0,97.205,3.615,0.233,102611,0,5000
334.25,98.602,3.657,0.231,102611,0,5000
334.5,100.731,3.481,0.245,102611,0,5000
334.75,95.911,3.365,0.233,102611,0,5000
335.0,94.627,3.161,0.226,102611,0,5000
335.25,96.328,3.056,0.222,102611,0,5000
335.5,98.03,2.92,0.22,102611,0,5000
335.75,98.636,2.855,0.218,102611,0,5000
336.0,98.386,2.833,0.23,102611,0,5000
336.25,97.956,2.855,0.243,102611,0,5000
336.5,96.671,2.909,0.254,102611,0,5000
336.75,95.631,2.982,0.253,102611,0,5000
337.0,93.432,3.068,0.238,102611,0,5000
337.25,93.671,3.08,0.228,102611,0,5000
337.5,100.676,3.045,0.22,102611,0,5000
337.75,102.134,3.028,0.216,102611,0,5000
338.0,100.179,3.034,0.231,102611,0,5000
338.25,100.174,3.057,0.232,102611,0,5000
338.5,98.402,3.104,0.221,102611,0,5000
338.75,94.923,3.163,0.237,102611,0,5000
339.0,92.907,3.217,0.248,102611,0,5000
339.25,93.512,3.236,0.255,102611,0,5000
339.5,93.202,2.994,0.262,102611,0,5000
339.75,93.259,3.544,0.345,102611,0,5000
340.0,93.072,4.023,0.379,102611,0,5000
340.25,89.715,4.532,0.353,102611,0,5000
340.5,87.699,5.001,0.29,102611,0,5000
340.75,89.462,5.263,0.248,102611,0,5000
341.0,91.408,5.529,0.225,102611,0,5000
341.25,93.171,5.518,0.251,102611,0,5000
341.5,93.41,5.354,0.272,102611,0,5000
341.75,90.419,5.244,0.269,102611,0,5000
342.0,81.759,5.059,0.254,102611,0,5000
