DEPT,DT,NPHI,PHIF,RHOB,SW,VSH,
m,us/ft,m3/m3,m3/m3,g/cm3,,,
2406.243523,,0.4740000069,0.2187999934,2.2409999371,0.9696000218,0.5619000196
2406.395923,,0.4681999981,0.2202000022,2.239000082,0.9593999982,0.5534999967
2406.548323,,0.4481999874,0.2168000042,2.242000103,0.9397000074,0.5659000278
2406.700723,,0.4560000002,0.2195000052,2.243999958,0.9571999907,0.5196999907
2406.853123,,0.4659000039,0.2180999964,2.246999979,0.9674999714,0.5184999704
2407.005523,,0.4693000019,0.2108999938,2.256000042,0.976000011,0.5480999947
2407.157923,,0.4769000113,0.2101999968,2.2599999905,0.9926000237,0.5253000259
2407.310323,,0.4769999981,0.2055000067,2.2650001049,0.9998000264,0.5507000089
2407.462723,,0.4632999897,0.2076999992,2.2620000839,1,0.5443999767
2407.615123,,0.4564999938,0.2133000046,2.2539999485,0.9914000034,0.5329999924
2407.767523,,0.4413000047,0.2192000002,2.2490000725,0.9937999845,0.4927000105
2407.9199229,,0.4551999867,0.2213000059,2.2479999065,1,0.4706999958
2408.0723229,,0.470299989,0.2140000015,2.2539999485,1,0.5228000283
2408.2247229,,0.478700012,0.2104000002,2.2569999695,1,0.548600018
2408.3771229,,0.4850000143,0.2081999928,2.260999918,1,0.5465000272
2408.5295229,,0.4745999873,0.2433000058,2.2660000324,1,0.0011
2408.6819229,,0.4772000015,0.2039999962,2.2679998875,1,0.5461000204
2408.8343229,,0.4875999987,0.2012999952,2.2699999809,1,0.5674999952
2408.9867229,,0.4688999951,0.2067999989,2.263999939,1,0.5393000245
2409.1391229,,0.4695000052,0.2055000067,2.263999939,1,0.5582000017
2409.2915229,,0.4907000065,0.2114000022,2.2590000629,1,0.5180000067
2409.4439229,,0.5160999894,0.2090000063,2.256000042,0.9847000241,0.5773000121
2409.5963229,,0.5009999871,0.2150000036,2.2490000725,0.9786000252,0.5522999763
2409.7487229,,0.4765999913,0.2181999981,2.2430000305,0.9671999812,0.5522000194
2409.9011229,,0.4630999863,0.2171999961,2.2509999275,0.9944000244,0.5040000081
2410.0535229,,0.4912,0.2187000066,2.25,0.996900022,0.4898999929
2410.2059229,,0.5016999841,0.2132000029,2.256000042,1,0.5178999901
2410.3583229,,0.5141999722,0.2135999948,2.2550001144,1,0.5203999877
2410.5107229,,0.5097000003,0.2076999992,2.257999897,0.9990000129,0.5789999962
2410.6631229,,0.4898999929,0.2075999975,2.256000042,0.9873999953,0.5974000096
2410.8155229,,0.4977999926,0.2094999999,2.25,0.9689999819,0.6154999733
2410.9679228,,0.4801000059,0.2126999944,2.2430000305,0.9535999894,0.622699976
2411.1203228,,0.5066000223,0.2161000073,2.243999958,0.9634000063,0.5705000162
2411.2727228,,0.5026000142,0.2096000016,2.2490000725,0.9634000063,0.6197999716
2411.4251228,,0.5012999773,0.1982000023,2.2669999599,1,0.6376000047
2411.5775228,,0.478700012,0.1974000037,2.2679998875,1,0.6392999887
2411.7299228,,0.4557999969,0.1948000044,2.2730000019,1,0.6345000267
2411.8823228,,0.4555999935,0.2006999999,2.2709999084,1,0.5669999719
2412.0347228,,0.4514999986,0.2064999938,2.263999939,1,0.5437999964
2412.1871228,,0.458799988,0.2196000069,2.246999979,1,0.503000021
2412.3395228,,0.4431000054,0.2249000072,2.2349998951,0.9689000249,0.5256999731
2412.4919228,,0.4433999956,0.2217999995,2.2449998856,1,0.4891000092
2412.6443228,,0.4393000007,0.2220000029,2.2449998856,0.99150002,0.4869999886
2412.7967228,,0.4472000003,0.2176000029,2.2539999485,1,0.4715999961
2412.9491228,,0.4546000063,0.2132000029,2.2590000629,1,0.4911000133
2413.1015228,,0.4377000034,0.2154999971,2.2539999485,1,0.5013999939
2413.2539228,,0.4530000091,0.2222000062,2.246999979,0.9973999858,0.4661999941
2413.4063228,,0.4451999962,0.2185000032,2.2490000725,0.9957000017,0.5016000271
2413.5587228,,0.4553999901,0.2110999972,2.2599999905,1,0.513199985
2413.7111228,,0.4433000088,0.205400005,2.2669999599,1,0.5342000127
2413.8635228,,0.4413000047,0.204400003,2.2709999084,1,0.5145999789
2414.0159228,,0.4555999935,0.2023999989,2.2739999294,1,0.5170000196
2414.1683227,,0.4568000138,0.1982000023,2.2780001163,1,0.5421000123
