DEPT,GR,ILD,DPHI,SitID,Pick,Formation
125.0,49.755,17.923,0.362,117825,0,3000
125.25,51.784,18.004,0.364,117825,0,3000
125.5,54.463,17.786,0.366,117825,0,3000
125.75,55.269,17.883,0.366,117825,0,3000
126.0,55.502,17.947,0.365,117825,0,3000
126.25,55.736,18.028,0.365,117825,0,3000
126.5,55.931,18.109,0.362,117825,0,3000
126.75,54.825,17.874,0.356,117825,0,3000
127.0,52.652,17.922,0.351,117825,0,3000
127.25,51.624,17.674,0.348,117825,0,3000
127.5,51.779,17.46,0.353,117825,0,3000
127.75,52.624,17.203,0.356,117825,0,3000
128.0,52.858,16.965,0.355,117825,0,3000
128.25,52.363,16.73,0.351,117825,0,3000
128.5,51.947,16.512,0.348,117825,0,3000
128.75,52.18,16.284,0.348,117825,0,3000
129.0,53.025,16.072,0.35,117825,0,3000
129.25,53.831,15.821,0.349,117825,0,3000
129.5,54.065,15.907,0.346,117825,0,3000
129.75,54.221,15.714,0.344,117825,0,3000
130.0,53.804,15.771,0.332,117825,0,3000
130.25,51.553,16.123,0.32,117825,0,3000
130.5,48.691,17.777,0.299,117825,0,3000
130.75,46.44,18.529,0.075,117825,0,3000
131.0,50.992,17.954,0.106,117825,0,3000
131.25,54.244,16.751,0.287,117825,0,3000
131.5,56.234,15.629,0.361,117825,0,3000
131.75,57.079,14.583,0.357,117825,0,3000
132.0,59.758,14.105,0.356,117825,0,3000
132.25,60.525,13.667,0.355,117825,0,3000
132.5,60.72,13.741,0.35,117825,0,3000
132.75,60.342,13.778,0.346,117825,0,3000
133.0,59.275,14.111,0.346,117825,0,3000
133.25,58.286,14.734,0.346,117825,0,3000
133.5,56.685,14.774,0.349,117825,0,3000
133.75,56.23,14.841,0.35,117825,0,3000
134.0,56.463,14.934,0.347,117825,0,3000
134.25,58.531,14.181,0.347,117825,0,3000
134.5,61.171,12.507,0.345,117825,0,3000
134.75,63.772,9.875,0.341,117825,0,3000
135.0,67.713,7.116,0.339,117825,0,3000
135.25,72.187,5.316,0.331,117825,0,3000
135.5,76.701,5.146,0.326,117825,0,3000
135.75,76.856,5.785,0.319,117825,0,3000
136.0,74.644,6.491,0.313,117825,0,3000
136.25,71.782,7.699,0.311,117825,0,3000
136.5,69.531,8.334,0.299,117825,0,3000
136.75,70.338,7.626,0.286,117825,0,3000
137.0,74.239,6.488,0.283,117825,0,3000
137.25,77.452,4.937,0.282,117825,0,3000
137.5,83.188,4.283,0.284,117825,0,3000
137.75,85.867,4.306,0.285,117825,0,3000
138.0,86.751,4.321,0.276,117825,0,3000
138.25,87.518,4.337,0.271,117825,0,3000
138.5,88.324,4.057,0.264,117825,0,3000
138.75,88.558,3.846,0.258,117825,0,3000
139.0,88.102,3.591,0.247,117825,0,3000
139.25,84.056,4.112,0.233,117825,0,3000
139.5,80.505,4.439,0.216,117825,0,3000
139.75,74.586,5.575,0.193,117825,0,3000
140.0,68.666,6.861,0.2,117825,0,3000
140.25,63.359,7.988,0.236,117825,0,3000
140.5,60.458,9.659,0.288,117825,0,3000
140.75,57.634,10.848,0.311,117825,0,3000
141.0,59.663,11.1,0.31,117825,0,3000
141.25,61.731,11.17,0.306,117825,0,3000
141.5,63.148,11.2,0.28,117825,0,3000
141.75,63.916,11.261,0.287,117825,0,3000
142.0,62.926,11.105,0.261,117825,0,3000
142.25,64.344,11.155,0.258,117825,0,3000
142.5,65.761,10.99,0.269,117825,0,3000
142.75,65.995,10.848,0.284,117825,0,3000
143.0,66.15,10.697,0.286,117825,0,3000
143.25,67.607,10.366,0.277,117825,0,3000
143.5,69.675,10.222,0.244,117825,0,3000
143.75,71.703,10.089,0.231,117825,0,3000
144.0,72.51,9.932,0.23,117825,0,3000
144.25,73.354,9.794,0.235,117825,0,3000
144.5,74.122,9.667,0.244,117825,0,3000
144.75,74.355,9.541,0.251,117825,0,3000
145.0,74.55,9.584,0.255,117825,0,3000
145.25,75.395,9.628,0.256,117825,0,3000
145.5,75.59,9.662,0.261,117825,0,3000
145.75,76.357,9.706,0.262,117825,0,3000
146.0,76.629,9.571,0.264,117825,0,3000
146.25,75.562,9.615,0.27,117825,0,3000
146.5,73.962,9.325,0.269,117825,0,3000
146.75,72.934,9.367,0.263,117825,0,3000
147.0,71.333,9.229,0.259,117825,0,3000
147.25,69.043,9.109,0.255,117825,0,3000
147.5,64.88,9.142,0.264,117825,0,3000
147.75,54.032,10.08,0.279,117825,0,3000
148.0,51.781,10.911,0.294,117825,0,3000
148.25,51.403,11.372,0.282,117825,0,3000
148.5,54.082,11.009,0.259,117825,0,3000
148.75,59.207,10.272,0.274,117825,0,3000
149.0,67.388,9.4,0.295,117825,0,3000
149.25,72.474,8.61,0.278,117825,0,3000
149.5,75.725,7.75,0.264,117825,0,3000
149.75,77.143,7.635,0.253,117825,0,3000
150.0,66.333,7.812,0.274,117825,0,3000
150.25,64.732,7.994,0.249,117825,0,3000
150.5,67.945,7.89,0.234,117825,0,3000
150.75,73.681,7.788,0.217,117825,0,3000
151.0,74.487,7.68,0.244,117825,0,3000
151.25,72.236,7.865,0.264,117825,0,3000
151.5,66.356,8.041,0.257,117825,0,3000
151.75,62.232,8.227,0.251,117825,0,3000
152.0,57.536,9.766,0.2,117825,0,3000
152.25,55.285,12.242,0.052,117825,0,3000
152.5,58.497,12.084,0.081,117825,0,3000
152.75,65.456,10.856,0.138,117825,0,3000
153.0,73.026,9.228,0.179,117825,0,3000
153.25,78.801,7.159,0.231,117825,0,3000
153.5,78.384,5.763,0.252,117825,0,3000
153.75,78.579,4.809,0.289,117825,0,3000
154.0,78.774,3.731,0.299,117825,0,3000
154.25,78.969,3.888,0.299,117825,0,3000
154.5,79.163,4.612,0.287,117825,0,3000
154.75,78.785,5.474,0.273,117825,0,3000
155.0,76.534,6.498,0.254,117825,0,3000
155.25,74.245,7.292,0.239,117825,0,3000
155.5,75.09,8.04,0.223,117825,0,3000
155.75,77.73,8.242,0.227,117825,0,3000
156.0,78.575,8.271,0.236,117825,0,3000
156.25,78.119,8.309,0.239,117825,0,3000
156.5,77.781,8.66,0.249,117825,0,3000
156.75,77.325,9.026,0.262,117825,0,3000
157.0,76.297,9.779,0.253,117825,0,3000
157.25,76.491,9.997,0.243,117825,0,3000
157.5,76.114,10.042,0.25,117825,0,3000
157.75,74.435,10.466,0.256,117825,0,3000
158.0,72.796,10.919,0.264,117825,0,3000
158.25,70.545,11.37,0.268,117825,0,3000
158.5,65.237,11.432,0.274,117825,0,3000
158.75,61.114,11.483,0.279,117825,0,3000
159.0,57.64,11.545,0.277,117825,0,3000
159.25,59.708,11.608,0.25,117825,0,3000
159.5,59.33,11.65,0.253,117825,0,3000
159.75,58.302,11.692,0.279,117825,0,3000
160.0,56.623,11.744,0.287,117825,0,3000
160.25,54.411,11.797,0.285,117825,0,3000
160.5,58.236,11.644,0.285,117825,0,3000
160.75,66.417,11.087,0.276,117825,0,3000
161.0,69.096,10.923,0.262,117825,0,3000
161.25,69.33,11.177,0.255,117825,0,3000
161.5,68.913,11.856,0.251,117825,0,3000
161.75,69.069,12.61,0.238,117825,0,3000
162.0,69.914,12.891,0.236,117825,0,3000
162.25,67.013,12.961,0.265,117825,0,3000
162.5,62.316,13.019,0.262,117825,0,3000
162.75,58.843,12.839,0.221,117825,0,3000
163.0,62.706,12.649,0.237,117825,0,3000
163.25,64.201,12.955,0.267,117825,0,3000
163.5,62.639,12.312,0.28,117825,0,3000
163.75,62.145,11.071,0.281,117825,0,3000
164.0,61.728,10.132,0.274,117825,0,3000
164.25,61.35,10.0,0.243,117825,0,3000
164.5,58.449,10.617,0.139,117825,0,3000
164.75,54.976,11.707,0.065,117825,0,3000
165.0,53.297,13.63,0.031,117825,0,3000
165.25,54.715,13.947,0.073,117825,0,3000
165.5,69.088,11.659,0.11,117825,0,3000
165.75,69.894,10.475,0.148,117825,0,3000
166.0,71.311,9.419,0.217,117825,1,3000
166.25,72.729,9.119,0.227,117825,0,3000
166.5,73.535,9.008,0.232,117825,0,3000
166.75,73.768,9.049,0.24,117825,0,3000
167.0,72.779,8.908,0.244,117825,0,3000
167.25,72.284,8.784,0.249,117825,0,3000
167.5,73.207,8.67,0.248,117825,0,3000
167.75,74.586,8.401,0.249,117825,0,3000
168.0,75.353,8.119,0.251,117825,0,3000
168.25,74.975,8.006,0.254,117825,0,3000
168.5,74.025,7.909,0.256,117825,0,3000
168.75,74.22,7.952,0.254,117825,0,3000
169.0,74.948,8.13,0.25,117825,0,3000
169.25,75.793,8.473,0.245,117825,0,3000
169.5,74.765,8.831,0.242,117825,0,3000
169.75,73.086,9.213,0.242,117825,0,3000
170.0,70.874,9.427,0.237,117825,0,3000
170.25,70.458,9.469,0.23,117825,0,3000
170.5,71.264,9.504,0.224,117825,0,3000
170.75,73.293,9.555,0.236,117825,0,3000
171.0,74.71,9.598,0.228,117825,0,3000
171.25,74.944,9.659,0.224,117825,0,3000
