Dept,SitID,Dept,LithID,W_Tar,SW,VSH,PHI,RW,Pick,Formation
50.24,118424,50,4,0.023,0.542,0.687,0.119,  0.3890,0,10000
50.49,118424,50,5,0.013,0.578,0.802,0.075,  0.3890,0,10000
50.74,118424,50,5,0.01,0.621,0.832,0.064,  0.3890,0,10000
50.99,118424,50,5,0.007,0.586,0.888,0.043,  0.3890,0,10000
51.24,118424,51,5,0.001,0.522,0.983,0.007,  0.3890,0,10000
51.49,118424,51,5,0.003,0.487,0.959,0.016,  0.3890,0,10000
51.74,118424,51,5,0.003,0.482,0.954,0.017,  0.3880,0,10000
51.99,118424,51,5,0.005,0.47,0.93,0.027,  0.3880,0,10000
52.24,118424,52,5,0.011,0.44,0.871,0.049,  0.3880,0,10000
52.49,118424,52,5,0.021,0.472,0.737,0.1,  0.3880,0,10000
52.74,118424,52,2,0.05,0.461,0.445,0.211,  0.3880,0,10000
52.99,118424,52,1,0.059,0.382,0.266,0.215,  0.3880,0,10000
53.24,118424,53,1,0.048,0.246,0.192,0.151,  0.3870,0,10000
53.49,118424,53,1,0.052,0.301,0.248,0.174,  0.3870,0,10000
53.74,118424,53,2,0.057,0.42,0.333,0.221,  0.3870,0,10000
53.99,118424,53,2,0.046,0.513,0.433,0.216,  0.3870,0,10000
54.24,118424,54,2,0.038,0.543,0.498,0.191,  0.3870,0,10000
54.49,118424,54,4,0.034,0.542,0.539,0.175,  0.3860,0,10000
54.74,118424,54,4,0.037,0.533,0.519,0.183,  0.3860,0,10000
54.99,118424,54,2,0.04,0.526,0.49,0.194,  0.3860,0,10000
55.24,118424,55,2,0.042,0.512,0.481,0.197,  0.3860,0,10000
55.49,118424,55,2,0.042,0.512,0.481,0.197,  0.3860,0,10000
55.74,118424,55,4,0.039,0.518,0.512,0.185,  0.3860,0,10000
55.99,118424,55,4,0.033,0.553,0.552,0.17,  0.3850,0,10000
56.24,118424,56,4,0.021,0.603,0.667,0.126,  0.3850,0,10000
56.49,118424,56,5,0.014,0.62,0.767,0.088,  0.3850,0,10000
56.74,118424,56,5,0.009,0.645,0.833,0.064,  0.3850,0,10000
56.99,118424,56,5,0.01,0.615,0.828,0.065,  0.3850,0,10000
57.24,118424,57,5,0.013,0.634,0.769,0.088,  0.3850,0,10000
57.49,118424,57,5,0.007,0.644,0.874,0.048,  0.3840,0,10000
57.74,118424,57,5,0.005,0.551,0.919,0.031,  0.3840,0,10000
57.99,118424,57,5,0.012,0.455,0.855,0.055,  0.3840,0,10000
58.24,118424,58,5,0.007,0.513,0.901,0.038,  0.3840,0,10000
58.49,118424,58,5,0.004,0.556,0.936,0.024,  0.3840,0,10000
58.74,118424,58,5,0.004,0.611,0.927,0.028,  0.3840,0,10000
58.99,118424,58,5,0.005,0.546,0.928,0.028,  0.3830,0,10000
59.24,118424,59,5,0.005,0.55,0.918,0.031,  0.3830,0,10000
59.49,118424,59,5,0.006,0.655,0.884,0.044,  0.3830,0,10000
59.74,118424,59,5,0.006,0.658,0.875,0.048,  0.3830,0,10000
59.99,118424,59,5,0.006,0.656,0.89,0.042,  0.3830,0,10000
60.24,118424,60,5,0.004,0.692,0.921,0.03,  0.3820,0,10000
60.49,118424,60,5,0.001,0.648,0.971,0.011,  0.3820,0,10000
60.74,118424,60,5,0.002,0.571,0.967,0.013,  0.3820,0,10000
60.99,118424,60,5,0.004,0.621,0.933,0.026,  0.3820,0,10000
61.24,118424,61,5,0.004,0.671,0.908,0.035,  0.3820,0,10000
61.49,118424,61,5,0.006,0.706,0.859,0.053,  0.3820,0,10000
61.74,118424,61,5,0.005,0.725,0.88,0.046,  0.3810,0,10000
61.99,118424,61,5,0.006,0.627,0.885,0.044,  0.3810,0,10000
62.24,118424,62,5,0.011,0.624,0.806,0.074,  0.3810,0,10000
62.49,118424,62,5,0.005,0.827,0.797,0.077,  0.3810,0,10000
62.74,118424,62,5,0.0,0.988,0.783,0.083,  0.3810,0,10000
62.99,118424,62,5,0.0,1.0,0.739,0.099,  0.3810,0,10000
63.24,118424,63,5,0.007,0.788,0.779,0.084,  0.3800,0,10000
63.49,118424,63,5,0.009,0.668,0.83,0.065,  0.3800,0,10000
63.74,118424,63,5,0.01,0.619,0.83,0.065,  0.3800,0,10000
