Dept,SitID,Dept,LithID,W_Tar,SW,VSH,PHI,RW,Pick,Formation
433.0,102679,433,1,0.004,0.967,0.256,0.245,  0.5230,0,10000
433.25,102679,433,1,0.014,0.893,0.144,0.279,  0.5230,0,10000
433.5,102679,433,3,0.0,1.0,0.001,0.237,  0.5230,0,10000
433.75,102679,433,0,0.0,1.0,0.045,0.229,  0.5230,0,10000
434.0,102679,434,0,0.006,0.942,0.231,0.224,  0.5230,0,10000
434.25,102679,434,2,0.012,0.882,0.31,0.22,  0.5230,0,10000
434.5,102679,434,1,0.008,0.914,0.284,0.217,  0.5230,0,10000
434.75,102679,434,1,0.006,0.942,0.179,0.24,  0.5230,0,10000
435.0,102679,435,1,0.005,0.955,0.187,0.246,  0.5230,0,10000
435.25,102679,435,2,0.001,0.99,0.311,0.219,  0.5230,0,10000
435.5,102679,435,2,0.001,0.994,0.376,0.208,  0.5230,0,10000
435.75,102679,435,2,0.0,1.0,0.408,0.193,  0.5230,0,10000
436.0,102679,436,2,0.0,1.0,0.435,0.177,  0.5230,0,10000
436.25,102679,436,2,0.0,1.0,0.46,0.162,  0.5220,0,10000
436.5,102679,436,2,0.0,1.0,0.406,0.178,  0.5220,0,10000
436.75,102679,436,1,0.0,1.0,0.143,0.26,  0.5220,0,10000
437.0,102679,437,0,0.0,1.0,0.0,0.269,  0.5220,0,10000
437.25,102679,437,3,0.0,1.0,0.0,0.197,  0.5220,0,10000
437.5,102679,437,0,0.0,1.0,0.115,0.232,  0.5220,0,10000
437.75,102679,437,1,0.0,1.0,0.288,0.2,  0.5220,0,10000
438.0,102679,438,2,0.0,1.0,0.366,0.187,  0.5220,0,10000
438.25,102679,438,2,0.0,1.0,0.385,0.182,  0.5220,0,10000
438.5,102679,438,2,0.0,1.0,0.354,0.19,  0.5220,0,10000
438.75,102679,438,2,0.0,1.0,0.409,0.169,  0.5220,0,10000
439.0,102679,439,2,0.0,1.0,0.469,0.154,  0.5220,0,10000
439.25,102679,439,2,0.0,1.0,0.464,0.161,  0.5220,0,10000
439.5,102679,439,2,0.0,1.0,0.427,0.173,  0.5220,0,10000
439.75,102679,439,2,0.0,1.0,0.372,0.185,  0.5220,0,10000
440.0,102679,440,0,0.0,1.0,0.278,0.158,  0.5220,0,10000
440.25,102679,440,0,0.0,1.0,0.274,0.131,  0.5220,0,10000
440.5,102679,440,2,0.0,1.0,0.331,0.167,  0.5220,0,10000
440.75,102679,440,2,0.0,1.0,0.413,0.167,  0.5220,0,10000
441.0,102679,441,2,0.0,1.0,0.478,0.161,  0.5210,0,10000
441.25,102679,441,4,0.0,1.0,0.528,0.13,  0.5210,0,10000
441.5,102679,441,4,0.0,1.0,0.536,0.129,  0.5210,0,10000
441.75,102679,441,4,0.0,1.0,0.574,0.111,  0.5210,0,10000
442.0,102679,442,4,0.0,1.0,0.622,0.09,  0.5210,0,10000
442.25,102679,442,4,0.0,1.0,0.622,0.083,  0.5210,0,10000
442.5,102679,442,4,0.0,1.0,0.578,0.091,  0.5210,0,10000
442.75,102679,442,2,0.0,1.0,0.472,0.155,  0.5210,0,10000
443.0,102679,443,2,0.0,1.0,0.446,0.176,  0.5210,0,10000
443.25,102679,443,2,0.0,1.0,0.456,0.17,  0.5210,0,10000
443.5,102679,443,2,0.0,1.0,0.439,0.169,  0.5210,0,10000
443.75,102679,443,2,0.0,1.0,0.396,0.178,  0.5210,0,10000
444.0,102679,444,2,0.0,1.0,0.432,0.161,  0.5210,0,10000
444.25,102679,444,4,0.0,1.0,0.503,0.145,  0.5210,0,10000
444.5,102679,444,4,0.0,1.0,0.548,0.123,  0.5210,0,10000
444.75,102679,444,4,0.0,1.0,0.513,0.143,  0.5210,0,10000
445.0,102679,445,2,0.003,0.966,0.454,0.184,  0.5210,0,10000
445.25,102679,445,2,0.014,0.857,0.406,0.22,  0.5210,0,10000
445.5,102679,445,2,0.012,0.878,0.373,0.22,  0.5210,0,10000
445.75,102679,445,2,0.001,0.983,0.414,0.19,  0.5200,0,10000
446.0,102679,446,2,0.0,1.0,0.489,0.17,  0.5200,0,10000
446.25,102679,446,4,0.0,1.0,0.555,0.142,  0.5200,0,10000
446.5,102679,446,4,0.0,1.0,0.578,0.124,  0.5200,0,10000
446.75,102679,446,2,0.0,1.0,0.482,0.149,  0.5200,0,10000
447.0,102679,447,2,0.0,1.0,0.41,0.154,  0.5200,0,10000
447.25,102679,447,2,0.0,1.0,0.358,0.15,  0.5200,0,10000
447.5,102679,447,2,0.0,1.0,0.356,0.173,  0.5200,0,10000
447.75,102679,447,2,0.0,1.0,0.426,0.166,  0.5200,0,10000
448.0,102679,448,2,0.0,1.0,0.456,0.159,  0.5200,0,10000
448.25,102679,448,2,0.0,1.0,0.375,0.207,  0.5200,0,10000
448.5,102679,448,2,0.0,1.0,0.372,0.232,  0.5200,0,10000
448.75,102679,448,2,0.0,1.0,0.406,0.22,  0.5200,0,10000
449.0,102679,449,2,0.0,1.0,0.423,0.214,  0.5200,0,10000
449.25,102679,449,2,0.0,1.0,0.387,0.227,  0.5200,0,10000
449.5,102679,449,2,0.0,1.0,0.391,0.225,  0.5200,0,10000
449.75,102679,449,2,0.0,1.0,0.436,0.209,  0.5200,0,10000
450.0,102679,450,2,0.0,1.0,0.491,0.188,  0.5200,0,10000
450.25,102679,450,4,0.0,1.0,0.528,0.175,  0.5190,0,10000
450.5,102679,450,4,0.0,1.0,0.557,0.164,  0.5190,0,10000
450.75,102679,450,4,0.0,1.0,0.579,0.156,  0.5190,0,10000
451.0,102679,451,4,0.0,1.0,0.602,0.147,  0.5190,0,10000
451.25,102679,451,4,0.0,1.0,0.609,0.145,  0.5190,0,10000
451.5,102679,451,4,0.0,1.0,0.575,0.157,  0.5190,0,10000
451.75,102679,451,2,0.0,1.0,0.492,0.188,  0.5190,0,10000
452.0,102679,452,4,0.0,1.0,0.529,0.174,  0.5190,0,10000
452.25,102679,452,4,0.0,1.0,0.572,0.158,  0.5190,0,10000
452.5,102679,452,4,0.0,1.0,0.602,0.146,  0.5190,0,10000
452.75,102679,452,4,0.0,1.0,0.593,0.145,  0.5190,0,10000
453.0,102679,453,2,0.0,1.0,0.484,0.191,  0.5190,0,10000
453.25,102679,453,2,0.0,1.0,0.496,0.187,  0.5190,0,10000
453.5,102679,453,4,0.0,1.0,0.512,0.18,  0.5190,0,10000
453.75,102679,453,2,0.0,1.0,0.442,0.153,  0.5190,0,10000
454.0,102679,454,3,0.0,1.0,0.341,0.157,  0.5190,0,10000
454.25,102679,454,3,0.0,1.0,0.261,0.157,  0.5190,0,10000
454.5,102679,454,0,0.0,1.0,0.196,0.203,  0.5190,0,10000
454.75,102679,454,2,0.0,1.0,0.337,0.195,  0.5190,0,10000
455.0,102679,455,2,0.0,1.0,0.463,0.154,  0.5180,0,10000
455.25,102679,455,4,0.0,1.0,0.583,0.106,  0.5180,0,10000
455.5,102679,455,4,0.0,1.0,0.682,0.058,  0.5180,0,10000
455.75,102679,455,5,0.0,1.0,0.75,0.039,  0.5180,0,10000
456.0,102679,456,5,0.0,1.0,0.837,0.021,  0.5180,0,10000
456.25,102679,456,5,0.0,1.0,0.864,0.025,  0.5180,0,10000
456.5,102679,456,5,0.0,1.0,0.825,0.052,  0.5180,0,10000
456.75,102679,456,5,0.0,1.0,0.851,0.025,  0.5180,0,10000
457.0,102679,457,5,0.0,1.0,0.867,0.011,  0.5180,0,10000
457.25,102679,457,5,0.0,1.0,0.865,0.012,  0.5180,0,10000
457.5,102679,457,5,0.0,1.0,0.824,0.023,  0.5180,0,10000
457.75,102679,457,5,0.0,1.0,0.799,0.039,  0.5180,0,10000
458.0,102679,458,5,0.0,1.0,0.782,0.054,  0.5180,0,10000
458.25,102679,458,5,0.0,1.0,0.748,0.078,  0.5180,0,10000
458.5,102679,458,4,0.0,1.0,0.671,0.099,  0.5180,0,10000
458.75,102679,458,4,0.0,1.0,0.645,0.09,  0.5180,0,10000
459.0,102679,459,5,0.0,1.0,0.761,0.044,  0.5180,0,10000
459.25,102679,459,5,0.0,1.0,0.857,0.022,  0.5180,0,10000
459.5,102679,459,5,0.0,1.0,0.866,0.026,  0.5180,0,10000
459.75,102679,459,5,0.0,1.0,0.745,0.047,  0.5170,0,10000
460.0,102679,460,4,0.0,1.0,0.68,0.054,  0.5170,0,10000
460.25,102679,460,5,0.0,1.0,0.712,0.039,  0.5170,0,10000
460.5,102679,460,5,0.0,1.0,0.746,0.07,  0.5170,0,10000
