Dept,SitID,Dept,LithID,W_Tar,SW,VSH,PHI,RW,Pick,Formation
6.35,123417,6,1,0.0,1.0,0.007,0.326,  1.0480,0,13000
6.6,123417,6,1,0.0,1.0,0.005,0.318,  1.0470,0,13000
6.85,123417,6,1,0.0,1.0,0.009,0.307,  1.0460,0,13000
7.1,123417,7,1,0.0,1.0,0.031,0.299,  1.0450,0,13000
7.35,123417,7,1,0.0,1.0,0.066,0.317,  1.0440,0,13000
7.6,123417,7,1,0.0,1.0,0.102,0.341,  1.0430,0,13000
7.85,123417,7,1,0.0,1.0,0.176,0.313,  1.0420,0,13000
8.1,123417,8,1,0.0,1.0,0.249,0.285,  1.0410,0,13000
8.35,123417,8,1,0.0,1.0,0.285,0.272,  1.0400,0,13000
8.6,123417,8,2,0.0,1.0,0.327,0.256,  1.0390,0,13000
8.85,123417,8,2,0.0,1.0,0.388,0.233,  1.0380,0,13000
9.1,123417,9,2,0.0,1.0,0.455,0.207,  1.0370,0,13000
9.35,123417,9,2,0.0,1.0,0.49,0.194,  1.0360,0,13000
9.6,123417,9,2,0.0,1.0,0.443,0.212,  1.0350,0,13000
9.85,123417,9,2,0.0,1.0,0.446,0.211,  1.0340,0,13000
10.1,123417,10,2,0.0,1.0,0.431,0.216,  1.0330,0,13000
10.35,123417,10,2,0.0,1.0,0.363,0.242,  1.0330,0,13000
10.6,123417,10,2,0.0,1.0,0.303,0.265,  1.0320,0,13000
10.85,123417,10,1,0.0,1.0,0.293,0.269,  1.0310,0,13000
11.1,123417,11,2,0.012,0.896,0.386,0.233,  1.0300,0,13000
11.35,123417,11,2,0.015,0.834,0.486,0.196,  1.0290,0,13000
11.6,123417,11,4,0.011,0.825,0.648,0.134,  1.0280,0,13000
11.85,123417,11,4,0.003,0.956,0.639,0.137,  1.0270,0,13000
12.1,123417,12,4,0.001,0.984,0.605,0.15,  1.0260,0,13000
12.35,123417,12,4,0.002,0.97,0.601,0.152,  1.0250,0,13000
12.6,123417,12,4,0.005,0.929,0.604,0.15,  1.0240,0,13000
12.85,123417,12,4,0.008,0.887,0.628,0.142,  1.0230,0,13000
13.1,123417,13,4,0.008,0.871,0.65,0.133,  1.0220,0,13000
13.35,123417,13,4,0.011,0.853,0.582,0.159,  1.0210,0,13000
13.6,123417,13,4,0.015,0.79,0.612,0.148,  1.0200,0,13000
13.85,123417,13,5,0.012,0.744,0.73,0.103,  1.0190,0,13000
14.1,123417,14,5,0.011,0.753,0.74,0.099,  1.0190,0,13000
14.35,123417,14,4,0.01,0.844,0.641,0.136,  1.0180,0,13000
14.6,123417,14,4,0.003,0.947,0.663,0.128,  1.0170,0,13000
