DEPT,DT,NPHI,PHIF,RHOB,SW,VSH,
m,us/ft,m3/m3,m3/m3,g/cm3,,,
2263.7495276,131.29890442,0.4165999889,0.2084999979,2.269299984,0.8974000216,0.4499999881
2263.9019276,129.40699768,0.4532999992,0.2312999964,2.2253000736,0.8044999838,0.4280000031
2264.0543276,136.80079651,0.4627999961,0.2100999951,2.2588999271,0.8119999766,0.4620000124
2264.2067275,137.40220642,0.481400013,0.1908999979,2.2897999287,0.823300004,0.4909999967
2264.3591275,138.68479919,0.4503000081,0.1916999966,2.28489995,0.7906000018,0.503099978
2264.5115275,131.30569458,0.4316000044,0.1942999959,2.2741000652,0.7534999847,0.5360000134
2264.6639275,129.20080566,0.4018999934,0.2061000019,2.2495000362,0.7095000148,0.5419999957
2264.8163275,124.19999695,0.4034999907,0.1972000003,2.2660000324,0.7195000052,0.5419999957
2264.9687275,129.1000061,0.4322000146,0.201000005,2.2604999542,0.7042000294,0.5220000148
2265.1211275,131.10020447,0.434799999,0.1894000024,2.2850999832,0.7246999741,0.4990000129
2265.2735275,131.39950562,0.4454999864,0.1703999937,2.3210000992,0.7537999749,0.4950000048
2265.4259275,130.89909363,0.4375,0.1640000045,2.3327999115,0.7426999807,0.4860000014
2265.5783275,130.29310608,0.4192000031,0.1723999977,2.3173000813,0.6916000247,0.4670000076
2265.7307275,126.48480225,0.4038999975,0.1790000051,2.3006999493,0.638899982,0.4819999933
2265.8831275,119.50460052,0.3892999887,0.178399995,2.3020999432,0.6197999716,0.4690000117
2266.0355275,113.69999695,0.3754000068,0.1772000045,2.3046000004,0.608799994,0.4609999955
2266.1879275,110.19999695,0.3765000105,0.1555999964,2.3459000587,0.6552000046,0.4620000124
2266.3403275,109.99880219,0.3890999854,0.1352999955,2.3801999092,0.6933000088,0.4959999919
2266.4927275,107.20480347,0.4018999934,0.1366000026,2.3745999336,0.6662999988,0.5139999986
2266.6451275,113.10140228,0.3847999871,0.1235999987,2.3991000652,0.6916999817,0.5120000243
2266.7975275,114.29360199,0.3420999944,0.110299997,2.4284999371,0.7317000031,0.4769000113
2266.9499275,110.19210052,0.2915000021,0.1216000021,2.4103999138,0.6701999903,0.4399000108
2267.1023275,106.10369873,0.2644000053,0.1504999995,2.3603000641,0.5741000175,0.3840999901
2267.2547274,91.008201599,0.2822999954,0.1464000046,2.3650999069,0.5630000234,0.4029999971
2267.4071274,94,0.3165999949,0.148300007,2.3664999008,0.5605000257,0.3600000143
2267.5595274,99.599998474,0.3461999893,0.172999993,2.3145000935,0.4914000034,0.3869999945
2267.7119274,101.50430298,0.3648000062,0.2006999999,2.258699894,0.4411000013,0.3980000019
2267.8643274,109.20130157,0.3646000028,0.1896000057,2.2737998962,0.4526999891,0.451000005
2268.0167274,110.59010315,0.3677000105,0.1660999954,2.3266999722,0.5139999986,0.4009999931
2268.1691274,103.03109741,0.3486000001,0.1489000022,2.3633999825,0.5637000203,0.3790000081
2268.3215274,121.59449768,0.3413000107,0.1376000047,2.3873999119,0.5996999741,0.3639000058
2268.4739274,118.90209961,0.3449999988,0.1351999938,2.3954000473,0.613499999,0.3370000124
2268.6263274,126.69670105,0.3529999852,0.1326999962,2.3745999336,0.5489000082,0.5309000015
2268.7787274,114.59999847,0.3819999993,0.1519999951,2.334800005,0.4945000112,0.5440000296
2268.9311274,118.19999695,0.3896999955,0.1657000035,2.3089001179,0.4652999938,0.5379999876
2269.0835274,118.20040131,0.400000006,0.1700000018,2.2978999615,0.4512999952,0.5559999943
2269.2359274,118.79879761,0.3876999915,0.1656000018,2.3034000397,0.4551999867,0.5809999704
2269.3883274,117.70179749,0.3853999972,0.1712000072,2.2943999767,0.4551999867,0.5699999928
2269.5407274,118.99770355,0.3623000085,0.1713999957,2.2946999073,0.4632000029,0.5669000149
2269.6931274,117.69200134,0.3711000085,0.1731999964,2.2964999676,0.4736999869,0.5250999928
2269.8455274,114.00250244,0.3671000004,0.1615999937,2.3127999306,0.4801999927,0.574000001
2269.9979274,113.5,0.3847000003,0.1582999974,2.3171000481,0.4754999876,0.5870000124
2270.1503274,113.5,0.389200002,0.1622000039,2.3153998852,0.4711999893,0.5404999852
2270.3027274,114.09999847,0.3817999959,0.1736000031,2.2938001156,0.4429999888,0.530099988
2270.4551273,114.19979858,0.3833000064,0.1670999974,2.3046000004,0.4431999922,0.5414000154
2270.6075273,113.9980011,0.3616999984,0.1598999947,2.3192999363,0.4512999952,0.5336999893
2270.7599273,112.30380249,0.3594000041,0.1548999995,2.328799963,0.4571999907,0.5357000232
2270.9123273,114.80680084,0.3574999869,0.1677999943,2.3048000336,0.4361999929,0.524600029
2271.0647273,118.396698,0.3729999959,0.1770000011,2.2848000526,0.4163999856,0.5393999815
2271.2171273,121.09850311,0.3808999956,0.184799999,2.2665998936,0.3952000141,0.5580999851
2271.3695273,119.40000153,0.3889000118,0.1871999949,2.2618000507,0.3853999972,0.5554999709
2271.5219273,115.59999847,0.3896999955,0.1889999956,2.2581999302,0.377700001,0.5536000133
2271.6743273,114.39730072,0.3867000043,0.1800000072,2.2760000229,0.3873000145,0.5526000261
