DEPT,GR,ILD,DPHI,SitID,Pick,Formation
275.0,96.174,6.509,0.232,154233,0,13000
275.25,91.808,6.885,0.235,154233,0,13000
275.5,85.568,7.282,0.229,154233,0,13000
275.75,81.827,8.296,0.224,154233,0,13000
276.0,78.085,9.277,0.211,154233,0,13000
276.25,73.719,10.969,0.198,154233,0,13000
276.5,68.73,11.601,0.219,154233,0,13000
276.75,63.74,13.218,0.29,154233,0,13000
277.0,61.247,13.983,0.372,154233,0,13000
277.25,60.63,14.252,0.373,154233,0,13000
277.5,61.261,14.526,0.37,154233,0,13000
277.75,62.513,14.805,0.361,154233,0,13000
278.0,64.393,15.092,0.357,154233,0,13000
278.25,65.023,15.096,0.351,154233,0,13000
278.5,65.029,15.39,0.346,154233,0,13000
278.75,66.283,15.394,0.347,154233,0,13000
279.0,67.538,16.594,0.346,154233,0,13000
279.25,68.169,16.911,0.342,154233,0,13000
279.5,68.799,16.918,0.339,154233,0,13000
279.75,69.429,16.014,0.338,154233,0,13000
280.0,72.556,15.153,0.338,154233,0,13000
280.25,75.059,14.339,0.338,154233,0,13000
280.5,78.813,13.076,0.338,154233,0,13000
280.75,80.692,11.926,0.332,154233,0,13000
281.0,83.82,11.077,0.305,154233,0,13000
281.25,86.949,9.92,0.294,154233,0,13000
281.5,90.077,9.562,0.28,154233,0,13000
281.75,93.831,9.218,0.273,154233,0,13000
282.0,95.707,9.223,0.262,154233,0,13000
282.25,100.71,9.939,0.264,154233,0,13000
282.5,106.961,11.322,0.384,154233,0,13000
282.75,111.964,12.899,0.42,154233,0,13000
283.0,111.343,13.144,0.463,154233,0,13000
283.25,103.23,12.443,0.449,154233,0,13000
283.5,92.619,11.774,0.418,154233,0,13000
283.75,87.004,10.938,0.433,154233,0,13000
284.0,80.765,12.231,0.442,154233,0,13000
284.25,72.029,13.18,0.36,154233,0,13000
284.5,62.667,14.471,0.332,154233,0,13000
284.75,54.554,14.748,0.327,154233,0,13000
285.0,47.69,15.314,0.327,154233,0,13000
285.25,46.448,15.32,0.327,154233,0,13000
285.5,47.701,14.774,0.323,154233,0,13000
285.75,50.208,14.241,0.31,154233,0,13000
286.0,51.459,13.478,0.311,154233,0,13000
286.25,52.715,13.737,0.313,154233,0,13000
286.5,54.596,13.999,0.322,154233,0,13000
286.75,55.85,14.008,0.328,154233,0,13000
287.0,57.103,13.507,0.333,154233,0,13000
287.25,58.358,13.265,0.334,154233,0,13000
287.5,60.237,12.789,0.329,154233,0,13000
287.75,61.491,12.329,0.324,154233,0,13000
288.0,62.747,12.108,0.308,154233,0,13000
288.25,65.252,11.673,0.295,154233,0,13000
288.5,67.757,11.254,0.286,154233,0,13000
288.75,69.634,10.849,0.286,154233,0,13000
289.0,71.512,10.46,0.286,154233,0,13000
289.25,74.017,10.086,0.285,154233,0,13000
289.5,75.897,9.905,0.278,154233,0,13000
289.75,76.524,9.729,0.274,154233,0,13000
290.0,79.029,9.733,0.269,154233,0,13000
290.25,83.406,9.921,0.263,154233,0,13000
290.5,89.032,10.111,0.256,154233,0,13000
290.75,95.284,10.695,0.254,154233,0,13000
291.0,95.29,11.526,0.263,154233,0,13000
291.25,87.8,12.419,0.28,154233,0,13000
291.5,78.438,13.384,0.311,154233,0,13000
291.75,69.7,14.422,0.329,154233,0,13000
292.0,67.208,14.697,0.344,154233,0,13000
292.25,69.09,15.546,0.343,154233,0,13000
292.5,70.97,15.845,0.344,154233,0,13000
292.75,72.223,16.456,0.348,154233,0,13000
293.0,74.102,16.463,0.35,154233,0,13000
293.25,74.731,16.471,0.347,154233,0,13000
293.5,78.483,16.48,0.35,154233,0,13000
293.75,83.485,16.488,0.35,154233,0,13000
294.0,89.738,16.496,0.351,154233,0,13000
294.25,87.869,16.505,0.35,154233,0,13000
294.5,84.127,16.212,0.349,154233,0,13000
294.75,81.635,15.924,0.346,154233,0,13000
295.0,77.896,15.354,0.346,154233,0,13000
295.25,77.899,15.358,0.346,154233,0,13000
295.5,78.53,14.806,0.346,154233,0,13000
295.75,79.785,14.544,0.344,154233,0,13000
296.0,82.288,14.019,0.341,154233,0,13000
296.25,85.416,13.516,0.332,154233,0,13000
296.5,88.544,12.793,0.322,154233,0,13000
296.75,91.673,12.332,0.312,154233,0,13000
297.0,92.927,11.673,0.301,154233,0,13000
297.25,94.805,11.046,0.283,154233,0,13000
297.5,96.061,10.263,0.279,154233,0,13000
297.75,97.319,9.711,0.275,154233,0,13000
298.0,97.321,8.696,0.269,154233,0,13000
298.25,97.951,8.539,0.265,154233,0,13000
298.5,98.581,7.931,0.259,154233,0,13000
298.75,97.338,7.506,0.248,154233,0,13000
299.0,99.217,6.974,0.239,154233,0,13000
299.25,101.723,6.722,0.227,154233,0,13000
299.5,104.227,6.246,0.213,154233,0,13000
299.75,106.729,6.021,0.201,154233,0,13000
300.0,109.857,6.026,0.203,154233,0,13000
300.25,112.985,6.028,0.206,154233,0,13000
300.5,114.239,5.92,0.207,154233,0,13000
300.75,115.495,5.709,0.197,154233,0,13000
301.0,116.75,5.605,0.175,154233,0,13000
301.25,117.38,5.305,0.159,154233,0,13000
301.5,113.014,5.021,0.159,154233,0,13000
301.75,108.649,4.665,0.183,154233,0,13000
302.0,110.527,4.497,0.19,154233,0,13000
302.25,113.655,4.178,0.197,154233,0,13000
302.5,116.158,4.027,0.208,154233,0,13000
302.75,119.286,4.106,0.21,154233,0,13000
303.0,121.79,4.262,0.212,154233,0,13000
303.25,122.42,4.855,0.217,154233,0,13000
303.5,121.179,6.298,0.227,154233,0,13000
303.75,121.183,9.477,0.234,154233,0,13000
304.0,119.94,10.023,0.262,154233,0,13000
304.25,114.95,11.003,0.27,154233,0,13000
304.5,112.457,11.857,0.283,154233,0,13000
304.75,109.964,12.542,0.302,154233,0,13000
305.0,107.472,12.549,0.302,154233,0,13000
305.25,104.982,12.099,0.293,154233,0,13000
305.5,102.489,11.242,0.296,154233,0,13000
305.75,99.371,10.835,0.303,154233,0,13000
306.0,95.007,9.7,0.309,154233,0,13000
306.25,91.888,9.01,0.317,154233,0,13000
306.5,87.524,8.067,0.287,154233,0,13000
306.75,85.03,7.494,0.277,154233,0,13000
307.0,99.4,7.092,0.251,154233,0,13000
307.25,105.025,7.097,0.223,154233,0,13000
307.5,115.023,7.099,0.225,154233,0,13000
307.75,119.4,7.236,0.226,154233,0,13000
308.0,123.777,7.655,0.231,154233,0,13000
308.25,125.033,7.947,0.235,154233,0,13000
308.5,124.413,8.407,0.242,154233,0,13000
308.75,120.048,8.892,0.25,154233,0,13000
309.0,115.682,9.232,0.257,154233,0,13000
309.25,112.564,10.518,0.27,154233,0,13000
309.5,106.95,11.125,0.282,154233,0,13000
309.75,101.336,11.341,0.294,154233,0,13000
310.0,90.725,11.345,0.31,154233,0,13000
310.25,85.734,11.144,0.302,154233,0,13000
310.5,86.989,10.946,0.272,154233,0,13000
310.75,89.493,10.748,0.266,154233,0,13000
311.0,93.869,10.557,0.267,154233,0,13000
311.25,96.999,10.563,0.268,154233,0,13000
311.5,95.756,10.765,0.272,154233,0,13000
311.75,95.762,10.772,0.273,154233,0,13000
312.0,95.766,10.981,0.278,154233,0,13000
312.25,92.649,10.985,0.281,154233,0,13000
312.5,88.284,10.79,0.276,154233,0,13000
312.75,85.166,10.793,0.274,154233,0,13000
313.0,81.426,10.601,0.267,154233,0,13000
313.25,80.184,10.222,0.266,154233,0,13000
313.5,83.313,9.855,0.262,154233,0,13000
313.75,84.565,9.327,0.26,154233,0,13000
314.0,87.069,8.991,0.252,154233,0,13000
314.25,90.821,8.829,0.246,154233,0,13000
314.5,94.575,8.357,0.241,154233,0,13000
314.75,97.078,8.206,0.239,154233,0,13000
315.0,98.957,8.364,0.237,154233,0,13000
315.25,95.839,9.184,0.239,154233,0,13000
315.5,88.352,9.537,0.422,154233,0,13000
315.75,80.239,9.541,0.467,154233,0,13000
316.0,71.502,9.37,0.493,154233,0,13000
316.25,63.389,9.203,0.52,154233,0,13000
316.5,64.643,8.872,0.473,154233,0,13000
316.75,70.894,8.714,0.417,154233,0,13000
317.0,78.393,8.719,0.346,154233,0,13000
317.25,85.268,8.886,0.296,154233,0,13000
317.5,88.401,9.227,0.272,154233,0,13000
317.75,88.403,9.76,0.263,154233,0,13000
318.0,89.034,9.947,0.263,154233,0,13000
318.25,87.791,10.329,0.266,154233,0,13000
318.5,84.048,10.725,0.269,154233,0,13000
318.75,82.18,10.932,0.274,154233,0,13000
319.0,80.313,11.143,0.303,154233,0,13000
319.25,77.196,11.358,0.314,154233,0,13000
319.5,73.455,11.574,0.321,154233,0,13000
319.75,70.338,11.797,0.331,154233,0,13000
320.0,67.221,12.249,0.337,154233,0,13000
320.25,70.974,12.484,0.344,154233,0,13000
320.5,75.976,12.726,0.349,154233,0,13000
320.75,77.23,12.971,0.361,154233,0,13000
