Dept,SitID,Dept,LithID,W_Tar,SW,VSH,PHI,RW,Pick,Formation
200.0,120290,200,2,0.0,1.0,0.489,0.06,  0.5660,0,6000
200.25,120290,200,4,0.0,1.0,0.554,0.103,  0.5660,0,6000
200.5,120290,200,4,0.0,1.0,0.603,0.124,  0.5660,0,6000
200.75,120290,200,4,0.0,1.0,0.636,0.133,  0.5650,0,6000
201.0,120290,201,4,0.0,1.0,0.612,0.144,  0.5650,0,6000
201.25,120290,201,4,0.0,1.0,0.604,0.151,  0.5650,0,6000
201.5,120290,201,4,0.0,1.0,0.612,0.147,  0.5650,0,6000
201.75,120290,201,4,0.0,1.0,0.58,0.16,  0.5650,0,6000
202.0,120290,202,4,0.0,1.0,0.564,0.148,  0.5640,0,6000
202.25,120290,202,4,0.0,1.0,0.516,0.146,  0.5640,0,6000
202.5,120290,202,2,0.0,1.0,0.427,0.139,  0.5640,0,6000
202.75,120290,202,2,0.0,1.0,0.346,0.113,  0.5640,0,6000
203.0,120290,203,2,0.0,1.0,0.355,0.045,  0.5630,0,6000
203.25,120290,203,2,0.0,1.0,0.428,0.062,  0.5630,0,6000
203.5,120290,203,2,0.0,1.0,0.493,0.117,  0.5630,0,6000
203.75,120290,203,4,0.0,1.0,0.542,0.142,  0.5630,0,6000
204.0,120290,204,4,0.0,1.0,0.558,0.145,  0.5620,0,6000
204.25,120290,204,4,0.0,1.0,0.583,0.122,  0.5620,0,6000
204.5,120290,204,4,0.0,1.0,0.631,0.104,  0.5620,0,6000
204.75,120290,204,4,0.0,1.0,0.688,0.063,  0.5620,0,6000
205.0,120290,205,4,0.0,1.0,0.696,0.038,  0.5610,0,6000
205.25,120290,205,5,0.0,1.0,0.705,0.053,  0.5610,0,6000
205.5,120290,205,4,0.0,1.0,0.689,0.098,  0.5610,0,6000
205.75,120290,205,4,0.0,1.0,0.657,0.128,  0.5610,0,6000
206.0,120290,206,4,0.0,1.0,0.633,0.139,  0.5600,0,6000
206.25,120290,206,4,0.0,1.0,0.601,0.144,  0.5600,0,6000
206.5,120290,206,4,0.0,1.0,0.552,0.13,  0.5600,0,6000
206.75,120290,206,4,0.0,1.0,0.545,0.098,  0.5600,0,6000
207.0,120290,207,4,0.0,1.0,0.553,0.034,  0.5600,0,6000
207.25,120290,207,4,0.0,1.0,0.585,0.0,  0.5590,0,6000
207.5,120290,207,4,0.0,1.0,0.642,0.095,  0.5590,0,6000
207.75,120290,207,5,0.0,1.0,0.715,0.097,  0.5590,0,6000
208.0,120290,208,5,0.0,1.0,0.805,0.074,  0.5590,0,6000
208.25,120290,208,5,0.0,1.0,0.805,0.074,  0.5580,0,6000
208.5,120290,208,5,0.0,1.0,0.789,0.08,  0.5580,0,6000
208.75,120290,208,5,0.0,1.0,0.773,0.086,  0.5580,0,6000
209.0,120290,209,5,0.0,1.0,0.757,0.092,  0.5580,0,6000
209.25,120290,209,5,0.0,1.0,0.749,0.095,  0.5570,0,6000
209.5,120290,209,5,0.0,1.0,0.749,0.09,  0.5570,0,6000
209.75,120290,209,5,0.0,1.0,0.75,0.086,  0.5570,0,6000
210.0,120290,210,5,0.0,1.0,0.75,0.075,  0.5570,0,6000
210.25,120290,210,5,0.0,1.0,0.758,0.061,  0.5570,0,6000
210.5,120290,210,5,0.0,1.0,0.767,0.053,  0.5560,0,6000
210.75,120290,210,5,0.0,1.0,0.751,0.064,  0.5560,0,6000
211.0,120290,211,4,0.0,1.0,0.621,0.1,  0.5560,0,6000
211.25,120290,211,2,0.0,1.0,0.46,0.133,  0.5560,0,6000
211.5,120290,211,4,0.0,1.0,0.501,0.103,  0.5550,0,6000
211.75,120290,211,4,0.0,1.0,0.598,0.083,  0.5550,0,6000
212.0,120290,212,4,0.0,1.0,0.59,0.096,  0.5550,0,6000
212.25,120290,212,4,0.0,1.0,0.582,0.026,  0.5550,0,6000
212.5,120290,212,4,0.0,1.0,0.631,0.0,  0.5540,0,6000
212.75,120290,212,4,0.0,1.0,0.68,0.047,  0.5540,0,6000
213.0,120290,213,5,0.0,1.0,0.745,0.097,  0.5540,0,6000
213.25,120290,213,5,0.0,1.0,0.785,0.082,  0.5540,0,6000
213.5,120290,213,5,0.0,1.0,0.802,0.075,  0.5530,0,6000
213.75,120290,213,5,0.0,1.0,0.818,0.061,  0.5530,0,6000
214.0,120290,214,5,0.0,1.0,0.835,0.049,  0.5530,0,6000
214.25,120290,214,5,0.0,1.0,0.811,0.057,  0.5530,0,6000
214.5,120290,214,5,0.0,1.0,0.779,0.06,  0.5530,0,6000
214.75,120290,214,5,0.0,1.0,0.763,0.054,  0.5520,0,6000
215.0,120290,215,5,0.0,1.0,0.755,0.046,  0.5520,0,6000
215.25,120290,215,5,0.0,1.0,0.747,0.042,  0.5520,0,6000
215.5,120290,215,5,0.0,1.0,0.747,0.037,  0.5520,0,6000
215.75,120290,215,5,0.0,1.0,0.747,0.066,  0.5510,0,6000
216.0,120290,216,5,0.0,1.0,0.772,0.086,  0.5510,0,6000
216.25,120290,216,5,0.0,1.0,0.78,0.083,  0.5510,0,6000
216.5,120290,216,5,0.0,1.0,0.805,0.063,  0.5510,0,6000
216.75,120290,216,5,0.0,1.0,0.74,0.06,  0.5510,0,6000
217.0,120290,217,4,0.0,1.0,0.635,0.059,  0.5500,0,6000
217.25,120290,217,4,0.0,1.0,0.579,0.0,  0.5500,0,6000
217.5,120290,217,4,0.0,1.0,0.612,0.06,  0.5500,0,6000
217.75,120290,217,5,0.0,1.0,0.701,0.063,  0.5500,0,6000
218.0,120290,218,5,0.0,1.0,0.733,0.095,  0.5490,0,6000
218.25,120290,218,5,0.0,1.0,0.758,0.092,  0.5490,0,6000
218.5,120290,218,5,0.0,1.0,0.75,0.095,  0.5490,0,6000
218.75,120290,218,5,0.0,1.0,0.726,0.104,  0.5490,0,6000
219.0,120290,219,5,0.0,1.0,0.718,0.107,  0.5480,0,6000
219.25,120290,219,5,0.0,1.0,0.718,0.103,  0.5480,0,6000
219.5,120290,219,5,0.0,1.0,0.727,0.088,  0.5480,0,6000
219.75,120290,219,5,0.0,1.0,0.727,0.057,  0.5480,0,6000
220.0,120290,220,5,0.0,1.0,0.727,0.064,  0.5480,0,6000
220.25,120290,220,4,0.0,1.0,0.639,0.094,  0.5470,0,6000
220.5,120290,220,4,0.0,1.0,0.526,0.077,  0.5470,0,6000
220.75,120290,220,4,0.0,1.0,0.55,0.057,  0.5470,0,6000
221.0,120290,221,4,0.0,1.0,0.647,0.003,  0.5470,0,6000
221.25,120290,221,5,0.0,1.0,0.72,0.05,  0.5460,0,6000
221.5,120290,221,5,0.0,1.0,0.761,0.048,  0.5460,0,6000
221.75,120290,221,5,0.0,1.0,0.786,0.05,  0.5460,0,6000
222.0,120290,222,5,0.0,1.0,0.778,0.057,  0.5460,0,6000
222.25,120290,222,5,0.0,1.0,0.754,0.07,  0.5460,0,6000
222.5,120290,222,5,0.0,1.0,0.738,0.079,  0.5450,0,6000
222.75,120290,222,5,0.0,1.0,0.714,0.072,  0.5450,0,6000
223.0,120290,223,4,0.0,1.0,0.56,0.031,  0.5450,0,6000
223.25,120290,223,4,0.0,1.0,0.536,0.0,  0.5450,0,6000
223.5,120290,223,4,0.0,1.0,0.569,0.0,  0.5440,0,6000
223.75,120290,223,4,0.0,1.0,0.618,0.0,  0.5440,0,6000
224.0,120290,224,4,0.0,1.0,0.667,0.052,  0.5440,0,6000
224.25,120290,224,5,0.0,1.0,0.707,0.097,  0.5440,0,6000
224.5,120290,224,5,0.0,1.0,0.74,0.078,  0.5440,0,6000
224.75,120290,224,5,0.0,1.0,0.74,0.074,  0.5430,0,6000
225.0,120290,225,5,0.0,1.0,0.765,0.073,  0.5430,0,6000
225.25,120290,225,5,0.0,1.0,0.781,0.074,  0.5430,0,6000
225.5,120290,225,5,0.0,1.0,0.733,0.063,  0.5430,0,6000
225.75,120290,225,5,0.0,1.0,0.733,0.04,  0.5420,0,6000
226.0,120290,226,5,0.0,1.0,0.766,0.03,  0.5420,0,6000
226.25,120290,226,5,0.0,1.0,0.798,0.029,  0.5420,0,6000
226.5,120290,226,5,0.0,1.0,0.79,0.04,  0.5420,0,6000
226.75,120290,226,5,0.0,1.0,0.75,0.059,  0.5420,0,6000
227.0,120290,227,4,0.0,1.0,0.678,0.053,  0.5410,0,6000
227.25,120290,227,4,0.0,1.0,0.589,0.066,  0.5410,0,6000
227.5,120290,227,4,0.0,1.0,0.524,0.071,  0.5410,0,6000
227.75,120290,227,4,0.0,1.0,0.5,0.073,  0.5410,0,6000
228.0,120290,228,4,0.0,1.0,0.501,0.098,  0.5400,0,6000
228.25,120290,228,4,0.0,1.0,0.509,0.121,  0.5400,0,6000
228.5,120290,228,4,0.0,1.0,0.542,0.132,  0.5400,0,6000
228.75,120290,228,4,0.0,1.0,0.566,0.089,  0.5400,0,6000
229.0,120290,229,4,0.0,1.0,0.526,0.061,  0.5400,0,6000
229.25,120290,229,2,0.0,1.0,0.47,0.042,  0.5390,0,6000
229.5,120290,229,2,0.0,1.0,0.445,0.0,  0.5390,0,6000
229.75,120290,229,2,0.0,1.0,0.47,0.077,  0.5390,0,6000
230.0,120290,230,4,0.0,1.0,0.519,0.123,  0.5390,0,6000
