Dept,SitID,Dept,LithID,W_Tar,SW,VSH,PHI,RW,Pick,Formation
300.0,124881,300,5,0.0,1.0,0.791,0.08,  0.6740,0,14000
300.25,124881,300,5,0.0,1.0,0.782,0.083,  0.6740,0,14000
300.5,124881,300,5,0.0,1.0,0.782,0.083,  0.6740,0,14000
300.75,124881,300,5,0.0,1.0,0.764,0.09,  0.6730,0,14000
301.0,124881,301,4,0.0,1.0,0.694,0.116,  0.6730,0,14000
301.25,124881,301,4,0.0,1.0,0.659,0.13,  0.6730,0,14000
301.5,124881,301,4,0.0,1.0,0.65,0.133,  0.6730,0,14000
301.75,124881,301,4,0.0,1.0,0.65,0.133,  0.6720,0,14000
302.0,124881,302,4,0.0,1.0,0.632,0.14,  0.6720,0,14000
302.25,124881,302,4,0.0,1.0,0.597,0.153,  0.6720,0,14000
302.5,124881,302,4,0.0,1.0,0.536,0.176,  0.6720,0,14000
302.75,124881,302,2,0.0,1.0,0.377,0.237,  0.6710,0,14000
303.0,124881,303,1,0.0,1.0,0.263,0.272,  0.6710,0,14000
303.25,124881,303,1,0.0,1.0,0.193,0.291,  0.6710,0,14000
303.5,124881,303,1,0.01,0.93,0.21,0.296,  0.6710,0,14000
303.75,124881,303,1,0.019,0.854,0.263,0.28,  0.6710,0,14000
304.0,124881,304,2,0.018,0.848,0.325,0.25,  0.6700,0,14000
304.25,124881,304,2,0.014,0.857,0.386,0.215,  0.6700,0,14000
304.5,124881,304,2,0.002,0.976,0.474,0.14,  0.6700,0,14000
304.75,124881,304,4,0.013,0.807,0.561,0.149,  0.6700,0,14000
305.0,124881,305,4,0.017,0.747,0.614,0.147,  0.6690,0,14000
305.25,124881,305,4,0.014,0.751,0.667,0.127,  0.6690,0,14000
305.5,124881,305,4,0.012,0.775,0.693,0.117,  0.6690,0,14000
305.75,124881,305,4,0.011,0.797,0.693,0.117,  0.6690,0,14000
306.0,124881,306,5,0.009,0.821,0.702,0.113,  0.6680,0,14000
306.25,124881,306,5,0.01,0.8,0.719,0.107,  0.6680,0,14000
306.5,124881,306,5,0.01,0.778,0.728,0.103,  0.6680,0,14000
306.75,124881,306,5,0.011,0.776,0.702,0.113,  0.6680,0,14000
307.0,124881,307,4,0.013,0.763,0.675,0.123,  0.6680,0,14000
307.25,124881,307,4,0.018,0.738,0.596,0.153,  0.6670,0,14000
307.5,124881,307,4,0.026,0.696,0.508,0.187,  0.6670,0,14000
307.75,124881,307,2,0.034,0.66,0.429,0.217,  0.6670,0,14000
308.0,124881,308,2,0.043,0.614,0.376,0.237,  0.6670,0,14000
308.25,124881,308,2,0.048,0.544,0.403,0.227,  0.6660,0,14000
308.5,124881,308,2,0.048,0.522,0.438,0.214,  0.6660,0,14000
308.75,124881,308,2,0.043,0.532,0.482,0.197,  0.6660,0,14000
309.0,124881,309,4,0.034,0.564,0.552,0.17,  0.6660,0,14000
309.25,124881,309,4,0.03,0.578,0.596,0.154,  0.6660,0,14000
309.5,124881,309,4,0.025,0.592,0.64,0.137,  0.6650,0,14000
