DEPT,GR,ILD,DPHI,NPHI,SitID,Pick,Formation,VSH,RESD
316.992,108.889,3.284,0.212,0.448,107375,0,1000,0.7455121040846809,1.189065236652537
317.242,106.958,3.251,0.203,0.449,107375,0,1000,0.7185624461921164,1.17896571729366
317.492,105.33,3.244,0.207,0.453,107375,0,1000,0.695841553882901,1.176810218862472
317.742,107.098,3.201,0.217,0.456,107375,0,1000,0.7205163312801325,1.163466385006589
317.992,110.138,3.192,0.23,0.457,107375,0,1000,0.7629435503341958,1.1606508124147352
318.242,110.39,3.019,0.224,0.459,107375,0,1000,0.7664605434926247,1.1049289630743004
318.492,107.853,3.007,0.221,0.459,107375,0,1000,0.731053354433362,1.1009462295745238
318.742,104.588,3.119,0.21,0.46,107375,0,1000,0.6854859629164158,1.1375156437763458
318.992,104.476,3.174,0.228,0.461,107375,0,1000,0.683922854846003,1.154995772697868
319.242,104.486,3.161,0.223,0.468,107375,0,1000,0.6840624180665756,1.1508915967843134
319.492,102.009,3.073,0.213,0.491,107375,0,1000,0.6494926083307484,1.1226575372920928
319.742,98.805,2.988,0.207,0.501,107375,0,1000,0.6047765524592951,1.0946076139851848
319.992,94.085,3.042,0.197,0.491,107375,0,1000,0.5389027123490389,1.1125184811426776
320.242,89.547,3.219,0.172,0.467,107375,0,1000,0.47556892285320373,1.1690738588666765
320.492,80.523,3.476,0.127,0.386,107375,1,1000,0.3496270726085108,1.2458850842689728
320.742,71.621,3.802,0.116,0.326,107375,0,1000,0.2253878936548033,1.3355298742574129
320.992,68.9,4.175,0.271,0.321,107375,0,1000,0.18741274133700542,1.429116753509531
321.242,72.852,4.533,0.299,0.341,107375,0,1000,0.2425681261072876,1.511386178000841
321.492,78.135,4.869,0.295,0.369,107375,0,1000,0.3162993755357797,1.5828906310082718
321.742,88.815,5.003,0.287,0.406,107375,0,1000,0.46535289510729116,1.6100397313047898
321.992,90.097,4.963,0.276,0.411,107375,0,1000,0.4832448999846954,1.6020124115136103
322.242,92.046,4.978,0.301,0.422,107375,0,1000,0.5104457716742907,1.6050302127822735
322.492,96.239,5.212,0.274,0.441,107375,0,1000,0.5689646300603719,1.650965577910029
322.742,102.19,5.404,0.242,0.451,107375,0,1000,0.652018702623112,1.6871412705773652
322.992,97.894,5.491,0.247,0.37,107375,0,1000,0.5920623430651333,1.7031122094569784
323.242,97.843,5.438,0.252,0.369,107375,0,1000,0.5913505706402131,1.6934131851199525
323.492,101.005,5.366,0.233,0.379,107375,0,1000,0.6354804609852617,1.6800846155872344
323.742,106.289,5.332,0.225,0.406,107375,0,1000,0.7092256667358111,1.6737282777835707
323.992,109.451,5.281,0.238,0.43,107375,0,1000,0.7533555570808597,1.6641173673037644
324.242,110.551,5.249,0.242,0.428,107375,0,1000,0.7687075113438432,1.6580394873931334
324.492,106.256,5.218,0.238,0.405,107375,0,1000,0.7087651081079216,1.6521161031557818
324.742,102.384,5.244,0.243,0.408,107375,0,1000,0.65472622910222,1.6570864728409014
324.992,99.666,5.262,0.253,0.413,107375,0,1000,0.6167929457505937,1.660513083034387
325.242,96.037,5.278,0.262,0.421,107375,0,1000,0.5661454530048059,1.6635491327364045
325.492,89.923,5.303,0.26,0.428,107375,0,1000,0.48081649994673265,1.6682745838782762
325.742,83.748,5.44,0.247,0.412,107375,0,1000,0.3946362112431668,1.6937808991014558
325.992,77.816,5.589,0.228,0.381,107375,0,1000,0.31184730879951444,1.7208021695148028
326.242,78.13,5.795,0.218,0.399,107375,0,1000,0.31622959392549327,1.7569972024157654
326.492,80.381,6.098,0.234,0.425,107375,0,1000,0.34764527487638025,1.8079624884466468
326.742,83.24,5.929,0.246,0.448,107375,0,1000,0.3875463996380798,1.7798572513488715
326.992,83.492,5.557,0.262,0.458,107375,0,1000,0.3910633927965088,1.7150601938282868
327.242,82.591,5.206,0.248,0.44,107375,0,1000,0.37848874662291954,1.6498137274310742
327.492,84.662,4.906,0.248,0.431,107375,0,1000,0.4073922896035003,1.590460984154644
327.742,88.006,4.769,0.26,0.418,107375,0,1000,0.45406223056296974,1.562138736189544
327.992,93.774,4.654,0.26,0.424,107375,0,1000,0.5345622961892318,1.537729213567091
328.242,99.119,4.533,0.265,0.439,107375,0,1000,0.6091588375852739,1.511386178000841
328.492,100.826,4.431,0.281,0.439,107375,0,1000,0.6329822793370126,1.4886275490417071
328.742,98.107,4.333,0.294,0.438,107375,0,1000,0.5950350396633292,1.4662624506249453
328.992,95.509,4.267,0.301,0.451,107375,0,1000,0.5587765149585738,1.4509133477700256
329.242,93.093,4.187,0.283,0.461,107375,0,1000,0.5250580408682394,1.4319868753790312
329.492,95.77,4.108,0.258,0.444,107375,0,1000,0.562419115015518,1.412938726337935
329.742,98.63,4.068,0.225,0.413,107375,0,1000,0.6023341960992749,1.4031539363937147
329.992,101.609,4.044,0.249,0.42,107375,0,1000,0.6439100795078453,1.397236773954376
330.242,103.376,4.026,0.262,0.42,107375,0,1000,0.6685709005830197,1.3927758110694577
330.492,103.385,4.175,0.243,0.398,107375,0,1000,0.668696507481535,1.429116753509531
330.742,101.455,4.386,0.242,0.391,107375,0,1000,0.6417608059110277,1.4784199299748575
330.992,103.344,4.599,0.236,0.388,107375,0,1000,0.6681242982771873,1.5258410629411587
331.242,107.112,4.884,0.222,0.382,107375,0,1000,0.7207117197889341,1.5859666037484097
331.492,108.819,5.343,0.225,0.361,107375,0,1000,0.744535161540673,1.6757891645815939
331.742,107.736,5.502,0.245,0.364,107375,0,1000,0.729420464752663,1.7051134800216325
331.992,103.381,5.528,0.244,0.358,107375,0,1000,0.6686406821933059,1.709827895436236
332.242,98.661,5.535,0.245,0.337,107375,0,1000,0.6027668420830499,1.7110933728437017
332.492,95.759,5.573,0.246,0.337,107375,0,1000,0.5622655954728882,1.7179353029514812
