DEPT,GR,ILD,DPHI,NPHI,SitID,Pick,Formation,VSH,RESD
330.0,98.7,2.74,0.212,0.525,102606,0,1000,0.746314045268252,1.0079615700283555
330.25,99.62,2.883,0.204,0.5,102606,0,1000,0.7603941741704376,1.0588348872593374
330.5,99.393,2.972,0.217,0.501,102606,0,1000,0.7569200554087027,1.0892384915874025
330.75,101.361,3.006,0.219,0.501,102606,0,1000,0.7870392876690304,1.1006136180052226
331.0,105.04,3.012,0.213,0.508,102606,0,1000,0.8433444987898362,1.1026076299852567
331.25,105.909,3.035,0.217,0.516,102606,0,1000,0.8566440988072268,1.1102147193989496
331.5,104.707,3.14,0.204,0.518,102606,0,1000,0.8382481043067622,1.1442259846284666
331.75,101.372,3.248,0.192,0.503,102606,0,1000,0.7872076370363391,1.178042501112426
332.0,97.855,3.405,0.185,0.496,102606,0,1000,0.7333817529613531,1.2252478764547254
332.25,94.58,3.536,0.192,0.485,102606,0,1000,0.6832595549671593,1.2629989728256967
332.5,95.939,3.658,0.201,0.485,102606,0,1000,0.7040583540737575,1.2969192836992183
332.75,102.297,3.735,0.212,0.493,102606,0,1000,0.8013642883782106,1.3177504959573678
333.0,104.57,3.693,0.219,0.484,102606,0,1000,0.8361513894593715,1.3064418436923761
333.25,100.93,3.673,0.21,0.47,102606,0,1000,0.7804430533681153,1.3010114894039302
333.5,97.655,3.639,0.201,0.462,102606,0,1000,0.7303208553739214,1.2917116666339414
333.75,101.759,3.498,0.216,0.453,102606,0,1000,0.7931304738680194,1.2521942353687678
334.0,105.741,3.369,0.22,0.477,102606,0,1000,0.8540729448337842,1.2146189326598444
334.25,107.523,3.264,0.221,0.492,102606,0,1000,0.8813455423378003,1.1829565008226575
334.5,106.383,3.108,0.225,0.518,102606,0,1000,0.8638984260894398,1.1339826500034424
334.75,103.839,2.927,0.22,0.543,102606,0,1000,0.8249638087773088,1.0739814241712855
335.0,99.529,3.022,0.221,0.533,102606,0,1000,0.7590014657681562,1.105922172911916
335.25,97.353,3.174,0.223,0.525,102606,0,1000,0.7256989000168994,1.154995772697868
335.5,96.519,3.229,0.218,0.514,102606,0,1000,0.7129349570773095,1.172175588705378
335.75,101.229,3.272,0.215,0.51,102606,0,1000,0.7850190952613254,1.1854044749705492
336.0,104.478,3.347,0.215,0.527,102606,0,1000,0.834743376569153,1.2080674099749504
336.25,106.811,3.411,0.219,0.507,102606,0,1000,0.8704487469265437,1.2270084351237973
336.5,109.205,3.392,0.224,0.496,102606,0,1000,0.9070876910481007,1.2214226660385186
336.75,110.748,3.38,0.231,0.496,102606,0,1000,0.9307025159351363,1.2178786680704325
337.0,106.925,3.477,0.236,0.48,102606,0,1000,0.8721934585513796,1.246172729064154
337.25,105.542,3.523,0.23,0.469,102606,0,1000,0.8510273517342897,1.2593157378449955
337.5,102.998,3.504,0.223,0.463,102606,0,1000,0.8120927344221587,1.2539080269513512
337.75,98.018,3.25,0.223,0.481,102606,0,1000,0.7358763844951098,1.1786580732599894
338.0,104.131,3.009,0.228,0.5,102606,0,1000,0.8294327192549591,1.1016111210056294
338.25,107.684,2.818,0.231,0.508,102606,0,1000,0.8838095648956829,1.036030962086232
338.5,101.789,2.76,0.225,0.497,102606,0,1000,0.7935896085061341,1.0152343029109006
338.75,98.576,3.143,0.208,0.506,102606,0,1000,0.7444162887640442,1.1451809394839292
339.0,97.62,3.526,0.192,0.474,102606,1,1000,0.7297851982961209,1.260166920046529
339.25,93.491,4.007,0.181,0.445,102606,0,1000,0.6665929676035938,1.388045327283536
339.5,87.352,4.411,0.21,0.418,102606,0,1000,0.5726387161573785,1.4841036881798564
339.75,86.273,4.676,0.261,0.4,102606,0,1000,0.5561251736731845,1.542445182187518
340.0,88.303,4.995,0.274,0.395,102606,0,1000,0.587193284185616,1.6084394141005147
340.25,90.514,5.256,0.263,0.399,102606,0,1000,0.6210315070146732,1.6593721837680184
340.5,92.544,5.376,0.248,0.39,102606,0,1000,0.6520996175271048,1.681946463338166
340.75,94.146,5.198,0.239,0.385,102606,0,1000,0.6766174072024326,1.6482758600343006
341.0,91.85,5.026,0.248,0.4,102606,0,1000,0.6414783028987168,1.6146264287732213
341.25,90.891,4.786,0.253,0.408,102606,0,1000,0.6268012989669821,1.5656970789114955
341.5,84.447,4.558,0.257,0.41,102606,0,1000,0.5281791786999334,1.5168861247657983
341.75,66.91,4.399,0.264,0.417,102606,0,1000,0.25978437374598656,1.481379515607918
342.0,54.066,4.261,0.273,0.379,102606,0,1000,0.06321353068112427,1.4495062213819536
342.25,50.67,4.245,0.27,0.346,102606,0,1000,0.011239489646534359,1.445744175473139
342.5,52.578,4.182,0.262,0.339,102606,0,1000,0.04044045263063259,1.4307919922039656
342.75,51.011,4.175,0.277,0.356,102606,0,1000,0.01645832003310539,1.429116753509531
343.0,44.871,4.167,0.287,0.347,102606,0,1000,-0.07751123590104715,1.4271987522454521
343.25,45.015,4.152,0.289,0.33,102606,0,1000,-0.07530738963809637,1.423592554338529
343.5,48.138,4.121,0.283,0.321,102606,0,1000,-0.027511473810350743,1.4160982789492227
343.75,54.255,4.083,0.276,0.326,102606,0,1000,0.0661060789012472,1.4068344615139643
344.0,57.194,4.099,0.271,0.342,102606,0,1000,0.11108596894855573,1.410745481138644
344.25,50.324,4.084,0.282,0.358,102606,0,1000,0.0059441368202775005,1.4070793488792448
344.5,45.343,4.046,0.278,0.368,102606,0,1000,-0.07028751759470836,1.3977312103193653
