Dept,SitID,Dept,LithID,W_Tar,SW,VSH,PHI,RW,Pick,Formation
245.2,114819,245,4,0.023,0.656,0.585,0.158,  0.5550,0,5000
245.45,114819,245,2,0.032,0.62,0.489,0.194,  0.5540,0,5000
245.7,114819,245,2,0.037,0.594,0.447,0.21,  0.5540,0,5000
245.95,114819,245,2,0.036,0.577,0.475,0.2,  0.5540,0,5000
246.2,114819,246,2,0.036,0.566,0.493,0.193,  0.5540,0,5000
246.45,114819,246,4,0.032,0.577,0.537,0.176,  0.5530,0,5000
246.7,114819,246,4,0.028,0.598,0.558,0.168,  0.5530,0,5000
246.95,114819,246,4,0.029,0.621,0.522,0.182,  0.5530,0,5000
247.2,114819,247,4,0.027,0.668,0.503,0.189,  0.5520,0,5000
247.45,114819,247,4,0.017,0.761,0.554,0.169,  0.5520,0,5000
247.7,114819,247,4,0.005,0.924,0.589,0.156,  0.5520,0,5000
247.95,114819,247,4,0.0,1.0,0.627,0.142,  0.5520,0,5000
248.2,114819,248,4,0.0,1.0,0.668,0.126,  0.5510,0,5000
248.45,114819,248,4,0.0,1.0,0.671,0.125,  0.5510,0,5000
248.7,114819,248,4,0.0,1.0,0.645,0.135,  0.5510,1,5000
248.95,114819,248,4,0.0,1.0,0.643,0.136,  0.5510,0,5000
249.2,114819,249,4,0.0,1.0,0.603,0.151,  0.5500,0,5000
249.45,114819,249,4,0.0,1.0,0.564,0.166,  0.5500,0,5000
249.7,114819,249,4,0.007,0.9,0.545,0.173,  0.5500,0,5000
249.95,114819,249,4,0.023,0.722,0.501,0.19,  0.5490,0,5000
250.2,114819,250,2,0.03,0.645,0.475,0.199,  0.5490,0,5000
250.45,114819,250,4,0.027,0.625,0.545,0.173,  0.5490,0,5000
250.7,114819,250,4,0.023,0.622,0.608,0.149,  0.5490,0,5000
250.95,114819,250,4,0.028,0.601,0.564,0.166,  0.5480,0,5000
251.2,114819,251,2,0.036,0.577,0.485,0.196,  0.5480,0,5000
251.45,114819,251,4,0.034,0.575,0.503,0.189,  0.5480,0,5000
251.7,114819,251,4,0.031,0.572,0.554,0.169,  0.5480,0,5000
251.95,114819,251,4,0.031,0.564,0.553,0.17,  0.5470,0,5000
252.2,114819,252,4,0.029,0.567,0.582,0.159,  0.5470,0,5000
252.45,114819,252,4,0.022,0.582,0.663,0.128,  0.5470,0,5000
