Dept,SitID,Dept,LithID,W_Tar,SW,VSH,PHI,RW,Pick,Formation
485.0,163612,485,5,0.0,1.0,0.761,0.091,  0.4570,0,11000
485.25,163612,485,5,0.0,1.0,0.712,0.109,  0.4570,0,11000
485.5,163612,485,4,0.0,1.0,0.627,0.138,  0.4570,0,11000
485.75,163612,485,4,0.0,1.0,0.541,0.153,  0.4570,0,11000
486.0,163612,486,2,0.0,1.0,0.383,0.177,  0.4570,0,11000
486.25,163612,486,1,0.0,1.0,0.285,0.169,  0.4560,0,11000
486.5,163612,486,2,0.0,1.0,0.346,0.138,  0.4560,0,11000
486.75,163612,486,2,0.0,1.0,0.491,0.098,  0.4560,0,11000
487.0,163612,487,4,0.0,1.0,0.503,0.116,  0.4560,0,11000
487.25,163612,487,2,0.0,1.0,0.405,0.167,  0.4560,0,11000
487.5,163612,487,2,0.0,1.0,0.417,0.167,  0.4560,0,11000
487.75,163612,487,2,0.0,1.0,0.478,0.151,  0.4560,0,11000
488.0,163612,488,4,0.0,1.0,0.55,0.124,  0.4560,0,11000
488.25,163612,488,4,0.0,1.0,0.538,0.125,  0.4560,0,11000
488.5,163612,488,4,0.0,1.0,0.537,0.131,  0.4560,0,11000
488.75,163612,488,4,0.0,1.0,0.586,0.116,  0.4550,0,11000
489.0,163612,489,4,0.001,0.986,0.573,0.123,  0.4550,0,11000
489.25,163612,489,2,0.003,0.965,0.463,0.163,  0.4550,0,11000
489.5,163612,489,2,0.007,0.932,0.305,0.221,  0.4550,0,11000
489.75,163612,489,1,0.005,0.96,0.195,0.247,  0.4550,0,11000
490.0,163612,490,1,0.0,1.0,0.195,0.203,  0.4550,0,11000
490.25,163612,490,1,0.0,1.0,0.28,0.141,  0.4550,0,11000
490.5,163612,490,2,0.0,1.0,0.413,0.129,  0.4550,0,11000
490.75,163612,490,2,0.0,1.0,0.376,0.158,  0.4550,0,11000
491.0,163612,491,2,0.005,0.916,0.485,0.138,  0.4550,0,11000
491.25,163612,491,4,0.006,0.845,0.68,0.085,  0.4540,0,11000
491.5,163612,491,5,0.004,0.856,0.728,0.06,  0.4540,0,11000
491.75,163612,491,4,0.002,0.959,0.545,0.105,  0.4540,0,11000
492.0,163612,492,2,0.0,1.0,0.387,0.15,  0.4540,0,11000
492.25,163612,492,4,0.0,1.0,0.642,0.054,  0.4540,0,11000
492.5,163612,492,4,0.0,1.0,0.666,0.052,  0.4540,0,11000
492.75,163612,492,4,0.0,1.0,0.507,0.119,  0.4540,0,11000
493.0,163612,493,2,0.002,0.966,0.446,0.152,  0.4540,0,11000
493.25,163612,493,4,0.004,0.896,0.689,0.082,  0.4540,0,11000
493.5,163612,493,5,0.003,0.88,0.749,0.063,  0.4530,0,11000
493.75,163612,493,4,0.002,0.937,0.664,0.08,  0.4530,0,11000
494.0,163612,494,4,0.0,0.993,0.518,0.121,  0.4530,0,11000
494.25,163612,494,2,0.0,1.0,0.359,0.167,  0.4530,0,11000
494.5,163612,494,1,0.0,1.0,0.25,0.187,  0.4530,0,11000
494.75,163612,494,1,0.0,1.0,0.14,0.215,  0.4530,0,11000
495.0,163612,495,1,0.0,1.0,0.273,0.189,  0.4530,0,11000
495.25,163612,495,2,0.003,0.952,0.431,0.161,  0.4530,0,11000
495.5,163612,495,4,0.01,0.859,0.528,0.153,  0.4530,0,11000
495.75,163612,495,2,0.012,0.856,0.454,0.179,  0.4530,0,11000
496.0,163612,496,2,0.009,0.896,0.406,0.188,  0.4520,0,11000
496.25,163612,496,2,0.006,0.939,0.308,0.209,  0.4520,0,11000
496.5,163612,496,1,0.001,0.991,0.235,0.22,  0.4520,0,11000
