DEPT,GR,ILD,DPHI,SitID,Pick
0.0,17.257,1.0,-0.216,125199,0
0.25,9.793,0.417,-0.217,125199,0
0.5,7.729,0.41,-0.217,125199,0
0.75,11.034,0.402,-0.215,125199,0
1.0,17.594,0.403,-0.215,125199,0
1.25,18.753,0.403,-0.214,125199,0
1.5,18.835,0.411,-0.209,125199,0
1.75,18.917,0.412,-0.006,125199,0
2.0,14.138,0.397,-0.11,125199,0
2.25,14.229,0.398,-0.129,125199,0
2.5,12.684,0.391,-0.129,125199,0
2.75,15.46,0.391,-0.12,125199,0
3.0,15.542,0.384,-0.133,125199,0
3.25,16.722,0.385,-0.142,125199,0
3.5,17.333,0.385,-0.143,125199,0
3.75,16.336,0.386,-0.129,125199,0
4.0,18.584,0.386,-0.138,125199,0
4.25,21.899,0.386,-0.088,125199,0
4.5,24.676,0.394,-0.088,125199,0
4.75,26.913,0.395,-0.093,125199,0
5.0,31.297,0.395,-0.08,125199,0
5.25,34.073,0.395,-0.097,125199,0
5.5,37.948,0.389,-0.084,125199,0
5.75,39.647,0.389,-0.077,125199,0
6.0,34.867,0.382,-0.076,125199,0
6.25,33.332,0.383,-0.09,125199,0
6.5,30.719,0.376,-0.097,125199,0
6.75,23.784,0.369,-0.115,125199,0
7.0,17.947,0.37,-0.097,125199,0
7.25,16.941,0.37,-0.097,125199,0
7.5,18.1,0.371,-0.097,125199,0
7.75,24.11,0.371,-0.089,125199,0
8.0,26.358,0.371,-0.101,125199,0
8.25,29.674,0.365,-0.093,125199,0
8.5,28.138,0.372,-0.067,125199,0
8.75,32.003,0.373,0.025,125199,0
9.0,37.464,0.937,0.163,125199,1
9.25,55.342,1.99,0.326,125199,0
9.5,52.19,2.592,0.312,125199,0
9.75,57.122,2.15,0.289,125199,0
10.0,60.438,1.818,0.274,125199,0
10.25,65.37,2.037,0.308,125199,0
10.5,63.296,2.283,0.294,125199,0
10.75,60.144,2.243,0.272,125199,0
11.0,59.147,1.968,0.251,125199,0
11.25,67.873,1.898,0.246,125199,0
11.5,64.171,1.83,0.257,125199,0
11.75,61.009,2.339,0.345,125199,0
12.0,65.413,1.869,0.276,125199,0
12.25,66.043,1.802,0.26,125199,0
12.5,61.813,1.982,0.28,125199,0
12.75,57.583,2.221,0.278,125199,0
13.0,54.95,2.266,0.3,125199,0
13.25,52.337,2.636,0.356,125199,0
13.5,46.49,3.702,0.311,125199,0
13.75,57.361,3.014,0.279,125199,0
14.0,62.832,2.408,0.302,125199,0
14.25,60.758,2.194,0.297,125199,0
14.5,59.762,2.753,0.303,125199,0
14.75,49.054,2.416,0.344,125199,0
15.0,57.23,1.859,0.41,125199,0
15.25,57.861,1.694,0.324,125199,0
15.5,49.309,2.424,0.325,125199,0
15.75,56.947,2.768,0.323,125199,0
16.0,61.33,2.17,0.31,125199,0
16.25,63.028,1.978,0.287,125199,0
16.5,65.276,1.907,0.269,125199,0
16.75,66.974,1.909,0.29,125199,0
17.0,62.734,1.911,0.3,125199,0
17.25,68.206,1.878,0.279,125199,0
17.5,61.291,2.027,0.268,125199,0
17.75,61.362,2.03,0.258,125199,0
18.0,53.359,2.361,0.285,125199,0
18.25,51.295,3.133,0.267,125199,0
18.5,58.912,2.856,0.272,125199,0
18.75,50.371,3.386,0.262,125199,0
19.0,55.313,3.265,0.247,125199,0
19.25,59.157,2.608,0.248,125199,0
19.5,60.866,2.377,0.24,125199,0
19.75,64.721,2.379,0.22,125199,0
20.0,57.247,2.295,0.275,125199,0
20.25,50.861,1.903,0.343,125199,0
20.5,64.427,1.835,0.339,125199,0
20.75,68.291,1.98,0.332,125199,0
