DEPT,GR,ILD,DPHI,SitID,Pick
21.0,49.695,,,117663,0
21.2,49.71,,,117663,0
21.4,49.74,,,117663,0
21.6,50.19,,,117663,0
21.8,50.745,,,117663,0
22.0,51.75,19.762,,117663,0
22.2,56.25,500.991,0.1561,117663,0
22.4,59.085,1.6589,0.169,117663,0
22.6,61.065,1.076,0.1781,117663,0
22.8,62.205,3.2797,0.1707,117663,0
23.0,63.12,103.7122,0.1608,117663,0
23.2,63.105,99960.8281,0.1575,117663,0
23.4,63.045,99960.8281,0.1607,117663,0
23.6,62.91,40.91,0.1623,117663,0
23.8,62.94,34.0275,0.1559,117663,0
24.0,62.79,48.287,0.1458,117663,0
24.2,62.13,43.2345,0.132,117663,0
24.4,62.025,39.0688,0.1247,117663,0
24.6,61.98,120.1794,0.1241,117663,0
24.8,62.625,436.3449,0.1362,117663,0
25.0,62.94,53.9299,0.1424,117663,0
25.2,62.79,46.1137,0.14,117663,0
25.4,62.805,30.7489,0.1419,117663,0
25.6,63.195,37.3104,0.1397,117663,0
25.8,63.3,44.4457,0.1515,117663,0
26.0,63.24,45.6909,0.1603,117663,0
26.2,62.64,45.6909,0.1573,117663,0
26.4,63.0,45.6909,0.1464,117663,0
26.6,63.33,45.272,0.1335,117663,0
26.8,62.685,45.6909,0.1226,117663,0
27.0,61.875,45.6909,0.1194,117663,0
27.2,61.5,45.272,0.1348,117663,0
27.4,61.23,45.272,0.1473,117663,0
27.6,61.44,45.272,0.1482,117663,0
27.8,61.935,45.6909,0.1454,117663,0
28.0,61.965,46.5404,0.1406,117663,0
28.2,61.29,46.971,0.1354,117663,0
28.4,61.17,46.971,0.1279,117663,0
28.6,60.975,46.971,0.1307,117663,0
28.8,61.02,47.4056,0.1332,117663,0
29.0,61.08,47.8443,0.1322,117663,0
29.2,61.125,47.8443,0.1279,117663,0
29.4,61.26,49.1847,0.1238,117663,0
29.6,61.335,49.6398,0.1188,117663,0
29.8,61.41,51.0305,0.1225,117663,0
30.0,60.075,51.9792,0.1205,117663,0
30.2,58.665,52.4602,0.1191,117663,0
30.4,57.195,52.9456,0.119,117663,0
30.6,54.855,53.4355,0.1304,117663,0
30.8,53.805,53.9299,0.1378,117663,0
31.0,52.995,53.9299,0.1383,117663,0
31.2,53.925,54.9326,0.1297,117663,0
31.4,54.57,55.4409,0.1296,117663,0
31.6,55.605,55.9538,0.1429,117663,0
31.8,56.67,57.5215,0.1576,117663,0
32.0,56.73,57.5215,0.1576,117663,0
32.2,56.88,56.9941,0.1539,117663,0
32.4,57.135,56.4716,0.1509,117663,0
32.6,57.63,56.9941,0.1511,117663,0
32.8,58.095,56.9941,0.1469,117663,0
33.0,58.56,55.9538,0.1385,117663,0
33.2,59.55,55.4409,0.134,117663,0
33.4,60.09,54.9326,0.136,117663,0
33.6,60.84,55.4409,0.1384,117663,0
33.8,60.195,58.5909,0.1364,117663,0
34.0,59.01,64.2436,0.1329,117663,0
34.2,58.41,73.7615,0.128,117663,0
34.4,57.855,87.0623,0.1238,117663,0
34.6,57.54,80.8779,0.1244,117663,0
34.8,57.525,66.0435,0.1358,117663,0
35.0,56.085,49.6398,0.1538,117663,0
35.2,54.375,50.5627,0.1808,117663,0
35.4,52.41,52.9456,0.201,117663,0
35.6,51.525,54.4289,0.2196,117663,0
35.8,52.605,49.1847,0.2336,117663,0
36.0,54.225,52.9456,0.2322,117663,0
36.2,55.89,61.9199,0.2225,117663,0
36.4,58.575,84.6896,0.21,117663,0
36.6,59.01,87.0623,0.1936,117663,0
36.8,58.92,83.1438,0.1775,117663,0
37.0,59.925,69.156,0.1605,117663,0
37.2,60.81,64.2436,0.1432,117663,0
37.4,61.8,59.6802,0.128,117663,0
37.6,63.51,51.9792,0.1133,117663,0
37.8,62.715,51.0305,0.1155,117663,0
38.0,60.765,51.0305,0.1042,117663,0
38.2,57.825,52.9456,0.0994,117663,0
38.4,56.34,53.9299,0.1054,117663,0
38.6,54.615,55.4409,0.1165,117663,0
38.8,53.385,56.9941,0.1336,117663,0
39.0,52.305,61.9199,0.1315,117663,0
39.2,52.92,66.0435,0.108,117663,0
39.4,53.595,69.7959,0.0775,117663,0
39.6,54.105,73.7615,0.0698,117663,0
39.8,54.195,74.444,0.0798,117663,0
40.0,54.345,74.444,0.0801,117663,0
40.2,54.63,74.444,0.0735,117663,0
40.4,54.99,74.444,0.0872,117663,0
40.6,55.17,74.444,0.1008,117663,0
40.8,54.975,76.5297,0.1335,117663,0
41.0,55.125,77.2378,0.1493,117663,0
41.2,55.29,77.2378,0.1344,117663,0
41.4,56.25,77.2378,0.1113,117663,0
41.6,56.31,75.8281,0.0905,117663,0
41.8,56.025,75.8281,0.0643,117663,0
42.0,55.725,76.5297,0.0669,117663,0
42.2,55.38,76.5297,0.0729,117663,0
42.4,56.415,75.1329,0.0739,117663,0
42.6,57.45,71.7513,0.0779,117663,0
42.8,61.23,62.4928,0.0787,117663,0
43.0,63.45,57.5215,0.0788,117663,0
43.2,65.88,52.9456,0.0644,117663,0
43.4,70.815,44.857,0.0412,117663,0
43.6,73.17,40.91,0.0478,117663,0
43.8,75.255,38.0041,0.104,117663,0
44.0,78.825,34.3423,0.1422,117663,0
44.2,79.71,33.1001,0.1523,117663,0
44.4,79.935,32.1981,0.1521,117663,0
44.6,78.255,31.0334,0.1484,117663,0
44.8,74.835,30.1877,0.1434,117663,0
45.0,73.11,30.1877,0.1382,117663,0
45.2,71.49,30.7489,0.1392,117663,0
45.4,67.59,33.7155,0.1528,117663,0
45.6,64.725,35.6312,0.1897,117663,0
45.8,61.92,38.0041,0.1864,117663,0
46.0,60.87,41.6706,0.1629,117663,0
46.2,62.25,42.0562,0.1366,117663,0
46.4,64.275,40.91,0.1029,117663,0
46.6,72.57,34.9808,0.0746,117663,0
46.8,76.995,32.496,0.0723,117663,0
47.0,81.03,30.467,0.0694,117663,0
47.2,82.935,27.2791,0.137,117663,0
47.4,82.395,26.0513,0.154,117663,0
47.6,81.24,25.3414,0.1624,117663,0
47.8,79.53,25.3414,0.1688,117663,0
48.0,76.14,26.7812,0.1786,117663,0
48.2,74.805,28.3028,0.1739,117663,0
48.4,72.45,29.9109,0.1786,117663,0
48.6,66.33,34.0275,0.1922,117663,0
48.8,63.15,36.6294,0.199,117663,0
49.0,60.105,39.7951,0.1797,117663,0
49.2,57.6,46.971,0.1547,117663,0
49.4,58.8,50.0991,0.124,117663,0
49.6,59.985,52.4602,0.1061,117663,0
49.8,59.64,54.4289,0.0955,117663,0
50.0,58.605,54.4289,0.0896,117663,0
50.2,58.38,53.9299,0.0975,117663,0
50.4,57.99,54.4289,0.1062,117663,0
50.6,57.825,54.9326,0.1043,117663,0
50.8,57.315,55.4409,0.1163,117663,0
51.0,56.685,55.9538,0.1432,117663,0
51.2,56.55,60.7897,0.138,117663,0
51.4,56.79,64.2436,0.1263,117663,0
51.6,57.18,67.8938,0.1167,117663,0
51.8,54.3,75.8281,0.1086,117663,0
52.0,53.97,79.4017,0.1063,117663,0
52.2,53.625,83.1438,0.1085,117663,0
52.4,52.86,87.8678,0.1158,117663,0
52.6,52.185,88.6809,0.1232,117663,0
52.8,51.525,88.6809,0.1336,117663,0
53.0,49.695,87.8678,0.1447,117663,0
53.2,49.62,87.0623,0.1528,117663,0
53.4,49.8,87.0623,0.1593,117663,0
53.6,51.255,86.2641,0.1624,117663,0
53.8,52.41,86.2641,0.1449,117663,0
54.0,51.75,85.4732,0.1338,117663,0
54.2,51.03,84.6896,0.1301,117663,0
54.4,49.815,86.2641,0.1252,117663,0
54.6,50.13,87.0623,0.1327,117663,0
54.8,50.685,87.8678,0.1453,117663,0
55.0,51.12,88.6809,0.1619,117663,0
55.2,51.51,89.5014,0.1728,117663,0
55.4,52.035,91.1654,0.1627,117663,0
55.6,54.42,101.8193,0.1595,117663,0
55.8,54.975,107.6044,0.1603,117663,0
56.0,55.26,110.619,0.1555,117663,0
56.2,55.755,111.6426,0.1472,117663,0
56.4,55.62,110.619,0.1347,117663,0
56.6,54.66,109.6049,0.1179,117663,0
56.8,51.03,98.1364,0.0979,117663,0
57.0,48.945,90.3296,0.081,117663,0
57.2,49.545,81.6263,0.0692,117663,0
57.4,51.33,75.1329,0.1983,117663,0
57.6,52.17,66.6546,0.2209,117663,0
57.8,51.915,64.2436,0.2317,117663,0
58.0,51.675,63.071,0.2405,117663,0
58.2,52.56,61.9199,0.2406,117663,0
58.4,52.14,60.7897,0.2406,117663,0
58.6,51.375,60.7897,0.2354,117663,0
58.8,47.325,61.3522,0.2344,117663,0
59.0,44.745,61.9199,0.2396,117663,0
59.2,42.975,62.4928,0.25,117663,0
59.4,43.425,59.133,0.2556,117663,0
59.6,47.49,55.4409,0.2477,117663,0
59.8,52.455,51.0305,0.2339,117663,0
60.0,60.21,42.8381,0.2267,117663,0
60.2,64.665,38.7106,0.2157,117663,0
60.4,68.985,34.9808,0.2016,117663,0
60.6,72.93,31.9029,0.187,117663,0
60.8,76.545,28.5647,0.178,117663,0
