DEPT,GR,ILD,DPHI,SitID,Pick
182.88,63.381,7.567,0.239,113884,0
183.13,61.053,7.247,0.253,113884,0
183.38,63.75,7.01,0.251,113884,0
183.63,73.173,6.848,0.254,113884,0
183.88,73.522,6.467,0.265,113884,0
184.13,71.781,5.94,0.273,113884,0
184.38,71.09,5.5,0.296,113884,0
184.63,74.112,5.163,0.308,113884,0
184.88,78.252,4.809,0.295,113884,0
185.13,78.858,4.515,0.3,113884,0
185.38,79.995,4.376,0.317,113884,0
185.63,82.101,4.241,0.331,113884,0
185.88,82.647,4.185,0.317,113884,0
186.13,83.588,4.121,0.3,113884,0
186.38,85.173,4.074,0.282,113884,0
186.63,85.978,4.012,0.276,113884,0
186.88,87.569,3.919,0.269,113884,0
187.13,86.089,3.821,0.275,113884,0
187.38,86.965,3.741,0.269,113884,0
187.63,86.986,3.654,0.273,113884,0
187.88,86.291,3.507,0.281,113884,0
188.13,86.183,3.378,0.27,113884,0
188.38,85.553,3.21,0.287,113884,0
188.63,89.625,3.111,0.306,113884,0
188.88,89.191,2.991,0.315,113884,0
189.13,89.862,2.87,0.286,113884,0
189.38,92.497,2.743,0.276,113884,0
189.63,92.975,2.617,0.281,113884,0
189.88,90.322,2.587,0.281,113884,0
190.13,89.566,2.593,0.289,113884,0
190.38,88.018,2.621,0.293,113884,0
190.63,84.648,2.648,0.29,113884,0
190.88,84.408,2.671,0.274,113884,0
191.13,85.217,2.678,0.273,113884,0
191.38,84.259,2.69,0.272,113884,0
191.63,84.086,2.778,0.265,113884,0
191.88,84.11,2.881,0.262,113884,0
192.13,80.937,2.929,0.248,113884,0
192.38,83.176,2.948,0.192,113884,0
192.63,88.88,3.003,0.156,113884,0
192.88,91.645,3.023,0.213,113884,0
193.13,92.773,3.043,0.259,113884,0
193.38,91.687,3.044,0.277,113884,0
193.63,89.556,3.064,0.28,113884,0
193.88,90.953,3.108,0.274,113884,0
194.13,92.737,3.186,0.269,113884,0
194.38,90.343,3.251,0.27,113884,0
194.63,90.692,3.312,0.273,113884,0
194.88,91.433,3.36,0.264,113884,0
195.13,90.869,3.409,0.251,113884,0
195.38,91.087,3.459,0.262,113884,0
195.63,90.523,3.474,0.277,113884,0
195.88,92.571,3.455,0.273,113884,0
196.13,94.353,3.43,0.275,113884,0
196.38,95.16,3.418,0.281,113884,0
196.63,94.594,3.433,0.271,113884,0
196.88,92.464,3.463,0.289,113884,0
197.13,90.268,3.556,0.283,113884,0
197.38,90.421,3.68,0.278,113884,0
197.63,82.55,4.165,0.279,113884,0
197.88,77.673,5.034,0.275,113884,1
198.13,70.256,6.257,0.288,113884,0
198.38,64.535,8.044,0.281,113884,0
198.63,60.314,10.761,0.259,113884,0
198.88,65.561,13.481,0.185,113884,0
199.13,87.317,16.49,0.24,113884,0
199.38,104.702,17.584,0.21,113884,0
199.63,111.317,17.77,0.145,113884,0
199.88,95.676,18.1,0.081,113884,0
200.13,78.727,24.023,0.04,113884,0
200.38,63.934,26.655,0.052,113884,0
200.63,38.96,31.026,0.055,113884,0
200.88,28.276,35.75,0.051,113884,0
201.13,26.213,43.042,0.052,113884,0
201.38,34.785,47.662,0.098,113884,0
201.63,36.375,50.022,0.155,113884,0
201.88,34.895,50.952,0.305,113884,0
202.13,31.002,50.076,0.288,113884,0
202.38,34.032,50.21,0.243,113884,0
202.63,37.575,50.629,0.238,113884,0
202.88,39.362,51.066,0.272,113884,0
203.13,43.433,50.789,0.288,113884,0
203.38,45.673,50.713,0.3,113884,0
203.63,47.459,50.738,0.298,113884,0
203.88,44.738,51.174,0.29,113884,0
204.13,37.517,51.506,0.278,113884,0
204.38,29.38,52.36,0.265,113884,0
204.63,25.619,53.127,0.262,113884,0
204.88,29.427,53.477,0.281,113884,0
205.13,33.954,53.818,0.305,113884,0
205.38,37.109,54.492,0.327,113884,0
205.63,39.417,55.839,0.323,113884,0
205.88,39.047,57.677,0.333,113884,0
206.13,37.375,59.931,0.34,113884,0
206.38,38.767,61.294,0.338,113884,0
206.63,41.596,56.864,0.36,113884,0
206.88,45.67,54.019,0.371,113884,0
207.13,47.319,50.213,0.369,113884,0
207.38,45.385,44.412,0.373,113884,0
207.63,45.342,39.989,0.368,113884,0
207.88,47.65,37.243,0.37,113884,0
208.13,49.697,34.963,0.379,113884,0
208.38,49.983,33.285,0.382,113884,0
208.63,48.046,32.005,0.376,113884,0
208.88,44.738,30.893,0.379,113884,0
209.13,41.628,29.704,0.382,113884,0
209.38,43.805,28.167,0.378,113884,0
209.63,43.768,26.92,0.364,113884,0
209.88,43.067,25.73,0.365,113884,0
210.13,39.897,24.642,0.345,113884,0
210.38,38.284,23.599,0.329,113884,0
210.63,37.653,22.6,0.353,113884,0
210.88,40.162,21.731,0.382,113884,0
211.13,40.314,21.06,0.362,113884,0
211.38,40.333,20.25,0.379,113884,0
211.63,40.228,19.317,0.396,113884,0
211.88,42.076,18.646,0.376,113884,0
212.13,44.645,17.928,0.364,113884,0
212.38,45.451,16.999,0.369,113884,0
212.63,49.193,16.12,0.363,113884,0
212.88,57.571,16.815,0.356,113884,0
213.13,51.197,16.395,0.353,113884,0
213.38,51.614,16.177,0.359,113884,0
213.63,56.531,12.25,0.357,113884,0
213.88,57.794,7.849,0.347,113884,0
214.13,63.759,5.92,0.331,113884,0
214.38,66.651,4.083,0.314,113884,0
214.63,68.697,5.684,0.299,113884,0
214.88,58.341,7.866,0.31,113884,0
215.13,49.03,12.916,0.317,113884,0
215.38,42.787,15.958,0.341,113884,0
215.63,44.051,16.948,0.345,113884,0
215.88,45.972,17.681,0.35,113884,0
216.13,48.339,17.832,0.343,113884,0
216.38,50.907,17.56,0.32,113884,0
216.63,47.995,16.884,0.319,113884,0
216.88,48.872,15.663,0.325,113884,0
217.13,49.932,14.33,0.344,113884,0
