DEPT,GR,ILD,DPHI,SitID,Pick
557.743,83.604,87.773,0.136,118673,0
558.563,83.07,46.786,0.057,118673,0
559.383,91.642,14.293,0.02,118673,0
560.203,110.854,9.697,0.174,118673,0
561.024,112.143,9.985,0.178,118673,0
561.844,108.555,10.474,0.176,118673,0
562.664,111.962,9.925,0.162,118673,0
563.484,117.816,9.4,0.142,118673,0
564.304,119.696,9.152,0.15,118673,0
565.125,115.213,9.08,0.158,118673,0
565.945,113.448,9.178,0.16,118673,0
566.765,117.767,9.54,0.149,118673,0
567.585,119.36,9.464,0.179,118673,0
568.406,119.113,8.884,0.188,118673,0
569.226,124.655,8.573,0.19,118673,0
570.046,124.122,8.504,0.189,118673,0
570.866,120.222,9.609,0.195,118673,0
571.686,115.723,11.162,0.2,118673,0
572.507,110.928,12.15,0.198,118673,0
573.327,103.391,13.35,0.182,118673,0
574.147,103.153,15.364,0.173,118673,0
574.967,101.7,17.2,0.188,118673,0
575.787,92.653,17.072,0.172,118673,0
576.608,92.71,16.016,0.135,118673,0
577.428,107.365,14.619,0.108,118673,0
578.248,113.515,13.718,0.192,118673,0
579.068,116.314,13.118,0.205,118673,0
579.888,111.224,12.774,0.221,118673,0
580.709,109.147,12.441,0.226,118673,0
581.529,115.904,11.678,0.222,118673,0
582.349,122.661,11.587,0.21,118673,0
583.169,124.549,11.821,0.193,118673,0
583.99,123.096,12.174,0.19,118673,0
584.81,119.508,12.652,0.194,118673,0
585.63,112.587,13.023,0.173,118673,0
586.45,110.527,12.687,0.162,118673,0
587.27,110.888,11.794,0.18,118673,0
588.091,113.999,10.568,0.196,118673,0
588.911,119.837,9.827,0.201,118673,0
589.731,124.468,9.222,0.196,118673,0
590.551,122.399,9.408,0.196,118673,0
591.371,114.566,10.728,0.196,118673,0
592.192,110.978,11.464,0.147,118673,0
593.012,108.318,11.06,0.108,118673,0
593.832,110.51,10.875,0.117,118673,0
594.652,113.302,10.303,0.215,118673,0
595.472,113.072,9.402,0.238,118673,0
596.293,112.826,7.821,0.239,118673,0
597.113,122.629,6.269,0.234,118673,0
597.933,125.428,4.332,0.239,118673,0
598.753,129.443,4.067,0.237,118673,0
599.573,125.248,4.226,0.209,118673,0
600.394,118.023,5.486,0.191,118673,0
601.214,114.131,7.123,0.179,118673,0
602.034,112.999,8.995,0.17,118673,0
602.854,113.655,10.546,0.19,118673,0
603.675,112.219,13.193,0.196,118673,0
604.495,109.23,13.212,0.166,118673,0
605.315,101.39,11.513,0.095,118673,0
606.135,102.367,10.607,0.089,118673,0
606.955,111.554,10.237,0.143,118673,0
607.776,115.577,10.157,0.198,118673,0
608.596,113.812,10.17,0.178,118673,0
609.416,108.705,10.184,0.172,118673,0
610.236,111.817,10.107,0.188,118673,0
611.056,119.477,10.028,0.194,118673,0
611.877,122.276,10.053,0.2,118673,0
612.697,114.748,10.245,0.181,118673,0
613.517,101.743,13.547,0.127,118673,0
614.337,103.024,16.957,0.08,118673,0
615.157,111.899,17.137,0.122,118673,0
615.978,115.314,17.137,0.159,118673,0
