DEPT,GR,ILD,DPHI,SitID,Pick
11.0,47.4,,0.1077,117705,0
11.1,48.975,,0.1066,117705,0
11.2,50.85,,0.1074,117705,0
11.3,52.71,,0.1064,117705,0
11.4,54.345,,0.1057,117705,0
11.5,55.41,,0.1049,117705,0
11.6,54.285,,0.1089,117705,0
11.7,53.145,,0.1127,117705,0
11.8,52.02,,0.1156,117705,0
11.9,51.645,,0.1179,117705,0
12.0,51.345,,0.1161,117705,0
12.1,52.35,,0.1126,117705,0
12.2,53.19,,0.1077,117705,0
12.3,54.345,,0.0998,117705,0
12.4,55.8,,0.0981,117705,0
12.5,56.61,,0.1064,117705,0
12.6,56.775,,0.1163,117705,0
12.7,56.055,,0.1192,117705,0
12.8,55.155,,0.1213,117705,0
12.9,54.255,,0.1232,117705,0
13.0,53.88,,0.1251,117705,0
13.1,53.58,,0.127,117705,0
13.2,53.28,,0.1288,117705,0
13.3,52.98,,0.1307,117705,0
13.4,52.725,,0.1335,117705,0
13.5,52.98,,0.1356,117705,0
13.6,53.19,,0.1366,117705,0
13.7,53.4,,0.1382,117705,0
13.8,53.64,,0.14,117705,0
13.9,54.39,,0.1427,117705,0
14.0,55.14,,0.146,117705,0
14.1,55.89,,0.1544,117705,0
14.2,56.43,,0.1688,117705,0
14.3,57.015,,0.1693,117705,0
14.4,56.46,,0.1683,117705,0
14.5,55.71,,0.1654,117705,0
14.6,56.085,,0.1616,117705,0
14.7,56.55,,0.1577,117705,0
14.8,57.675,,0.1528,117705,0
14.9,58.875,,0.1453,117705,0
15.0,59.685,,0.1386,117705,0
15.1,60.345,,0.1324,117705,0
15.2,61.005,,0.1288,117705,0
15.3,61.665,,0.1227,117705,0
15.4,62.49,,0.1175,117705,0
15.5,63.345,,0.1153,117705,0
15.6,64.11,,0.1187,117705,0
15.7,63.435,,0.1246,117705,0
15.8,62.82,,0.1248,117705,0
15.9,61.26,,0.1285,117705,0
16.0,60.18,349.8081,0.1284,117705,0
16.1,63.03,349.8081,0.1258,117705,0
16.2,65.265,24878.8242,0.1212,117705,0
16.3,67.845,24878.8242,0.1343,117705,0
