DEPT,GR,ILD,DPHI,NPHI,SitID,Pick,Formation
295.0,104.453,2.748,0.219,0.575,107267,0,9500
295.25,88.659,2.907,0.09,0.605,107267,0,9500
295.5,82.58,3.076,0.064,0.494,107267,0,9500
295.75,79.541,3.194,0.074,0.48,107267,0,9500
296.0,94.11,3.255,0.088,0.478,107267,0,9500
296.25,98.358,3.256,0.113,0.472,107267,0,9500
296.5,103.211,3.196,0.212,0.501,107267,0,9500
296.75,98.348,3.137,0.219,0.535,107267,0,9500
297.0,94.701,3.197,0.214,0.564,107267,0,9500
297.25,94.089,3.198,0.211,0.592,107267,0,9500
297.5,96.513,3.259,0.211,0.497,107267,0,9500
297.75,98.937,3.259,0.209,0.478,107267,0,9500
298.0,100.147,3.321,0.205,0.454,107267,0,9500
298.25,101.965,3.26,0.202,0.489,107267,0,9500
298.5,103.783,3.2,0.202,0.519,107267,0,9500
298.75,103.778,3.201,0.213,0.53,107267,0,9500
299.0,104.381,3.142,0.225,0.535,107267,0,9500
299.25,106.198,3.084,0.234,0.483,107267,0,9500
299.5,103.158,3.085,0.22,0.463,107267,0,9500
299.75,98.903,3.028,0.214,0.482,107267,0,9500
300.0,92.218,3.086,0.207,0.482,107267,0,9500
300.25,87.355,3.205,0.202,0.491,107267,0,9500
300.5,89.172,3.327,0.206,0.467,107267,0,9500
300.75,95.849,3.455,0.215,0.442,107267,0,9500
301.0,103.738,3.455,0.226,0.439,107267,0,9500
301.25,104.34,3.456,0.229,0.454,107267,0,9500
301.5,101.908,3.33,0.217,0.46,107267,0,9500
301.75,75.182,3.393,0.205,0.47,107267,0,9500
302.0,63.639,4.666,0.2,0.444,107267,0,9500
302.25,56.348,7.736,0.266,0.413,107267,0,9500
302.5,51.486,11.251,0.303,0.157,107267,0,9500
302.75,53.303,20.484,0.345,0.11,107267,0,9500
303.0,57.55,33.333,0.395,0.104,107267,0,9500
303.25,61.189,40.963,0.438,0.109,107267,0,9500
303.5,66.648,42.534,0.458,0.116,107267,0,9500
303.75,68.467,41.753,0.448,0.121,107267,0,9500
304.0,69.069,35.284,0.443,0.128,107267,0,9500
304.25,67.242,21.289,0.447,0.138,107267,0,9500
304.5,66.632,16.694,0.432,0.147,107267,0,9500
304.75,66.02,14.646,0.416,0.168,107267,0,9500
305.0,66.622,13.34,0.387,0.205,107267,0,9500
305.25,67.834,11.925,0.377,0.225,107267,0,9500
305.5,74.508,11.275,0.311,0.246,107267,0,9500
305.75,81.791,10.464,0.282,0.285,107267,0,9500
306.0,85.43,9.354,0.258,0.317,107267,0,9500
306.25,89.07,8.68,0.233,0.334,107267,0,9500
306.5,94.532,8.056,0.217,0.355,107267,0,9500
306.75,98.17,7.761,0.211,0.371,107267,0,9500
307.0,102.416,7.619,0.21,0.384,107267,0,9500
307.25,105.448,7.911,0.221,0.391,107267,0,9500
307.5,107.875,8.528,0.224,0.384,107267,0,9500
307.75,110.906,8.854,0.235,0.383,107267,0,9500
308.0,105.434,9.023,0.246,0.387,107267,0,9500
308.25,101.18,9.025,0.262,0.398,107267,0,9500
308.5,95.709,8.859,0.252,0.402,107267,0,9500
308.75,98.134,8.535,0.246,0.391,107267,0,9500
309.0,101.774,8.223,0.216,0.388,107267,0,9500
309.25,105.414,7.923,0.212,0.383,107267,0,9500
309.5,104.193,7.633,0.212,0.375,107267,0,9500
309.75,101.762,7.492,0.225,0.366,107267,0,9500
310.0,96.29,7.493,0.219,0.357,107267,0,9500
310.25,95.68,8.23,0.209,0.352,107267,0,9500
310.5,96.89,8.708,0.201,0.35,107267,0,9500
310.75,94.456,9.212,0.196,0.356,107267,0,9500
311.0,87.772,10.703,0.196,0.344,107267,0,9500
311.25,80.479,11.322,0.194,0.322,107267,0,9500
311.5,78.045,13.155,0.193,0.3,107267,0,9500
311.75,74.398,13.66,0.219,0.261,107267,0,9500
312.0,65.892,14.451,0.28,0.226,107267,0,9500
312.25,58.6,16.788,0.313,0.206,107267,0,9500
312.5,59.809,18.787,0.342,0.19,107267,0,9500
312.75,61.627,20.636,0.359,0.177,107267,0,9500
313.0,61.622,20.638,0.367,0.17,107267,0,9500
313.25,64.654,20.259,0.376,0.169,107267,0,9500
313.5,67.079,18.11,0.382,0.189,107267,0,9500
313.75,68.29,15.595,0.383,0.23,107267,0,9500
314.0,53.71,13.681,0.349,0.262,107267,0,9500
314.25,50.063,12.003,0.331,0.287,107267,0,9500
314.5,48.236,9.957,0.325,0.311,107267,0,9500
314.75,48.838,9.592,0.32,0.32,107267,0,9500
315.0,51.264,9.415,0.319,0.314,107267,0,9500
315.25,54.296,10.341,0.318,0.315,107267,0,9500
315.5,56.721,10.94,0.296,0.318,107267,0,9500
315.75,51.858,11.575,0.267,0.325,107267,0,9500
316.0,44.566,12.019,0.258,0.326,107267,0,9500
316.25,43.347,12.021,0.28,0.324,107267,0,9500
316.5,45.77,11.8,0.299,0.32,107267,0,9500
316.75,48.197,11.369,0.316,0.32,107267,0,9500
317.0,51.229,11.159,0.326,0.325,107267,0,9500
317.25,48.795,10.955,0.33,0.328,107267,0,9500
317.5,53.648,10.754,0.327,0.335,107267,0,9500
317.75,59.108,10.755,0.327,0.339,107267,0,9500
318.0,61.535,10.757,0.331,0.341,107267,0,9500
318.25,62.744,10.56,0.333,0.342,107267,0,9500
318.5,59.095,10.173,0.331,0.345,107267,0,9500
318.75,55.448,9.802,0.325,0.355,107267,0,9500
319.0,49.978,9.804,0.319,0.359,107267,0,9500
319.25,48.759,9.805,0.324,0.356,107267,0,9500
319.5,49.361,9.625,0.326,0.358,107267,0,9500
319.75,50.571,9.627,0.323,0.361,107267,0,9500
320.0,51.781,9.629,0.306,0.368,107267,0,9500
320.25,52.992,9.452,0.293,0.368,107267,0,9500
320.5,54.201,9.453,0.293,0.367,107267,0,9500
320.75,54.197,9.455,0.296,0.372,107267,0,9500
321.0,53.586,9.457,0.3,0.372,107267,0,9500
321.25,52.368,9.458,0.302,0.367,107267,0,9500
