DEPT,GR,ILD,DPHI,NPHI,SitID,Pick,Formation
320.0,114.963,1.951,0.311,0.561,108093,0,9500
320.25,109.445,1.871,0.285,0.558,108093,0,9500
320.5,107.615,1.872,0.272,0.557,108093,0,9500
320.75,109.481,1.954,0.261,0.543,108093,0,9500
321.0,110.721,2.037,0.261,0.535,108093,0,9500
321.25,111.968,2.119,0.268,0.527,108093,0,9500
321.5,111.368,2.201,0.273,0.513,108093,0,9500
321.75,111.999,2.365,0.28,0.49,108093,0,9500
322.0,113.862,2.529,0.288,0.474,108093,0,9500
322.25,115.719,2.692,0.285,0.464,108093,0,9500
322.5,116.961,3.181,0.281,0.461,108093,0,9500
322.75,115.135,3.751,0.272,0.464,108093,0,9500
323.0,110.844,4.078,0.272,0.476,108093,0,9500
323.25,107.173,4.078,0.275,0.492,108093,0,9500
323.5,104.726,4.08,0.282,0.506,108093,0,9500
323.75,102.282,4.081,0.3,0.521,108093,0,9500
324.0,104.756,4.0,0.296,0.54,108093,0,9500
324.25,107.852,3.757,0.284,0.552,108093,0,9500
324.5,107.863,3.677,0.297,0.56,108093,0,9500
324.75,108.491,3.76,0.31,0.544,108093,0,9500
325.0,107.895,3.842,0.31,0.533,108093,0,9500
325.25,105.452,3.924,0.301,0.513,108093,0,9500
325.5,103.618,4.088,0.286,0.504,108093,0,9500
325.75,102.408,4.089,0.257,0.518,108093,0,9500
326.0,105.496,4.171,0.243,0.527,108093,0,9500
326.25,106.131,4.172,0.227,0.536,108093,0,9500
326.5,106.141,4.092,0.22,0.533,108093,0,9500
326.75,106.771,4.092,0.215,0.52,108093,0,9500
327.0,105.554,4.012,0.22,0.502,108093,0,9500
327.25,101.885,3.932,0.223,0.484,108093,0,9500
327.5,100.053,3.852,0.198,0.475,108093,0,9500
327.75,99.457,3.772,0.181,0.481,108093,0,9500
328.0,100.699,3.691,0.187,0.488,108093,0,9500
328.25,105.019,3.774,0.242,0.501,108093,0,9500
328.5,104.419,3.856,0.229,0.442,108093,0,9500
328.75,97.673,4.507,0.205,0.409,108093,0,9500
329.0,88.466,5.24,0.189,0.383,108093,0,9500
329.25,76.799,6.217,0.271,0.367,108093,0,9500
329.5,54.683,6.949,0.307,0.371,108093,0,9500
329.75,52.857,7.601,0.33,0.396,108093,0,9500
330.0,59.022,7.846,0.341,0.41,108093,0,9500
330.25,63.951,7.765,0.34,0.433,108093,0,9500
330.5,70.12,7.523,0.349,0.449,108093,0,9500
330.75,72.59,7.361,0.312,0.464,108093,0,9500
331.0,76.908,7.281,0.299,0.468,108093,0,9500
331.25,81.225,7.2,0.285,0.472,108093,0,9500
331.5,88.62,7.12,0.278,0.473,108093,0,9500
331.75,92.323,7.04,0.273,0.474,108093,0,9500
332.0,91.722,7.041,0.279,0.478,108093,0,9500
332.25,89.894,7.123,0.293,0.481,108093,0,9500
332.5,83.763,7.287,0.301,0.484,108093,0,9500
332.75,81.932,7.694,0.309,0.474,108093,0,9500
333.0,83.178,7.939,0.299,0.463,108093,0,9500
333.25,91.184,8.021,0.276,0.457,108093,0,9500
333.5,93.659,7.942,0.27,0.453,108093,0,9500
333.75,94.908,7.861,0.246,0.455,108093,0,9500
334.0,95.534,7.699,0.231,0.462,108093,0,9500
334.25,101.084,7.62,0.247,0.47,108093,0,9500
334.5,109.707,7.539,0.249,0.477,108093,0,9500
334.75,112.796,7.54,0.254,0.48,108093,0,9500
335.0,112.201,7.541,0.27,0.471,108093,0,9500
335.25,112.209,7.298,0.249,0.465,108093,0,9500
335.5,113.455,7.055,0.236,0.459,108093,0,9500
335.75,115.933,6.975,0.249,0.452,108093,0,9500
336.0,116.558,6.732,0.267,0.448,108093,0,9500
336.25,113.506,6.814,0.277,0.443,108093,0,9500
336.5,107.986,6.978,0.284,0.443,108093,0,9500
336.75,103.086,7.223,0.289,0.442,108093,0,9500
337.0,98.796,7.874,0.294,0.44,108093,0,9500
337.25,96.348,8.2,0.303,0.442,108093,0,9500
337.5,99.438,8.445,0.303,0.443,108093,0,9500
337.75,104.987,8.853,0.288,0.429,108093,0,9500
338.0,106.846,9.423,0.281,0.418,108093,0,9500
338.25,101.329,9.668,0.272,0.409,108093,0,9500
338.5,88.434,9.831,0.278,0.383,108093,0,9500
338.75,76.153,9.832,0.287,0.377,108093,0,9500
339.0,66.948,9.752,0.294,0.373,108093,0,9500
339.25,68.813,9.265,0.299,0.377,108093,0,9500
339.5,71.897,8.698,0.301,0.38,108093,0,9500
339.75,73.755,8.454,0.307,0.385,108093,0,9500
340.0,62.095,8.13,0.325,0.391,108093,0,9500
340.25,55.959,7.725,0.311,0.384,108093,0,9500
340.5,51.059,7.563,0.302,0.375,108093,0,9500
340.75,48.001,7.483,0.294,0.372,108093,0,9500
341.0,48.627,7.24,0.291,0.373,108093,0,9500
341.25,51.101,7.159,0.301,0.385,108093,0,9500
341.5,62.183,6.836,0.309,0.402,108093,0,9500
341.75,80.03,6.593,0.306,0.424,108093,0,9500
342.0,88.036,6.269,0.242,0.437,108093,0,9500
342.25,99.114,6.025,0.206,0.456,108093,0,9500
342.5,114.5,5.782,0.191,0.47,108093,0,9500
342.75,118.202,5.621,0.192,0.479,108093,0,9500
343.0,118.221,5.541,0.192,0.48,108093,0,9500
343.25,117.006,5.379,0.165,0.477,108093,0,9500
343.5,117.023,5.299,0.151,0.476,108093,0,9500
343.75,120.116,4.975,0.14,0.479,108093,0,9500
344.0,125.054,4.65,0.152,0.485,108093,0,9500
344.25,127.521,4.407,0.18,0.491,108093,0,9500
344.5,129.375,4.165,0.196,0.502,108093,0,9500
344.75,128.778,3.84,0.203,0.508,108093,0,9500
345.0,123.26,3.598,0.219,0.516,108093,0,9500
345.25,121.432,3.355,0.209,0.522,108093,0,9500
345.5,123.905,3.356,0.215,0.521,108093,0,9500
345.75,123.306,3.519,0.225,0.511,108093,0,9500
346.0,122.709,3.683,0.229,0.497,108093,0,9500
346.25,117.189,4.416,0.238,0.476,108093,0,9500
346.5,110.443,5.23,0.256,0.468,108093,0,9500
346.75,103.695,5.962,0.283,0.46,108093,0,9500
347.0,96.949,7.102,0.299,0.454,108093,0,9500
347.25,89.586,7.834,0.305,0.457,108093,0,9500
347.5,86.528,8.405,0.313,0.465,108093,0,9500
347.75,86.547,8.812,0.321,0.467,108093,0,9500
348.0,89.019,8.894,0.33,0.473,108093,0,9500
348.25,90.261,8.895,0.341,0.476,108093,0,9500
348.5,85.972,8.734,0.344,0.479,108093,0,9500
348.75,81.687,8.653,0.345,0.482,108093,0,9500
349.0,82.318,8.573,0.339,0.482,108093,0,9500
349.25,85.409,8.493,0.331,0.472,108093,0,9500
349.5,86.034,8.413,0.32,0.459,108093,0,9500
349.75,81.134,8.333,0.308,0.452,108093,0,9500
350.0,81.154,8.333,0.307,0.445,108093,0,9500
350.25,81.165,8.416,0.315,0.442,108093,0,9500
350.5,81.179,8.498,0.325,0.441,108093,0,9500
350.75,81.808,8.662,0.333,0.439,108093,0,9500
351.0,82.441,8.907,0.328,0.434,108093,0,9500
351.25,83.683,9.152,0.323,0.434,108093,0,9500
351.5,83.086,9.397,0.306,0.435,108093,0,9500
351.75,80.642,9.56,0.295,0.431,108093,0,9500
352.0,80.04,9.642,0.277,0.421,108093,0,9500
352.25,83.132,9.237,0.244,0.418,108093,0,9500
352.5,89.912,8.669,0.221,0.421,108093,0,9500
352.75,96.693,8.182,0.209,0.437,108093,0,9500
353.0,99.774,7.533,0.216,0.444,108093,0,9500
353.25,110.24,6.64,0.249,0.458,108093,0,9500
353.5,115.789,6.315,0.263,0.469,108093,0,9500
353.75,121.953,5.666,0.255,0.48,108093,0,9500
354.0,125.044,5.179,0.25,0.489,108093,0,9500
354.25,125.672,5.017,0.247,0.498,108093,0,9500
354.5,128.151,5.425,0.243,0.508,108093,0,9500
354.75,130.619,5.914,0.242,0.512,108093,0,9500
355.0,133.71,6.24,0.25,0.516,108093,0,9500
355.25,135.571,6.485,0.254,0.499,108093,0,9500
355.5,132.516,7.218,0.257,0.486,108093,0,9500
355.75,127.612,7.625,0.259,0.465,108093,0,9500
356.0,122.092,8.114,0.257,0.454,108093,0,9500
356.25,117.187,8.684,0.255,0.445,108093,0,9500
356.5,113.52,9.01,0.25,0.428,108093,0,9500
356.75,111.687,9.174,0.257,0.422,108093,0,9500
357.0,109.244,9.337,0.272,0.415,108093,0,9500
357.25,106.802,9.013,0.282,0.423,108093,0,9500
357.5,104.969,8.608,0.293,0.427,108093,0,9500
357.75,101.91,8.284,0.291,0.433,108093,0,9500
358.0,94.549,8.041,0.307,0.435,108093,0,9500
358.25,85.96,7.798,0.317,0.438,108093,0,9500
358.5,82.288,7.555,0.325,0.434,108093,0,9500
358.75,92.138,7.556,0.301,0.429,108093,0,9500
359.0,101.986,7.639,0.28,0.427,108093,0,9500
359.25,109.995,7.721,0.267,0.43,108093,0,9500
359.5,116.158,7.803,0.257,0.439,108093,0,9500
359.75,119.246,7.885,0.264,0.445,108093,0,9500
360.0,123.565,7.886,0.263,0.45,108093,0,9500
360.25,120.513,7.887,0.271,0.454,108093,0,9500
360.5,116.219,7.889,0.286,0.447,108093,0,9500
360.75,107.627,7.971,0.304,0.435,108093,0,9500
361.0,98.422,8.215,0.315,0.424,108093,0,9500
361.25,93.52,8.46,0.325,0.415,108093,0,9500
361.5,99.07,8.624,0.31,0.412,108093,0,9500
361.75,102.159,8.869,0.296,0.418,108093,0,9500
362.0,104.015,8.952,0.283,0.419,108093,0,9500
362.25,107.108,9.034,0.27,0.422,108093,0,9500
362.5,110.201,8.872,0.266,0.43,108093,0,9500
362.75,111.44,8.792,0.274,0.43,108093,0,9500
363.0,112.69,8.386,0.26,0.428,108093,0,9500
363.25,112.698,8.143,0.25,0.426,108093,0,9500
363.5,114.559,7.656,0.238,0.426,108093,0,9500
363.75,115.805,7.088,0.23,0.428,108093,0,9500
364.0,114.594,6.439,0.238,0.434,108093,0,9500
364.25,113.991,6.277,0.229,0.439,108093,0,9500
364.5,114.01,6.848,0.231,0.449,108093,0,9500
364.75,114.637,7.499,0.229,0.453,108093,0,9500
365.0,114.655,8.313,0.243,0.464,108093,0,9500
365.25,108.52,8.72,0.254,0.435,108093,0,9500
365.5,100.541,9.128,0.232,0.417,108093,0,9500
365.75,93.184,9.21,0.213,0.412,108093,0,9500
366.0,90.122,8.561,0.196,0.41,108093,0,9500
366.25,88.292,8.074,0.205,0.416,108093,0,9500
366.5,99.377,7.344,0.226,0.427,108093,0,9500
366.75,106.151,6.938,0.244,0.438,108093,0,9500
367.0,112.321,6.614,0.254,0.45,108093,0,9500
367.25,114.793,7.103,0.271,0.462,108093,0,9500
367.5,116.651,7.51,0.284,0.481,108093,0,9500
367.75,116.049,7.755,0.302,0.492,108093,0,9500
368.0,110.531,7.919,0.312,0.477,108093,0,9500
368.25,107.477,8.001,0.296,0.459,108093,0,9500
368.5,108.108,7.921,0.285,0.447,108093,0,9500
368.75,109.971,7.84,0.269,0.439,108093,0,9500
369.0,110.597,7.841,0.254,0.435,108093,0,9500
369.25,111.222,7.924,0.263,0.428,108093,0,9500
369.5,110.624,8.006,0.268,0.423,108093,0,9500
369.75,113.1,8.007,0.263,0.423,108093,0,9500
370.0,115.572,7.846,0.247,0.426,108093,0,9500
370.25,116.203,7.765,0.229,0.437,108093,0,9500
370.5,113.76,7.685,0.216,0.447,108093,0,9500
370.75,107.629,7.686,0.199,0.451,108093,0,9500
371.0,104.571,7.606,0.196,0.451,108093,0,9500
371.25,104.584,7.607,0.21,0.451,108093,0,9500
371.5,105.829,7.527,0.218,0.453,108093,0,9500
371.75,110.764,7.528,0.224,0.458,108093,0,9500
