DEPT,GR,ILD,DPHI,NPHI,SitID,Pick,Formation
610.0,92.727,4.02,0.211,0.431,106841,0,9500
610.25,90.261,3.519,0.207,0.426,106841,0,9500
610.5,88.414,3.262,0.208,0.428,106841,0,9500
610.75,87.839,2.967,0.212,0.437,106841,0,9500
611.0,87.861,2.857,0.213,0.445,106841,0,9500
611.25,89.178,2.805,0.211,0.444,106841,0,9500
611.5,91.104,2.806,0.211,0.435,106841,0,9500
611.75,96.846,2.862,0.21,0.445,106841,0,9500
612.0,91.204,2.975,0.21,0.45,106841,0,9500
612.25,81.149,3.214,0.212,0.39,106841,0,9500
612.5,73.627,3.277,0.213,0.359,106841,0,9500
612.75,67.366,3.343,0.219,0.368,106841,0,9500
613.0,69.302,3.346,0.232,0.386,106841,0,9500
613.25,71.881,3.283,0.249,0.401,106841,0,9500
613.5,70.023,3.285,0.266,0.401,106841,0,9500
613.75,63.142,3.226,0.27,0.39,106841,0,9500
614.0,60.665,3.229,0.276,0.373,106841,0,9500
614.25,58.176,3.231,0.274,0.371,106841,0,9500
614.5,56.329,3.294,0.267,0.384,106841,0,9500
614.75,60.157,3.425,0.25,0.395,106841,0,9500
615.0,67.15,3.493,0.221,0.39,106841,0,9500
615.25,72.25,3.631,0.21,0.358,106841,0,9500
615.5,71.653,3.923,0.192,0.365,106841,0,9500
615.75,67.926,4.0,0.164,0.366,106841,0,9500
616.0,66.698,3.927,0.165,0.37,106841,0,9500
616.25,69.896,3.854,0.18,0.384,106841,0,9500
616.5,74.354,3.506,0.193,0.426,106841,0,9500
616.75,80.085,3.25,0.212,0.447,106841,0,9500
617.0,83.914,3.07,0.225,0.456,106841,0,9500
617.25,85.219,2.846,0.224,0.444,106841,0,9500
617.5,85.895,2.689,0.223,0.437,106841,0,9500
617.75,94.767,2.59,0.224,0.443,106841,0,9500
618.0,100.487,2.543,0.226,0.454,106841,0,9500
618.25,104.957,2.593,0.224,0.461,106841,0,9500
618.5,105.633,2.855,0.215,0.451,106841,0,9500
618.75,105.047,3.084,0.207,0.431,106841,0,9500
619.0,101.297,3.267,0.211,0.425,106841,0,9500
619.25,86.208,3.529,0.222,0.422,106841,0,9500
619.5,70.489,3.74,0.268,0.371,106841,0,9500
619.75,62.967,3.963,0.279,0.328,106841,0,9500
620.0,54.172,4.2,0.293,0.32,106841,0,9500
620.25,54.228,4.202,0.284,0.362,106841,0,9500
620.5,54.273,3.97,0.28,0.38,106841,0,9500
620.75,51.784,3.61,0.288,0.397,106841,0,9500
621.0,46.796,3.283,0.296,0.402,106841,0,9500
621.25,48.102,2.987,0.299,0.404,106841,0,9500
621.5,54.452,2.876,0.242,0.415,106841,0,9500
621.75,62.064,2.769,0.205,0.43,106841,0,9500
622.0,75.981,2.825,0.189,0.445,106841,0,9500
622.25,101.89,2.937,0.227,0.457,106841,0,9500
622.5,106.349,3.173,0.238,0.464,106841,0,9500
622.75,83.063,3.298,0.261,0.47,106841,0,9500
623.0,70.496,3.563,0.277,0.397,106841,0,9500
623.25,62.963,3.633,0.3,0.34,106841,0,9500
623.5,53.549,3.567,0.279,0.318,106841,0,9500
623.75,49.822,3.501,0.289,0.313,106841,0,9500
624.0,53.019,3.372,0.286,0.316,106841,0,9500
624.25,55.575,3.31,0.28,0.325,106841,0,9500
624.5,58.142,3.188,0.266,0.315,106841,0,9500
624.75,60.101,3.13,0.245,0.308,106841,0,9500
625.0,61.407,3.192,0.216,0.33,106841,0,9500
625.25,62.071,3.447,0.217,0.331,106841,0,9500
625.5,65.899,3.584,0.212,0.328,106841,0,9500
625.75,73.511,3.586,0.207,0.334,106841,0,9500
626.0,90.603,3.588,0.23,0.355,106841,0,9500
626.25,91.278,3.523,0.246,0.403,106841,0,9500
