DEPT,GR,ILD,DPHI,NPHI,SitID,Pick,Formation
300.0,102.665,2.573,0.237,0.48,103756,0,9500
300.25,102.304,2.476,0.255,0.497,103756,0,9500
300.5,100.552,2.459,0.258,0.516,103756,0,9500
300.75,100.554,2.443,0.237,0.531,103756,0,9500
301.0,100.314,2.445,0.254,0.546,103756,0,9500
301.25,98.017,2.465,0.26,0.528,103756,0,9500
301.5,98.746,2.481,0.243,0.508,103756,0,9500
301.75,102.259,2.516,0.23,0.5,103756,0,9500
302.0,101.112,2.551,0.231,0.509,103756,0,9500
302.25,98.814,2.562,0.244,0.531,103756,0,9500
302.5,96.456,2.593,0.254,0.541,103756,0,9500
302.75,95.37,2.624,0.24,0.523,103756,0,9500
303.0,95.009,2.68,0.227,0.494,103756,0,9500
303.25,95.375,2.728,0.227,0.482,103756,0,9500
303.5,97.617,2.777,0.227,0.475,103756,0,9500
303.75,97.801,2.837,0.234,0.471,103756,0,9500
304.0,97.259,2.892,0.229,0.488,103756,0,9500
304.25,97.565,2.965,0.211,0.495,103756,0,9500
304.5,98.113,3.034,0.203,0.473,103756,0,9500
304.75,98.478,3.032,0.23,0.456,103756,0,9500
305.0,99.026,3.012,0.225,0.447,103756,0,9500
305.25,99.089,2.964,0.219,0.45,103756,0,9500
305.5,98.486,2.938,0.224,0.463,103756,0,9500
305.75,98.609,2.844,0.23,0.476,103756,0,9500
306.0,100.973,2.783,0.23,0.483,103756,0,9500
306.25,102.913,2.673,0.226,0.479,103756,0,9500
306.5,103.279,2.611,0.232,0.48,103756,0,9500
306.75,103.584,2.638,0.24,0.475,103756,0,9500
307.0,104.676,2.746,0.256,0.469,103756,0,9500
307.25,106.677,2.783,0.27,0.461,103756,0,9500
307.5,108.072,2.806,0.244,0.451,103756,0,9500
307.75,108.437,2.814,0.244,0.466,103756,0,9500
308.0,107.047,2.795,0.269,0.474,103756,0,9500
308.25,103.903,2.71,0.284,0.481,103756,0,9500
308.5,101.666,2.598,0.295,0.48,103756,0,9500
308.75,99.852,2.539,0.286,0.467,103756,0,9500
309.0,96.465,2.531,0.262,0.468,103756,0,9500
309.25,93.743,2.585,0.257,0.478,103756,0,9500
309.5,89.388,3.026,0.256,0.484,103756,0,9500
309.75,85.94,3.411,0.226,0.478,103756,0,9500
310.0,80.918,3.761,0.124,0.434,103756,0,9500
310.25,78.923,4.155,0.164,0.369,103756,0,9500
310.5,83.345,4.481,0.201,0.364,103756,0,9500
310.75,95.212,4.585,0.228,0.385,103756,0,9500
311.0,99.391,4.633,0.229,0.402,103756,0,9500
311.25,102.663,4.627,0.22,0.404,103756,0,9500
311.5,103.574,4.605,0.212,0.404,103756,0,9500
311.75,102.668,4.54,0.204,0.408,103756,0,9500
312.0,103.882,4.369,0.199,0.411,103756,0,9500
312.25,104.913,4.316,0.224,0.414,103756,0,9500
312.5,103.887,4.239,0.267,0.421,103756,0,9500
312.75,99.652,4.134,0.232,0.429,103756,0,9500
313.0,97.597,4.015,0.239,0.436,103756,0,9500
313.25,96.873,3.886,0.22,0.445,103756,0,9500
313.5,98.389,3.761,0.211,0.415,103756,0,9500
313.75,91.551,3.639,0.217,0.405,103756,0,9500
314.0,77.51,3.483,0.256,0.395,103756,0,9500
314.25,66.738,3.396,0.285,0.379,103756,0,9500
314.5,60.021,3.287,0.31,0.365,103756,0,9500
314.75,51.126,3.181,0.29,0.361,103756,0,9500
315.0,49.857,3.101,0.279,0.375,103756,0,9500
315.25,55.187,3.024,0.272,0.387,103756,0,9500
315.5,54.584,2.91,0.288,0.392,103756,0,9500
315.75,50.047,2.811,0.298,0.387,103756,0,9500
316.0,44.481,2.662,0.298,0.381,103756,0,9500
316.25,41.033,2.642,0.3,0.372,103756,0,9500
316.5,39.401,2.596,0.298,0.364,103756,0,9500
316.75,38.011,2.574,0.293,0.357,103756,0,9500
317.0,37.227,2.571,0.307,0.352,103756,0,9500
317.25,37.411,2.597,0.316,0.349,103756,0,9500
317.5,38.443,2.643,0.325,0.347,103756,0,9500
317.75,38.869,2.655,0.307,0.352,103756,0,9500
318.0,37.843,2.657,0.301,0.358,103756,0,9500
318.25,35.061,2.649,0.294,0.361,103756,0,9500
318.5,32.279,2.646,0.302,0.356,103756,0,9500
318.75,30.284,2.629,0.315,0.345,103756,0,9500
319.0,28.471,2.616,0.314,0.345,103756,0,9500
319.25,27.445,2.584,0.323,0.341,103756,0,9500
319.5,26.902,2.553,0.327,0.348,103756,0,9500
319.75,26.785,2.526,0.323,0.359,103756,0,9500
320.0,26.908,2.495,0.319,0.369,103756,0,9500
320.25,27.153,2.479,0.33,0.37,103756,0,9500
320.5,27.639,2.481,0.319,0.363,103756,0,9500
320.75,28.489,2.521,0.328,0.358,103756,0,9500
321.0,29.4,2.542,0.335,0.354,103756,0,9500
321.25,31.219,2.568,0.325,0.366,103756,0,9500
321.5,32.008,2.574,0.319,0.374,103756,0,9500
