DEPT,GR,ILD,DPHI,NPHI,SitID,Pick,Formation
426.11,102.411,1.636,0.227,0.421,106680,0,11000
426.36,100.111,1.812,0.229,0.422,106680,0,11000
426.61,97.506,2.212,0.218,0.423,106680,0,11000
426.86,92.706,2.66,0.228,0.408,106680,0,11000
427.11,79.237,2.995,0.246,0.411,106680,0,11000
427.36,79.865,3.076,0.291,0.396,106680,0,11000
427.61,79.214,3.149,0.236,0.365,106680,0,11000
427.86,77.404,3.309,0.167,0.406,106680,0,11000
428.11,74.555,3.517,0.223,0.393,106680,0,11000
428.36,70.363,3.629,0.194,0.405,106680,0,11000
428.61,65.075,3.51,0.174,0.425,106680,0,11000
428.86,65.578,3.152,0.149,0.395,106680,0,11000
429.11,67.005,2.898,0.117,0.406,106680,0,11000
429.36,64.095,2.843,0.204,0.397,106680,0,11000
429.61,64.421,2.843,0.289,0.405,106680,0,11000
429.86,65.051,2.9,0.286,0.408,106680,0,11000
430.11,67.451,2.981,0.276,0.39,106680,0,11000
430.36,66.493,2.934,0.267,0.396,106680,0,11000
430.61,73.166,2.863,0.251,0.371,106680,0,11000
430.86,79.106,2.888,0.225,0.426,106680,0,11000
431.11,87.305,2.968,0.211,0.406,106680,0,11000
431.36,92.145,2.977,0.225,0.424,106680,0,11000
431.61,96.741,2.962,0.222,0.442,106680,0,11000
431.86,98.531,2.994,0.197,0.457,106680,0,11000
432.11,101.665,3.315,0.182,0.444,106680,0,11000
432.36,98.202,3.722,0.205,0.45,106680,0,11000
432.61,93.647,3.954,0.201,0.454,106680,0,11000
432.86,87.258,4.067,0.304,0.456,106680,0,11000
433.11,83.068,3.781,0.356,0.447,106680,0,11000
433.36,80.402,3.527,0.371,0.404,106680,0,11000
433.61,78.164,3.407,0.244,0.381,106680,0,11000
433.86,77.572,3.368,0.237,0.394,106680,0,11000
434.11,80.706,3.329,0.245,0.408,106680,0,11000
434.36,76.454,3.363,0.235,0.422,106680,0,11000
434.61,74.887,3.434,0.244,0.407,106680,0,11000
434.86,72.159,3.491,0.234,0.401,106680,0,11000
435.11,71.325,3.516,0.252,0.412,106680,0,11000
435.36,75.312,3.685,0.242,0.372,106680,0,11000
435.61,79.355,3.965,0.249,0.381,106680,0,11000
