DEPT,GR,ILD,DPHI,NPHI,SitID,Pick,Formation,VSH,RESD
313.944,84.532,3.401,0.199,0.56,106548,0,11000,0.645700560341973,1.2240724463324086
314.194,80.137,3.232,0.211,0.56,106548,0,11000,0.5651025241215091,1.1731042347134684
314.444,78.073,3.028,0.215,0.577,106548,0,11000,0.5272517057463013,1.1079056380796566
314.694,87.432,2.791,0.216,0.624,106548,0,11000,0.6988824272451234,1.0264035374929472
314.944,91.032,2.603,0.248,0.659,106548,0,11000,0.7649012965042064,0.9566684677261401
315.194,93.738,2.51,0.262,0.652,106548,0,11000,0.8145254798972839,0.9202867371995012
315.444,95.04,2.457,0.26,0.63,106548,0,11000,0.838402304279319,0.8989451635348296
315.694,94.523,2.503,0.261,0.613,106548,0,11000,0.8289212611107227,0.9174940076474095
315.944,92.282,2.716,0.252,0.604,106548,0,11000,0.7878245149969435,0.9991638915747969
316.194,89.963,2.794,0.247,0.596,106548,0,11000,0.7452973600492174,1.0274778399264324
316.444,89.53,2.822,0.238,0.6,106548,0,11000,0.7373567571633334,1.037449397010453
316.694,91.612,2.781,0.241,0.631,106548,0,11000,0.7755376698848363,1.0228141710742014
316.944,92.117,2.726,0.228,0.674,106548,0,11000,0.7847986501559023,1.002839001646189
317.194,93.093,2.801,0.242,0.668,106548,0,11000,0.8026970991550315,1.029980066425115
317.444,94.143,2.851,0.242,0.674,106548,0,11000,0.8219526026889307,1.0476733174655972
317.694,92.692,2.821,0.248,0.649,106548,0,11000,0.7953433306625612,1.0370949768558309
317.944,91.775,2.723,0.266,0.664,106548,0,11000,0.7785268575762895,1.0017378861050041
318.194,92.018,2.664,0.279,0.631,106548,0,11000,0.7829831312512775,0.9798325064248512
318.444,90.648,2.752,0.299,0.613,106548,0,11000,0.7578592837832374,1.0123315537854254
318.694,89.713,2.922,0.317,0.614,106548,0,11000,0.74071271635067,1.0722717356361355
318.944,87.969,3.045,0.34,0.655,106548,0,11000,0.7087302419096031,1.1135041852287173
319.194,85.344,3.063,0.363,0.699,106548,0,11000,0.660591483074855,1.1193980926184073
319.444,83.273,3.028,0.382,0.67,106548,0,11000,0.622612294676088,1.1079056380796566
319.694,86.112,2.877,0.387,0.641,106548,0,11000,0.6746755085167927,1.056751560406262
319.944,86.936,2.778,0.394,0.582,106548,0,11000,0.6897864941472053,1.021734844037696
320.194,85.758,2.797,0.404,0.612,106548,0,11000,0.6681836530396495,1.028550989472638
320.444,83.868,2.745,0.411,0.674,106548,0,11000,0.633523746678631,1.009784717942108
320.694,82.754,2.943,0.424,0.751,106548,0,11000,0.6130945743579037,1.079432867138869
320.944,82.181,3.15,0.439,0.6,106548,0,11000,0.6025865710008329,1.1474056274356772
321.194,81.95,3.538,0.428,0.547,106548,0,11000,0.5983503602233752,1.2635644221892237
321.444,82.596,3.926,0.367,0.501,106548,0,11000,0.6101970795404218,1.367623642972778
321.694,88.448,4.334,0.312,0.481,106548,0,11000,0.71751441923602,1.466493210448838
321.944,87.487,4.575,0.3,0.536,106548,0,11000,0.6998910488588036,1.5206088845174455
322.194,79.58,4.81,0.32,0.578,106548,0,11000,0.5548879379611453,1.5706991631175875
322.444,75.363,4.818,0.331,0.638,106548,0,11000,0.4775541680540472,1.5723609797405462
322.694,73.626,4.516,0.321,0.495,106548,0,11000,0.44570006363653975,1.5076288606339452
322.944,73.007,4.239,0.266,0.477,106548,0,11000,0.4343484858389363,1.4443297514146625
323.194,73.635,3.962,0.253,0.484,106548,0,11000,0.44586511080968744,1.376751472250963
323.444,75.555,3.825,0.246,0.471,106548,0,11000,0.4810751744145318,1.3415610816541668
323.694,75.79,3.757,0.247,0.456,106548,0,11000,0.4853847394911664,1.323623428286453
323.944,74.492,3.907,0.245,0.446,106548,0,11000,0.46158126940830807,1.3627723755782324
324.194,76.854,4.143,0.239,0.452,106548,0,11000,0.5048969830721841,1.4214225768022237
324.444,81.926,4.423,0.238,0.456,106548,0,11000,0.5979102344283146,1.4868204597925192
324.694,85.995,4.686,0.241,0.44,106548,0,11000,0.6725298952658727,1.5445814740995454
324.944,89.596,5.038,0.246,0.414,106548,0,11000,0.7385671030997499,1.6170111628430972
325.194,90.418,5.045,0.249,0.454,106548,0,11000,0.753641411580574,1.6183996359641628
325.444,74.28,4.593,0.263,0.5,106548,0,11000,0.4576934915519398,1.5245355825675
325.694,61.009,4.124,0.288,0.555,106548,0,11000,0.21432226545824762,1.4168259909820353
325.944,46.152,3.5,0.307,0.526,106548,0,11000,-0.058133940259029446,1.2527658256341436
326.194,35.392,2.969,0.322,0.449,106548,0,11000,-0.2554570050445111,1.0882285639133706
326.444,28.767,2.72,0.322,0.445,106548,0,11000,-0.37695006305601825,1.000635556771736
326.694,24.405,2.44,0.315,0.452,106548,0,11000,-0.4569429263082739,0.892002137657368
326.944,23.824,2.253,0.314,0.437,106548,0,11000,-0.4675976382636981,0.8122670999666665
327.194,24.052,2.194,0.315,0.418,106548,0,11000,-0.46341644321062286,0.7857309197277926
327.444,28.167,2.18,0.311,0.41,106548,0,11000,-0.387953207932532,0.7793294639464401
327.694,31.886,2.179,0.306,0.423,106548,0,11000,-0.3197520482729404,0.7788706452130811
327.944,36.854,2.201,0.31,0.42,106548,0,11000,-0.22864600869540574,0.788916345923372
328.194,40.132,2.249,0.309,0.412,106548,0,11000,-0.1685321605200518,0.8104901193879248
328.444,41.597,2.272,0.303,0.414,106548,0,11000,-0.14166614844656375,0.8206649022576694
328.694,42.828,2.295,0.301,0.428,106548,0,11000,-0.11909136287491613,0.8307372008014904
328.944,45.651,2.285,0.3,0.453,106548,0,11000,-0.06732156623091846,0.8263704007042068
329.194,51.637,2.27,0.302,0.472,106548,0,11000,0.04245314248710131,0.8197842367699517
329.444,56.959,2.289,0.301,0.486,106548,0,11000,0.1400510375417792,0.828119409680852
329.694,61.38,2.334,0.3,0.496,106548,0,11000,0.22112587670689204,0.8475878183453316
329.944,66.518,2.416,0.297,0.486,106548,0,11000,0.31534947399943897,0.8821174191368503
330.194,69.637,2.471,0.294,0.486,106548,0,11000,0.37254748878251676,0.9046269739428411
330.444,73.381,2.588,0.281,0.499,106548,0,11000,0.4412071128119632,0.9508892406188243
330.694,77.047,2.813,0.274,0.487,106548,0,11000,0.5084363280074627,1.0342550844249703
330.944,78.913,3.186,0.264,0.473,106548,0,11000,0.5426561085734208,1.1587693502148833
331.194,79.299,3.484,0.253,0.446,106548,0,11000,0.5497347984439782,1.2481839292502015
331.444,76.771,3.872,0.237,0.417,106548,0,11000,0.5033748813642664,1.3537737520556237
331.694,73.064,4.248,0.232,0.393,106548,0,11000,0.4353937846022049,1.446450637985831
331.944,68.834,4.524,0.226,0.37,106548,0,11000,0.35782161322278244,1.509398768684676
332.194,64.442,4.732,0.222,0.355,106548,0,11000,0.2772785927267009,1.5543500593852515
332.444,61.648,4.873,0.229,0.346,106548,0,11000,0.22604061475173493,1.5837118159832118
332.694,63.103,4.903,0.249,0.378,106548,0,11000,0.25272324107728095,1.5898493022346278
332.944,67.075,4.817,0.26,0.419,106548,0,11000,0.32556406015980266,1.5721534036268299
333.194,71.065,4.557,0.266,0.463,106548,0,11000,0.39873497358861965,1.5166667067054953
333.444,71.844,4.108,0.259,0.504,106548,0,11000,0.41302072335329343,1.412938726337935
333.694,68.576,3.773,0.27,0.492,106548,0,11000,0.3530902609258813,1.3278730913894747
333.944,64.201,3.369,0.278,0.441,106548,0,11000,0.27285899620130116,1.2146189326598444
334.194,61.731,3.053,0.31,0.42,106548,0,11000,0.22756271645965265,1.1161279892141305
334.444,61.379,2.841,0.356,0.43,106548,0,11000,0.22110753813209777,1.0441596227532197
334.694,60.723,2.955,0.403,0.449,106548,0,11000,0.20907743306710933,1.08350203494709
334.944,63.666,3.144,0.445,0.471,106548,0,11000,0.26304785868640973,1.1454990552234794
335.194,66.419,3.41,0.493,0.521,106548,0,11000,0.3135339550948141,1.2267152238424452
335.444,70.696,3.678,0.527,0.602,106548,0,11000,0.39196803948956366,1.3023718450473838
335.694,74.365,3.911,0.541,0.709,106548,0,11000,0.4592522704094458,1.363795652660929
335.944,76.668,4.026,0.53,0.761,106548,0,11000,0.501486008160465,1.3927758110694577
336.194,77.393,4.005,0.547,0.783,106548,0,11000,0.5147814748862525,1.3875460773961066
336.444,78.572,3.905,0.588,0.785,106548,0,11000,0.5364026545686021,1.3622603441078327
336.694,77.159,3.791,0.624,0.786,106548,0,11000,0.5104902483844121,1.3326324743571498
336.944,70.499,3.653,0.631,0.789,106548,0,11000,0.3883553402551082,1.2955514852854457
337.194,67.298,3.533,0.63,0.779,106548,0,11000,0.32965356233890697,1.2621501988287058
337.444,67.715,3.407,0.622,0.708,106548,0,11000,0.33730074802808413,1.2258350738080706
337.694,70.039,3.342,0.613,0.732,106548,0,11000,0.3799195958497811,1.2065724223889527
337.944,72.744,3.319,0.595,0.735,106548,0,11000,0.4295254406680643,1.199666545689008
338.194,73.68,3.24,0.554,0.731,106548,0,11000,0.446690346675426,1.1755764162192281
338.444,74.815,3.129,0.529,0.75,106548,0,11000,0.4675046290668312,1.1407166605908743
338.694,76.71,2.95,0.516,0.682,106548,0,11000,0.5022562283018207,1.0818085601764915
338.944,78.6,2.765,0.504,0.659,106548,0,11000,0.5369161346628394,1.0170442516042861
339.194,79.846,2.631,0.495,0.642,106548,0,11000,0.5597659988564,0.9673678028871164
339.444,80.749,2.552,0.492,0.627,106548,0,11000,0.5763257318955531,0.936881283970164
339.694,80.677,2.654,0.468,0.61,106548,0,11000,0.5750053545103717,0.9760717038004304
339.944,87.038,3.032,0.419,0.601,106548,0,11000,0.6916570287762125,1.1092257659277207
340.194,93.442,3.372,0.323,0.607,106548,0,11000,0.8090972617582035,1.2155090057342626
340.444,97.865,3.801,0.306,0.609,106548,0,11000,0.8902087780729049,1.3352668208902598
340.694,99.979,4.121,0.294,0.591,106548,0,11000,0.928976525187822,1.4160982789492227
340.944,96.267,4.419,0.293,0.572,106548,0,11000,0.8609037355517897,1.485915689101462
341.194,90.773,4.649,0.287,0.571,106548,0,11000,0.7601516056325112,1.5366542937063492
341.444,86.986,4.82,0.256,0.556,106548,0,11000,0.6907034228869148,1.5727760027491535
341.694,83.237,4.937,0.242,0.539,106548,0,11000,0.6219521059834973,1.5967598847962463
341.944,84.294,5.019,0.296,0.53,106548,0,11000,0.6413359795409558,1.6132327030995823
342.194,90.97,4.99,0.353,0.526,106548,0,11000,0.7637643048669666,1.6074379137694352
342.444,92.661,4.869,0.387,0.543,106548,0,11000,0.7947748348439415,1.5828906310082718
342.694,93.503,4.597,0.426,0.585,106548,0,11000,0.8102159148206493,1.525406092153463
342.944,88.192,4.316,0.468,0.609,106548,0,11000,0.7128197440887074,1.4623313643533522
