Dept,SitID,Dept,LithID,W_Tar,SW,VSH,PHI,RW,Pick,Formation
70.0,117804,70,4,0.0,1.0,0.532,0.168,  0.5180,0,7000
70.25,117804,70,4,0.0,1.0,0.626,0.087,  0.5180,0,7000
70.5,117804,70,5,0.0,1.0,0.756,0.026,  0.5180,0,7000
70.75,117804,70,5,0.0,1.0,0.757,0.052,  0.5180,0,7000
71.0,117804,71,5,0.0,1.0,0.875,0.008,  0.5180,0,7000
71.25,117804,71,5,0.0,1.0,0.97,0.0,  0.5180,0,7000
71.5,117804,71,5,0.0,1.0,1.0,0.0,  0.5180,0,7000
71.75,117804,71,5,0.0,1.0,0.855,0.051,  0.5170,0,7000
72.0,117804,72,5,0.0,1.0,0.81,0.072,  0.5170,0,7000
72.25,117804,72,5,0.0,1.0,0.752,0.074,  0.5170,0,7000
72.5,117804,72,4,0.0,1.0,0.555,0.149,  0.5170,0,7000
72.75,117804,72,4,0.0,1.0,0.603,0.15,  0.5170,0,7000
73.0,117804,73,5,0.0,1.0,0.744,0.097,  0.5170,0,7000
73.25,117804,73,4,0.0,1.0,0.593,0.154,  0.5170,0,7000
73.5,117804,73,4,0.0,1.0,0.548,0.172,  0.5170,0,7000
73.75,117804,73,5,0.0,1.0,0.759,0.091,  0.5170,0,7000
74.0,117804,74,5,0.0,1.0,1.0,0.0,  0.5170,0,7000
74.25,117804,74,5,0.0,1.0,0.785,0.072,  0.5170,0,7000
74.5,117804,74,5,0.0,1.0,0.903,0.0,  0.5170,0,7000
74.75,117804,74,5,0.0,1.0,1.0,0.0,  0.5170,0,7000
75.0,117804,75,5,0.0,1.0,0.987,0.0,  0.5170,0,7000
75.25,117804,75,5,0.0,1.0,0.743,0.086,  0.5160,0,7000
75.5,117804,75,5,0.0,1.0,0.767,0.083,  0.5160,0,7000
75.75,117804,75,4,0.0,1.0,0.652,0.132,  0.5160,0,7000
76.0,117804,76,5,0.0,1.0,0.851,0.056,  0.5160,0,7000
76.25,117804,76,5,0.0,1.0,0.759,0.092,  0.5160,0,7000
76.5,117804,76,4,0.0,1.0,0.643,0.136,  0.5160,0,7000
76.75,117804,76,5,0.0,1.0,0.913,0.0,  0.5160,0,7000
77.0,117804,77,5,0.0,1.0,0.891,0.0,  0.5160,0,7000
77.25,117804,77,5,0.0,1.0,0.74,0.0,  0.5160,0,7000
77.5,117804,77,4,0.0,1.0,0.543,0.061,  0.5160,0,7000
77.75,117804,77,2,0.0,1.0,0.462,0.176,  0.5160,0,7000
78.0,117804,78,4,0.0,1.0,0.557,0.168,  0.5160,0,7000
78.25,117804,78,2,0.0,1.0,0.488,0.195,  0.5160,0,7000
78.5,117804,78,2,0.0,1.0,0.384,0.234,  0.5160,1,7000
78.75,117804,78,2,0.0,1.0,0.479,0.198,  0.5150,0,7000
79.0,117804,79,1,0.0,1.0,0.269,0.278,  0.5150,0,7000
79.25,117804,79,1,0.0,1.0,0.294,0.268,  0.5150,0,7000
79.5,117804,79,2,0.0,1.0,0.307,0.263,  0.5150,0,7000
79.75,117804,79,2,0.0,1.0,0.343,0.25,  0.5150,0,7000
80.0,117804,80,4,0.0,1.0,0.508,0.187,  0.5150,0,7000
80.25,117804,80,2,0.05,0.609,0.31,0.262,  0.5150,0,7000
80.5,117804,80,1,0.094,0.408,0.148,0.324,  0.5150,0,7000
80.75,117804,80,2,0.059,0.54,0.301,0.266,  0.5150,0,7000
81.0,117804,81,2,0.013,0.88,0.43,0.216,  0.5150,0,7000
81.25,117804,81,2,0.008,0.934,0.35,0.247,  0.5150,0,7000
81.5,117804,81,2,0.0,1.0,0.491,0.193,  0.5150,0,7000
81.75,117804,81,5,0.0,1.0,0.737,0.087,  0.5150,0,7000
82.0,117804,82,5,0.0,1.0,1.0,0.0,  0.5150,0,7000
82.25,117804,82,5,0.0,1.0,1.0,0.0,  0.5150,0,7000
82.5,117804,82,5,0.0,1.0,0.811,0.072,  0.5140,0,7000
82.75,117804,82,5,0.0,1.0,0.754,0.094,  0.5140,0,7000
83.0,117804,83,5,0.0,1.0,0.883,0.044,  0.5140,0,7000
83.25,117804,83,5,0.0,1.0,0.838,0.062,  0.5140,0,7000
83.5,117804,83,5,0.0,1.0,1.0,0.0,  0.5140,0,7000
83.75,117804,83,5,0.0,1.0,1.0,0.0,  0.5140,0,7000
84.0,117804,84,5,0.0,1.0,0.899,0.038,  0.5140,0,7000
84.25,117804,84,5,0.0,1.0,0.889,0.042,  0.5140,0,7000
84.5,117804,84,5,0.0,1.0,0.937,0.024,  0.5140,0,7000
84.75,117804,84,4,0.0,1.0,0.669,0.126,  0.5140,0,7000
85.0,117804,85,5,0.0,1.0,0.706,0.112,  0.5140,0,7000
85.25,117804,85,4,0.0,1.0,0.683,0.12,  0.5140,0,7000
85.5,117804,85,4,0.0,1.0,0.638,0.138,  0.5140,0,7000
85.75,117804,85,4,0.0,1.0,0.604,0.151,  0.5140,0,7000
86.0,117804,86,4,0.0,1.0,0.663,0.128,  0.7190,0,7000
86.25,117804,86,5,0.0,1.0,0.823,0.067,  0.7190,0,7000
86.5,117804,86,5,0.0,1.0,0.907,0.035,  0.7190,0,7000
86.75,117804,86,5,0.0,1.0,0.773,0.086,  0.7190,0,7000
87.0,117804,87,5,0.0,1.0,0.831,0.064,  0.7190,0,7000
87.25,117804,87,4,0.0,1.0,0.691,0.117,  0.7190,0,7000
87.5,117804,87,4,0.0,1.0,0.532,0.178,  0.7180,0,7000
87.75,117804,87,4,0.0,1.0,0.546,0.173,  0.7180,0,7000
88.0,117804,88,4,0.0,1.0,0.578,0.16,  0.7180,0,7000
88.25,117804,88,4,0.0,1.0,0.624,0.143,  0.7180,0,7000
88.5,117804,88,2,-1.0,1.0,0.49,0.194,  0.7180,0,7000
88.75,117804,88,4,0.0,1.0,0.51,0.186,  0.7180,0,7000
89.0,117804,89,4,0.0,1.0,0.53,0.179,  0.7180,0,7000
89.25,117804,89,4,0.0,1.0,0.556,0.169,  0.7180,0,7000
89.5,117804,89,4,0.0,1.0,0.62,0.144,  0.7180,0,7000
89.75,117804,89,4,-1.0,1.0,0.691,0.117,  0.7180,0,7000
90.0,117804,90,5,-1.0,1.0,0.737,0.1,  0.7170,0,7000
90.25,117804,90,4,0.0,1.0,0.622,0.144,  0.7170,0,7000
90.5,117804,90,4,0.0,1.0,0.68,0.121,  0.7170,0,7000
90.75,117804,90,5,0.0,1.0,0.713,0.109,  0.7170,0,7000
91.0,117804,91,4,0.0,1.0,0.688,0.119,  0.7170,0,7000
91.25,117804,91,4,0.0,1.0,0.555,0.169,  0.7170,0,7000
91.5,117804,91,1,0.065,0.495,0.287,0.271,  0.7170,0,7000
91.75,117804,91,1,-1.11,0.28,0.096,0.32,  0.7170,0,7000
92.0,117804,92,1,-1.091,0.394,0.16,0.312,  0.7170,0,7000
92.25,117804,92,1,0.105,0.385,0.071,0.349,  0.7170,0,7000
92.5,117804,92,1,-1.111,0.317,0.11,0.334,  0.7160,0,7000
92.75,117804,92,1,0.122,0.284,0.085,0.348,  0.7160,0,7000
93.0,117804,93,1,0.147,0.198,0.022,0.372,  0.7160,0,7000
93.25,117804,93,1,0.124,0.299,0.055,0.359,  0.7160,0,7000
93.5,117804,93,1,0.12,0.33,0.043,0.364,  0.7160,0,7000
93.75,117804,93,1,0.121,0.303,0.069,0.354,  0.7160,0,7000
94.0,117804,94,1,0.126,0.331,0.0,0.38,  0.7160,0,7000
94.25,117804,94,1,0.116,0.346,0.051,0.361,  0.7160,0,7000
94.5,117804,94,1,0.107,0.379,0.071,0.353,  0.7160,0,7000
94.75,117804,94,1,0.1,0.41,0.09,0.346,  0.7160,0,7000
95.0,117804,95,1,0.117,0.344,0.046,0.362,  0.7150,0,7000
95.25,117804,95,1,0.119,0.356,0.015,0.374,  0.7150,0,7000
95.5,117804,95,1,0.114,0.338,0.073,0.352,  0.7150,0,7000
95.75,117804,95,1,0.096,0.39,0.144,0.325,  0.7150,0,7000
96.0,117804,96,1,0.104,0.398,0.074,0.352,  0.7150,0,7000
96.25,117804,96,1,0.115,0.318,0.094,0.344,  0.7150,0,7000
96.5,117804,96,1,0.094,0.385,0.165,0.317,  0.7150,0,7000
96.75,117804,96,1,0.059,0.548,0.281,0.273,  0.7150,0,7000
97.0,117804,97,4,0.0,1.0,0.563,0.166,  0.7150,0,7000
97.25,117804,97,4,0.0,1.0,0.55,0.171,  0.7150,0,7000
97.5,117804,97,2,0.0,0.999,0.5,0.19,  0.7150,0,7000
97.75,117804,97,2,0.016,0.834,0.469,0.202,  0.7140,0,7000
98.0,117804,98,2,0.009,0.909,0.424,0.219,  0.7140,0,7000
98.25,117804,98,2,0.016,0.845,0.431,0.216,  0.7140,0,7000
98.5,117804,98,4,0.0,1.0,0.618,0.145,  0.7140,0,7000
98.75,117804,98,4,0.0,1.0,0.637,0.138,  0.7140,0,7000
99.0,117804,99,4,0.0,1.0,0.676,0.123,  0.7140,0,7000
99.25,117804,99,4,0.0,1.0,0.607,0.15,  0.7140,0,7000
99.5,117804,99,4,0.0,1.0,0.55,0.171,  0.7140,0,7000
99.75,117804,99,1,0.053,0.59,0.288,0.27,  0.7140,0,7000
100.0,117804,100,1,0.05,0.614,0.289,0.27,  0.7140,0,7000
100.25,117804,100,2,0.071,0.304,0.43,0.217,  0.7130,0,7000
100.5,117804,100,1,0.086,0.333,0.29,0.27,  0.7130,0,7000
100.75,117804,100,1,0.104,0.342,0.144,0.325,  0.7130,0,7000
101.0,117804,101,1,0.067,0.561,0.17,0.315,  0.7130,0,7000
101.25,117804,101,1,0.086,0.402,0.209,0.301,  0.7130,0,7000
101.5,117804,101,1,0.105,0.313,0.165,0.317,  0.7130,0,7000
101.75,117804,101,1,0.087,0.368,0.242,0.288,  0.7130,0,7000
102.0,117804,102,2,0.079,0.3,0.371,0.239,  0.7130,0,7000
102.25,117804,102,4,0.021,0.739,0.531,0.178,  0.7130,0,7000
102.5,117804,102,2,0.026,0.731,0.448,0.21,  0.7130,0,7000
102.75,117804,102,2,0.038,0.661,0.372,0.238,  0.7120,0,7000
103.0,117804,103,1,0.072,0.474,0.245,0.287,  0.7120,0,7000
103.25,117804,103,1,0.092,0.375,0.195,0.306,  0.7120,0,7000
103.5,117804,103,2,0.057,0.51,0.31,0.247,  0.7120,0,7000
103.75,117804,103,4,0.0,1.0,0.624,0.142,  0.7120,0,7000
104.0,117804,104,5,0.0,1.0,0.81,0.036,  0.7120,0,7000
104.25,117804,104,5,0.0,1.0,0.868,0.04,  0.7120,0,7000
104.5,117804,104,5,0.0,1.0,0.748,0.086,  0.7120,0,7000
104.75,117804,104,5,0.0,1.0,0.774,0.07,  0.7120,0,7000
105.0,117804,105,5,0.0,1.0,0.915,0.031,  0.7120,0,7000
105.25,117804,105,5,0.0,1.0,0.794,0.065,  0.7120,0,7000
105.5,117804,105,5,0.0,1.0,0.891,0.037,  0.7110,0,7000
105.75,117804,105,5,0.0,1.0,0.885,0.044,  0.7110,0,7000
106.0,117804,106,5,0.0,1.0,0.994,0.002,  0.7110,0,7000
106.25,117804,106,5,0.0,1.0,0.956,0.005,  0.7110,0,7000
106.5,117804,106,5,0.0,1.0,1.0,0.0,  0.7110,0,7000
106.75,117804,106,5,0.0,1.0,0.855,0.052,  0.7110,0,7000
107.0,117804,107,5,0.0,1.0,0.894,0.035,  0.7110,0,7000
107.25,117804,107,5,0.0,1.0,0.882,0.038,  0.7110,0,7000
107.5,117804,107,4,0.0,1.0,0.646,0.114,  0.7110,0,7000
107.75,117804,107,4,0.0,1.0,0.513,0.168,  0.7110,0,7000
108.0,117804,108,4,0.0,1.0,0.564,0.157,  0.7100,0,7000
108.25,117804,108,2,0.0,1.0,0.488,0.194,  0.7100,0,7000
108.5,117804,108,4,0.0,1.0,0.521,0.182,  0.7100,0,7000
108.75,117804,108,2,0.029,0.701,0.445,0.211,  0.7100,0,7000
109.0,117804,109,4,0.011,0.853,0.573,0.162,  0.7100,0,7000
109.25,117804,109,4,0.019,0.774,0.529,0.179,  0.7100,0,7000
109.5,117804,109,2,0.051,0.54,0.376,0.237,  0.7100,0,7000
109.75,117804,109,4,0.023,0.707,0.556,0.169,  0.7100,0,7000
110.0,117804,110,5,0.0,1.0,0.831,0.064,  0.7100,0,7000
110.25,117804,110,4,0.0,1.0,0.66,0.129,  0.7100,0,7000
110.5,117804,110,4,0.0,1.0,0.596,0.151,  0.7100,0,7000
110.75,117804,110,5,0.0,1.0,0.712,0.102,  0.7090,0,7000
111.0,117804,111,4,0.011,0.848,0.566,0.161,  0.7090,0,7000
111.25,117804,111,2,0.027,0.711,0.464,0.204,  0.7090,0,7000
111.5,117804,111,2,0.055,0.535,0.343,0.25,  0.7090,0,7000
111.75,117804,111,2,0.028,0.685,0.497,0.191,  0.7090,0,7000
112.0,117804,112,4,0.0,1.0,0.683,0.12,  0.7090,0,7000
112.25,117804,112,4,0.005,0.936,0.524,0.177,  0.7090,0,7000
112.5,117804,112,4,0.0,1.0,0.633,0.139,  0.7090,0,7000
112.75,117804,112,5,0.0,1.0,0.768,0.088,  0.7090,0,7000
113.0,117804,113,5,0.0,1.0,0.916,0.032,  0.7090,0,7000
113.25,117804,113,5,0.0,1.0,0.801,0.076,  0.7080,0,7000
113.5,117804,113,4,0.0,1.0,0.655,0.131,  0.7080,0,7000
113.75,117804,113,4,0.0,1.0,0.598,0.153,  0.7080,0,7000
114.0,117804,114,2,0.025,0.745,0.445,0.211,  0.7080,0,7000
114.25,117804,114,4,0.016,0.798,0.561,0.167,  0.7080,0,7000
114.5,117804,114,4,0.0,1.0,0.696,0.116,  0.7080,0,7000
114.75,117804,114,4,0.0,0.995,0.537,0.176,  0.7080,0,7000
115.0,117804,115,2,0.039,0.632,0.409,0.224,  0.7080,0,7000
115.25,117804,115,2,0.041,0.609,0.41,0.224,  0.7080,0,7000
115.5,117804,115,4,0.007,0.891,0.654,0.132,  0.7080,0,7000
115.75,117804,115,4,0.0,1.0,0.603,0.151,  0.7080,0,7000
116.0,117804,116,4,0.0,0.995,0.533,0.177,  0.7070,0,7000
116.25,117804,116,4,0.003,0.959,0.617,0.146,  0.7070,0,7000
116.5,117804,116,2,0.042,0.539,0.49,0.194,  0.7070,0,7000
116.75,117804,116,2,0.031,0.72,0.376,0.237,  0.7070,0,7000
117.0,117804,117,1,0.063,0.515,0.28,0.274,  0.7070,0,7000
117.25,117804,117,1,0.102,0.347,0.153,0.322,  0.7070,0,7000
117.5,117804,117,1,0.126,0.209,0.135,0.329,  0.7070,0,7000
117.75,117804,117,1,0.115,0.308,0.103,0.341,  0.7070,0,7000
118.0,117804,118,1,0.131,0.201,0.117,0.336,  0.7070,0,7000
118.25,117804,118,1,0.106,0.336,0.137,0.328,  0.7070,0,7000
118.5,117804,118,1,0.111,0.275,0.169,0.316,  0.7060,0,7000
118.75,117804,118,1,0.109,0.239,0.214,0.299,  0.7060,0,7000
119.0,117804,119,1,0.099,0.262,0.26,0.281,  0.7060,0,7000
119.25,117804,119,1,0.108,0.259,0.203,0.303,  0.7060,0,7000
119.5,117804,119,2,0.094,0.222,0.331,0.254,  0.7060,0,7000
119.75,117804,119,2,0.066,0.267,0.492,0.193,  0.7060,0,7000
120.0,117804,120,2,0.037,0.653,0.409,0.224,  0.7060,0,7000
120.25,117804,120,2,0.023,0.798,0.365,0.241,  0.7060,0,7000
120.5,117804,120,2,0.036,0.707,0.314,0.26,  0.7060,0,7000
120.75,117804,120,1,0.091,0.335,0.251,0.285,  0.7060,0,7000
121.0,117804,121,1,0.092,0.404,0.162,0.318,  0.7060,0,7000
121.25,117804,121,1,0.085,0.396,0.227,0.294,  0.7050,0,7000
121.5,117804,121,1,0.103,0.213,0.279,0.274,  0.7050,0,7000
121.75,117804,121,2,0.052,0.446,0.471,0.201,  0.7050,0,7000
122.0,117804,122,2,0.046,0.563,0.408,0.225,  0.7050,0,7000
122.25,117804,122,1,0.073,0.476,0.236,0.29,  0.7050,0,7000
122.5,117804,122,1,0.112,0.245,0.192,0.307,  0.7050,0,7000
122.75,117804,122,1,0.082,0.393,0.256,0.283,  0.7050,0,7000
123.0,117804,123,2,0.058,0.397,0.461,0.205,  0.7050,0,7000
123.25,117804,123,2,0.047,0.559,0.405,0.226,  0.7050,0,7000
123.5,117804,123,2,0.088,0.271,0.329,0.255,  0.7050,0,7000
123.75,117804,123,1,0.067,0.481,0.291,0.27,  0.7040,0,7000
124.0,117804,124,1,0.07,0.491,0.247,0.286,  0.7040,0,7000
124.25,117804,124,2,0.061,0.506,0.311,0.262,  0.7040,0,7000
124.5,117804,124,1,0.069,0.468,0.286,0.271,  0.7040,0,7000
124.75,117804,124,2,0.049,0.562,0.37,0.239,  0.7040,0,7000
125.0,117804,125,2,0.04,0.56,0.486,0.195,  0.7040,0,7000
125.25,117804,125,2,0.06,0.326,0.448,0.194,  0.7040,0,7000
125.5,117804,125,2,0.065,0.413,0.372,0.235,  0.7040,0,7000
125.75,117804,125,2,0.047,0.605,0.34,0.251,  0.7040,0,7000
126.0,117804,126,1,0.069,0.475,0.271,0.277,  0.7040,0,7000
126.25,117804,126,1,0.097,0.376,0.157,0.32,  0.7040,0,7000
126.5,117804,126,1,0.101,0.317,0.189,0.308,  0.7030,0,7000
126.75,117804,126,1,0.107,0.327,0.139,0.327,  0.7030,0,7000
127.0,117804,127,1,0.145,0.206,0.024,0.371,  0.7030,0,7000
127.25,117804,127,1,0.138,0.179,0.095,0.344,  0.7030,0,7000
127.5,117804,127,1,0.124,0.245,0.115,0.336,  0.7030,0,7000
127.75,117804,127,1,0.127,0.181,0.16,0.319,  0.7030,0,7000
128.0,117804,128,1,0.138,0.174,0.097,0.343,  0.7030,0,7000
128.25,117804,128,1,0.15,0.202,0.0,0.38,  0.7030,0,7000
128.5,117804,128,1,0.139,0.206,0.06,0.357,  0.7030,0,7000
128.75,117804,128,1,0.134,0.151,0.143,0.325,  0.7030,0,7000
129.0,117804,129,1,0.141,0.147,0.106,0.34,  0.7030,0,7000
129.25,117804,129,1,0.13,0.186,0.132,0.33,  0.7020,0,7000
129.5,117804,129,1,0.084,0.388,0.248,0.286,  0.7020,0,7000
129.75,117804,129,1,0.116,0.196,0.21,0.3,  0.7020,0,7000
130.0,117804,130,1,0.147,0.124,0.096,0.344,  0.7020,0,7000
130.25,117804,130,1,0.157,0.147,0.019,0.373,  0.7020,0,7000
130.5,117804,130,1,0.125,0.194,0.154,0.321,  0.7020,0,7000
130.75,117804,130,2,0.093,0.251,0.315,0.26,  0.7020,0,7000
131.0,117804,131,1,0.107,0.18,0.277,0.275,  0.7020,0,7000
131.25,117804,131,1,0.114,0.177,0.239,0.289,  0.7020,0,7000
131.5,117804,131,1,0.101,0.398,0.099,0.342,  0.7020,0,7000
131.75,117804,131,1,0.121,0.338,0.023,0.371,  0.7010,0,7000
