Dept,SitID,Dept,LithID,W_Tar,SW,VSH,PHI,RW,Pick,Formation
430.03,113064,430,4,0.014,0.818,0.551,0.171,  0.5880,0,7000
430.28,113064,430,4,0.013,0.831,0.573,0.162,  0.5880,0,7000
430.53,113064,430,4,0.014,0.825,0.547,0.172,  0.5880,0,7000
430.78,113064,430,2,0.017,0.815,0.495,0.192,  0.5880,0,7000
431.03,113064,431,2,0.016,0.827,0.488,0.195,  0.5880,0,7000
431.28,113064,431,4,0.013,0.848,0.521,0.182,  0.5880,0,7000
431.53,113064,431,2,0.016,0.838,0.461,0.205,  0.5880,0,7000
431.78,113064,431,2,0.019,0.834,0.36,0.243,  0.5880,0,7000
432.03,113064,432,1,0.045,0.668,0.26,0.281,  0.5880,0,7000
432.28,113064,432,1,0.069,0.551,0.17,0.315,  0.5880,0,7000
432.53,113064,432,1,0.013,0.855,0.205,0.194,  0.5880,0,7000
432.78,113064,432,2,0.0,1.0,0.462,0.055,  0.5880,0,7000
433.03,113064,433,4,0.0,1.0,0.518,0.109,  0.5880,0,7000
433.28,113064,433,2,0.003,0.961,0.484,0.171,  0.5880,0,7000
433.53,113064,433,2,0.01,0.89,0.484,0.189,  0.5880,0,7000
433.78,113064,433,2,0.018,0.82,0.428,0.217,  0.5870,0,7000
434.03,113064,434,2,0.027,0.789,0.305,0.264,  0.5870,0,7000
434.28,113064,434,2,0.025,0.798,0.314,0.26,  0.5870,0,7000
434.53,113064,434,2,0.011,0.883,0.44,0.206,  0.5870,0,7000
434.78,113064,434,4,0.01,0.88,0.515,0.184,  0.5870,0,7000
435.03,113064,435,2,0.013,0.85,0.499,0.19,  0.5870,0,7000
435.28,113064,435,2,0.014,0.852,0.486,0.195,  0.5870,0,7000
435.53,113064,435,2,0.014,0.845,0.5,0.19,  0.5870,0,7000
435.78,113064,435,2,0.015,0.841,0.485,0.196,  0.5870,0,7000
436.03,113064,436,2,0.015,0.842,0.478,0.198,  0.5870,0,7000
436.28,113064,436,2,0.014,0.842,0.493,0.193,  0.5870,0,7000
436.53,113064,436,2,0.014,0.843,0.487,0.195,  0.5870,0,7000
436.78,113064,436,2,0.012,0.87,0.471,0.201,  0.5870,0,7000
437.03,113064,437,4,0.0,0.995,0.563,0.166,  0.5870,0,7000
437.28,113064,437,4,0.0,1.0,0.656,0.131,  0.5870,0,7000
437.53,113064,437,5,0.0,1.0,0.709,0.111,  0.5870,0,7000
437.78,113064,437,5,0.0,1.0,0.762,0.091,  0.5870,0,7000
438.03,113064,438,5,0.0,1.0,0.818,0.069,  0.5870,0,7000
438.28,113064,438,5,0.0,0.99,0.802,0.075,  0.5860,0,7000
438.53,113064,438,4,0.007,0.866,0.669,0.118,  0.5860,0,7000
438.78,113064,438,4,0.008,0.876,0.605,0.143,  0.5860,0,7000
439.03,113064,439,4,0.005,0.924,0.593,0.155,  0.5860,0,7000
439.28,113064,439,4,0.006,0.926,0.574,0.162,  0.5860,0,7000
439.53,113064,439,4,0.002,0.974,0.582,0.139,  0.5860,0,7000
439.78,113064,439,4,0.001,0.981,0.569,0.133,  0.5860,0,7000
440.03,113064,440,4,0.0,1.0,0.634,0.091,  0.5860,0,7000
440.28,113064,440,4,0.0,1.0,0.636,0.079,  0.5860,0,7000
440.53,113064,440,4,0.0,1.0,0.553,0.101,  0.5860,0,7000
440.78,113064,440,2,0.005,0.87,0.496,0.093,  0.5860,0,7000
441.03,113064,441,2,0.001,0.958,0.48,0.049,  0.5860,0,7000
441.28,113064,441,4,0.0,1.0,0.521,0.0,  0.5860,0,7000
441.53,113064,441,4,0.0,1.0,0.621,0.021,  0.5860,0,7000
441.78,113064,441,4,0.001,0.973,0.697,0.062,  0.5860,0,7000
442.03,113064,442,5,0.003,0.889,0.731,0.064,  0.5860,0,7000
442.28,113064,442,5,0.003,0.874,0.798,0.047,  0.5860,0,7000
442.53,113064,442,5,0.001,0.905,0.893,0.016,  0.5860,0,7000
442.78,113064,442,5,0.001,0.887,0.899,0.023,  0.5860,0,7000
443.03,113064,443,5,0.003,0.879,0.792,0.06,  0.5850,0,7000
443.28,113064,443,5,0.005,0.844,0.752,0.072,  0.5850,0,7000
443.53,113064,443,5,0.005,0.761,0.836,0.049,  0.5850,0,7000
443.78,113064,443,5,0.006,0.75,0.828,0.058,  0.5850,0,7000
444.03,113064,444,4,0.008,0.816,0.671,0.094,  0.5850,0,7000
444.28,113064,444,4,0.009,0.815,0.598,0.104,  0.5850,0,7000
444.53,113064,444,4,0.011,0.764,0.621,0.101,  0.5850,0,7000
444.78,113064,444,4,0.005,0.848,0.678,0.071,  0.5850,0,7000
445.03,113064,445,5,0.0,1.0,0.738,0.04,  0.5850,0,7000
445.28,113064,445,5,0.004,0.916,0.715,0.108,  0.5850,0,7000
445.53,113064,445,4,0.002,0.973,0.677,0.123,  0.5850,0,7000
445.78,113064,445,5,0.0,1.0,0.707,0.111,  0.5850,0,7000
446.03,113064,446,5,0.0,1.0,0.707,0.111,  0.5850,0,7000
446.28,113064,446,4,0.0,1.0,0.651,0.133,  0.5850,0,7000
446.53,113064,446,4,0.0,1.0,0.643,0.136,  0.5850,0,7000
446.78,113064,446,4,0.0,1.0,0.594,0.154,  0.5850,0,7000
447.03,113064,447,4,0.0,1.0,0.529,0.179,  0.5850,0,7000
447.28,113064,447,2,0.0,1.0,0.485,0.196,  0.5850,0,7000
447.53,113064,447,2,0.0,1.0,0.463,0.204,  0.5840,0,7000
447.78,113064,447,2,0.0,1.0,0.435,0.215,  0.5840,0,7000
448.03,113064,448,2,0.0,1.0,0.379,0.236,  0.5840,1,7000
448.28,113064,448,2,0.0,1.0,0.364,0.242,  0.5840,0,7000
448.53,113064,448,2,0.0,1.0,0.379,0.236,  0.5840,0,7000
448.78,113064,448,2,0.0,1.0,0.416,0.222,  0.5840,0,7000
449.03,113064,449,2,0.005,0.955,0.44,0.213,  0.5840,0,7000
449.28,113064,449,2,0.006,0.941,0.426,0.218,  0.5840,0,7000
449.53,113064,449,2,0.001,0.99,0.44,0.199,  0.5840,0,7000
449.78,113064,449,2,0.003,0.964,0.416,0.202,  0.5840,0,7000
450.03,113064,450,2,0.019,0.821,0.38,0.227,  0.5840,0,7000
450.28,113064,450,2,0.017,0.841,0.397,0.229,  0.5840,0,7000
450.53,113064,450,2,0.0,1.0,0.445,0.211,  0.5840,0,7000
450.78,113064,450,2,0.0,1.0,0.466,0.203,  0.5840,0,7000
451.03,113064,451,4,0.0,1.0,0.533,0.178,  0.5840,0,7000
451.28,113064,451,4,0.0,1.0,0.522,0.182,  0.5840,0,7000
451.53,113064,451,4,0.0,1.0,0.522,0.182,  0.5840,0,7000
451.78,113064,451,4,0.0,1.0,0.531,0.178,  0.5840,0,7000
452.03,113064,452,2,0.0,1.0,0.463,0.204,  0.5840,0,7000
452.28,113064,452,4,0.0,1.0,0.526,0.18,  0.5830,0,7000
452.53,113064,452,4,0.0,1.0,0.598,0.153,  0.5830,0,7000
452.78,113064,452,4,0.0,1.0,0.606,0.15,  0.5830,0,7000
453.03,113064,453,4,0.0,1.0,0.609,0.149,  0.5830,0,7000
453.28,113064,453,4,0.0,1.0,0.654,0.132,  0.5830,0,7000
