Dept,SitID,Dept,LithID,W_Tar,SW,VSH,PHI,RW,Pick,Formation
85.0,116443,85,5,0.0,1.0,0.74,0.099,  0.9970,0,7000
85.25,116443,85,5,0.0,1.0,0.742,0.098,  0.9970,0,7000
85.5,116443,85,5,0.0,1.0,0.807,0.073,  0.9960,0,7000
85.75,116443,85,5,0.0,1.0,0.831,0.064,  0.9960,0,7000
86.0,116443,86,5,0.0,1.0,0.933,0.025,  0.9960,0,7000
86.25,116443,86,5,0.0,1.0,0.968,0.012,  0.9950,0,7000
86.5,116443,86,5,0.0,1.0,0.931,0.026,  0.9950,0,7000
86.75,116443,86,5,0.0,0.99,0.949,0.019,  0.9940,0,7000
87.0,116443,87,5,0.0,1.0,0.99,0.004,  0.9940,0,7000
87.25,116443,87,5,0.0,0.946,0.971,0.011,  0.9930,0,7000
87.5,116443,87,5,0.0,0.992,0.949,0.02,  0.9930,0,7000
87.75,116443,87,5,0.0,1.0,0.964,0.012,  0.9920,0,7000
88.0,116443,88,5,0.0,1.0,0.908,0.032,  0.9920,0,7000
88.25,116443,88,5,0.0,1.0,0.76,0.09,  0.9910,0,7000
88.5,116443,88,4,0.003,0.942,0.674,0.124,  0.9910,0,7000
88.75,116443,88,4,0.005,0.92,0.668,0.126,  0.9900,0,7000
89.0,116443,89,4,0.006,0.894,0.699,0.114,  0.9900,0,7000
89.25,116443,89,5,0.008,0.842,0.718,0.107,  0.9900,0,7000
89.5,116443,89,5,0.009,0.811,0.725,0.105,  0.9890,0,7000
89.75,116443,89,5,0.009,0.821,0.715,0.108,  0.9890,0,7000
90.0,116443,90,4,0.008,0.848,0.683,0.12,  0.9880,0,7000
90.25,116443,90,4,0.004,0.917,0.695,0.112,  0.9880,0,7000
90.5,116443,90,4,0.0,1.0,0.663,0.037,  0.9870,0,7000
90.75,116443,90,4,0.0,1.0,0.683,0.016,  0.9870,0,7000
91.0,116443,91,5,0.0,1.0,0.788,0.052,  0.9860,0,7000
91.25,116443,91,5,0.0,1.0,0.859,0.052,  0.9860,0,7000
91.5,116443,91,5,0.0,1.0,0.828,0.043,  0.9850,0,7000
91.75,116443,91,5,0.0,1.0,0.789,0.079,  0.9850,0,7000
92.0,116443,92,5,0.0,1.0,0.822,0.068,  0.9850,0,7000
92.25,116443,92,5,0.0,1.0,0.843,0.056,  0.9840,0,7000
92.5,116443,92,5,0.0,1.0,0.807,0.059,  0.9840,0,7000
92.75,116443,92,5,0.0,1.0,0.751,0.095,  0.9830,0,7000
93.0,116443,93,4,0.0,1.0,0.674,0.124,  0.9830,0,7000
93.25,116443,93,4,0.0,1.0,0.557,0.168,  0.9820,0,7000
93.5,116443,93,2,0.0,1.0,0.488,0.195,  0.9820,0,7000
93.75,116443,93,4,0.0,1.0,0.508,0.187,  0.9810,0,7000
94.0,116443,94,4,0.0,1.0,0.571,0.163,  0.9810,1,7000
94.25,116443,94,4,0.0,1.0,0.574,0.162,  0.9800,0,7000
94.5,116443,94,4,0.0,1.0,0.521,0.182,  0.9800,0,7000
94.75,116443,94,4,0.0,1.0,0.599,0.153,  0.9800,0,7000
95.0,116443,95,4,0.0,1.0,0.674,0.124,  0.9790,0,7000
95.25,116443,95,4,0.0,1.0,0.666,0.127,  0.9790,0,7000
95.5,116443,95,4,0.0,1.0,0.601,0.152,  0.9780,0,7000
95.75,116443,95,4,0.0,1.0,0.55,0.171,  0.9780,0,7000
96.0,116443,96,4,0.0,1.0,0.554,0.17,  0.9770,0,7000
96.25,116443,96,4,0.0,1.0,0.553,0.17,  0.9770,0,7000
96.5,116443,96,4,0.001,0.984,0.558,0.168,  0.9760,0,7000
96.75,116443,96,4,0.003,0.953,0.58,0.16,  0.9760,0,7000
97.0,116443,97,4,0.002,0.97,0.585,0.158,  0.9760,0,7000
97.25,116443,97,4,0.0,1.0,0.538,0.176,  0.9750,0,7000
97.5,116443,97,2,0.0,1.0,0.475,0.18,  0.9750,0,7000
97.75,116443,97,2,0.0,1.0,0.453,0.2,  0.9740,0,7000
98.0,116443,98,2,0.0,1.0,0.43,0.126,  0.9740,0,7000
98.25,116443,98,2,0.0,1.0,0.432,0.101,  0.9730,0,7000
98.5,116443,98,4,0.0,1.0,0.585,0.121,  0.9730,0,7000
98.75,116443,98,5,0.0,1.0,0.799,0.076,  0.9720,0,7000
