Dept,SitID,Dept,LithID,W_Tar,SW,VSH,PHI,RW,Pick,Formation
270.0,110983,270,4,0.0,1.0,0.653,0.128,  0.6660,0,7000
270.25,110983,270,4,0.0,1.0,0.623,0.14,  0.6660,0,7000
270.5,110983,270,4,0.0,1.0,0.608,0.145,  0.6660,0,7000
270.75,110983,270,5,0.0,1.0,0.796,0.076,  0.6660,0,7000
271.0,110983,271,5,0.0,1.0,0.921,0.029,  0.6660,0,7000
271.25,110983,271,5,0.0,1.0,0.922,0.029,  0.6660,0,7000
271.5,110983,271,5,0.0,1.0,0.954,0.017,  0.6660,0,7000
271.75,110983,271,5,0.0,1.0,1.0,0.0,  0.6660,0,7000
272.0,110983,272,5,0.0,1.0,1.0,0.0,  0.6660,0,7000
272.25,110983,272,5,0.0,1.0,0.987,0.005,  0.6660,0,7000
272.5,110983,272,5,0.0,1.0,0.988,0.005,  0.6660,0,7000
272.75,110983,272,5,0.0,1.0,1.0,0.0,  0.6660,0,7000
273.0,110983,273,5,0.0,1.0,1.0,0.0,  0.6660,0,7000
273.25,110983,273,5,0.0,1.0,0.834,0.061,  0.6650,0,7000
273.5,110983,273,4,0.0,1.0,0.648,0.13,  0.6650,0,7000
273.75,110983,273,4,0.0,1.0,0.633,0.136,  0.6650,0,7000
274.0,110983,274,5,0.0,1.0,0.79,0.078,  0.6650,0,7000
274.25,110983,274,5,0.0,1.0,0.978,0.008,  0.6650,0,7000
274.5,110983,274,5,0.0,1.0,1.0,0.0,  0.6650,0,7000
274.75,110983,274,5,0.0,1.0,0.979,0.008,  0.6650,0,7000
275.0,110983,275,5,0.0,1.0,0.746,0.094,  0.6650,0,7000
275.25,110983,275,4,0.0,1.0,0.607,0.145,  0.6650,0,7000
275.5,110983,275,2,0.003,0.962,0.483,0.191,  0.6650,0,7000
275.75,110983,275,2,0.011,0.891,0.406,0.22,  0.6650,0,7000
276.0,110983,276,2,0.015,0.862,0.376,0.231,  0.6650,0,7000
276.25,110983,276,2,0.014,0.867,0.392,0.225,  0.6650,0,7000
276.5,110983,276,2,0.015,0.862,0.378,0.23,  0.6640,0,7000
276.75,110983,276,2,0.017,0.852,0.347,0.242,  0.6640,0,7000
277.0,110983,277,2,0.011,0.884,0.441,0.207,  0.6640,0,7000
277.25,110983,277,4,0.006,0.92,0.551,0.166,  0.6640,0,7000
277.5,110983,277,4,0.005,0.921,0.598,0.149,  0.6640,0,7000
277.75,110983,277,4,0.01,0.88,0.506,0.183,  0.6640,0,7000
278.0,110983,278,4,0.007,0.913,0.538,0.171,  0.6640,0,7000
278.25,110983,278,4,0.003,0.954,0.601,0.148,  0.6640,0,7000
278.5,110983,278,4,0.0,1.0,0.664,0.124,  0.6640,0,7000
278.75,110983,278,4,0.0,1.0,0.665,0.124,  0.6640,0,7000
279.0,110983,279,4,0.0,1.0,0.681,0.118,  0.6640,0,7000
279.25,110983,279,4,0.0,1.0,0.666,0.124,  0.6640,0,7000
279.5,110983,279,4,0.002,0.977,0.542,0.169,  0.6640,0,7000
279.75,110983,279,4,0.002,0.975,0.559,0.163,  0.6630,0,7000
280.0,110983,280,4,0.0,1.0,0.7,0.111,  0.6630,0,7000
280.25,110983,280,5,0.0,1.0,0.763,0.087,  0.6630,0,7000
280.5,110983,280,5,0.0,1.0,0.841,0.037,  0.6630,0,7000
280.75,110983,280,5,0.0,1.0,0.858,0.05,  0.6630,0,7000
281.0,110983,281,4,0.0,1.0,0.656,0.127,  0.6630,0,7000
281.25,110983,281,4,0.0,1.0,0.579,0.156,  0.6630,0,7000
281.5,110983,281,4,0.0,1.0,0.689,0.115,  0.6630,0,7000
281.75,110983,281,5,0.0,1.0,0.752,0.085,  0.6630,0,7000
282.0,110983,282,4,0.0,1.0,0.597,0.149,  0.6630,0,7000
282.25,110983,282,4,0.0,1.0,0.598,0.149,  0.6630,0,7000
282.5,110983,282,5,0.0,1.0,0.708,0.108,  0.6630,0,7000
282.75,110983,282,5,0.0,1.0,0.724,0.102,  0.6620,0,7000
283.0,110983,283,4,0.0,1.0,0.662,0.125,  0.6620,0,7000
283.25,110983,283,4,0.0,1.0,0.57,0.159,  0.6620,0,7000
283.5,110983,283,4,0.0,1.0,0.555,0.165,  0.6620,0,7000
283.75,110983,283,4,0.0,1.0,0.524,0.176,  0.6620,0,7000
284.0,110983,284,4,0.0,1.0,0.525,0.176,  0.6620,0,7000
284.25,110983,284,4,0.0,1.0,0.526,0.175,  0.6620,0,7000
284.5,110983,284,4,0.0,1.0,0.589,0.152,  0.6620,0,7000
284.75,110983,284,5,0.0,1.0,0.777,0.083,  0.6620,0,7000
285.0,110983,285,5,0.0,1.0,0.84,0.059,  0.6620,1,7000
285.25,110983,285,4,0.0,1.0,0.685,0.117,  0.6620,0,7000
285.5,110983,285,2,0.0,1.0,0.468,0.197,  0.6620,0,7000
285.75,110983,285,2,0.0,1.0,0.39,0.226,  0.6620,0,7000
286.0,110983,286,4,0.0,1.0,0.501,0.185,  0.6610,0,7000
286.25,110983,286,4,0.0,1.0,0.548,0.167,  0.6610,0,7000
286.5,110983,286,4,0.0,1.0,0.564,0.161,  0.6610,0,7000
286.75,110983,286,2,0.0,1.0,0.487,0.19,  0.6610,0,7000
287.0,110983,287,2,0.0,1.0,0.441,0.207,  0.6610,0,7000
287.25,110983,287,2,0.0,1.0,0.489,0.189,  0.6610,0,7000
287.5,110983,287,4,0.0,1.0,0.692,0.114,  0.6610,0,7000
287.75,110983,287,5,0.0,1.0,0.755,0.091,  0.6610,0,7000
288.0,110983,288,5,0.0,1.0,0.802,0.073,  0.6610,0,7000
288.25,110983,288,5,0.0,1.0,0.897,0.038,  0.6610,0,7000
288.5,110983,288,5,0.0,1.0,0.913,0.032,  0.6610,0,7000
288.75,110983,288,5,0.0,1.0,0.836,0.053,  0.6610,0,7000
289.0,110983,289,5,0.0,1.0,0.774,0.084,  0.6610,0,7000
289.25,110983,289,5,0.0,1.0,0.806,0.072,  0.6600,0,7000
289.5,110983,289,5,0.0,1.0,0.885,0.043,  0.6600,0,7000
289.75,110983,289,5,0.0,1.0,0.995,0.002,  0.6600,0,7000
290.0,110983,290,5,0.0,1.0,1.0,0.0,  0.6600,0,7000
290.25,110983,290,5,0.0,1.0,0.965,0.013,  0.6600,0,7000
290.5,110983,290,5,0.0,1.0,0.919,0.03,  0.6600,0,7000
290.75,110983,290,5,0.0,1.0,0.967,0.012,  0.6600,0,7000
291.0,110983,291,5,0.0,1.0,0.983,0.004,  0.6600,0,7000
291.25,110983,291,5,0.0,1.0,0.906,0.027,  0.6600,0,7000
291.5,110983,291,4,0.0,1.0,0.689,0.115,  0.6600,0,7000
291.75,110983,291,4,0.0,1.0,0.534,0.173,  0.6600,0,7000
292.0,110983,292,4,0.0,1.0,0.519,0.178,  0.6600,0,7000
292.25,110983,292,4,0.0,1.0,0.66,0.126,  0.6600,0,7000
292.5,110983,292,5,0.0,1.0,0.723,0.103,  0.6590,0,7000
292.75,110983,292,5,0.0,1.0,0.786,0.079,  0.6590,0,7000
293.0,110983,293,4,0.0,1.0,0.623,0.14,  0.5490,0,7000
293.25,110983,293,4,0.0,1.0,0.55,0.166,  0.5490,0,7000
293.5,110983,293,4,0.002,0.98,0.528,0.174,  0.5490,0,7000
293.75,110983,293,4,0.0,1.0,0.518,0.158,  0.5490,0,7000
294.0,110983,294,5,0.0,1.0,0.434,0.131,  0.5490,0,7000
294.25,110983,294,5,0.0,1.0,0.373,0.121,  0.5490,0,7000
294.5,110983,294,5,0.0,1.0,0.396,0.116,  0.5490,0,7000
294.75,110983,294,2,0.017,0.788,0.446,0.176,  0.5490,0,7000
295.0,110983,295,2,0.031,0.668,0.452,0.203,  0.5490,0,7000
295.25,110983,295,2,-0.037,0.638,0.402,0.221,  0.5490,0,7000
295.5,110983,295,2,-0.037,0.639,0.386,0.225,  0.5490,0,7000
295.75,110983,295,2,0.029,0.688,0.397,0.207,  0.5490,0,7000
296.0,110983,296,2,0.026,0.708,0.453,0.199,  0.5490,0,7000
296.25,110983,296,2,0.021,0.762,0.476,0.194,  0.5490,0,7000
296.5,110983,296,2,0.015,0.836,0.471,0.196,  0.5480,0,7000
296.75,110983,296,2,0.008,0.904,0.476,0.194,  0.5480,0,7000
297.0,110983,297,2,0.006,0.938,0.421,0.214,  0.5480,0,7000
297.25,110983,297,2,0.001,0.987,0.388,0.227,  0.5480,0,7000
297.5,110983,297,2,0.0,1.0,0.477,0.193,  0.5480,0,7000
297.75,110983,297,4,0.0,1.0,0.555,0.164,  0.5480,0,7000
298.0,110983,298,4,0.0,1.0,0.623,0.14,  0.5480,0,7000
298.25,110983,298,4,0.0,1.0,0.662,0.104,  0.5480,0,7000
298.5,110983,298,4,0.0,1.0,0.64,0.09,  0.5480,0,7000
298.75,110983,298,4,0.0,1.0,0.506,0.123,  0.5480,0,7000
299.0,110983,299,2,0.012,0.817,0.468,0.147,  0.5480,0,7000
299.25,110983,299,2,-0.042,0.537,0.451,0.199,  0.5480,0,7000
299.5,110983,299,2,-0.062,0.434,0.357,0.238,  0.5480,0,7000
299.75,110983,299,1,-0.074,0.387,0.212,0.263,  0.5480,0,7000
300.0,110983,300,1,-0.08,0.318,0.19,0.255,  0.5480,0,7000
300.25,110983,300,1,-0.083,0.287,0.196,0.254,  0.5480,0,7000
300.5,110983,300,1,-0.086,0.278,0.185,0.259,  0.5470,0,7000
300.75,110983,300,1,-0.084,0.276,0.208,0.252,  0.5470,0,7000
