DEPT,GR,ILD,DPHI,SitID,Pick,Formation
200.0,103.875,5.792,0.2,117877,0,4000
200.25,105.113,5.433,0.205,117877,0,4000
200.5,106.043,5.049,0.212,117877,0,4000
200.75,106.365,4.824,0.214,117877,0,4000
201.0,104.548,4.739,0.212,117877,0,4000
201.25,104.256,4.656,0.215,117877,0,4000
201.5,105.187,4.574,0.22,117877,0,4000
201.75,105.506,4.535,0.221,117877,0,4000
202.0,108.882,4.539,0.221,117877,0,4000
202.25,110.425,4.543,0.22,117877,0,4000
202.5,108.915,4.589,0.22,117877,0,4000
202.75,106.79,4.678,0.221,117877,0,4000
203.0,103.139,4.859,0.219,117877,0,4000
203.25,99.794,5.142,0.219,117877,0,4000
203.5,84.84,5.697,0.231,117877,0,4000
203.75,56.748,6.927,0.263,117877,0,4000
204.0,37.823,8.988,0.256,117877,0,4000
204.25,33.867,11.448,0.243,117877,0,4000
204.5,38.77,13.413,0.231,117877,0,4000
204.75,43.064,14.594,0.239,117877,0,4000
205.0,42.772,13.561,0.273,117877,0,4000
205.25,38.816,12.718,0.289,117877,0,4000
205.5,35.168,12.727,0.285,117877,0,4000
205.75,34.874,13.849,0.274,117877,0,4000
206.0,35.805,13.231,0.278,117877,0,4000
206.25,40.709,12.18,0.28,117877,0,4000
206.5,60.278,10.806,0.27,117877,0,4000
206.75,74.04,8.657,0.25,117877,0,4000
207.0,78.64,7.265,0.238,117877,0,4000
207.25,73.46,7.545,0.26,117877,0,4000
207.5,63.699,9.433,0.289,117877,0,4000
207.75,49.66,10.851,0.307,117877,0,4000
208.0,45.093,11.375,0.314,117877,0,4000
208.25,44.805,11.278,0.314,117877,0,4000
208.5,47.266,10.192,0.307,117877,0,4000
208.75,49.721,8.241,0.295,117877,0,4000
209.0,53.404,6.915,0.285,117877,0,4000
209.25,53.723,6.079,0.287,117877,0,4000
209.5,57.405,5.917,0.301,117877,0,4000
209.75,52.838,6.377,0.315,117877,0,4000
210.0,50.413,7.068,0.298,117877,0,4000
210.25,52.868,7.008,0.282,117877,0,4000
210.5,58.993,6.95,0.289,117877,0,4000
210.75,61.453,7.285,0.298,117877,0,4000
211.0,58.413,7.852,0.299,117877,0,4000
211.25,54.154,8.231,0.295,117877,0,4000
211.5,54.472,8.162,0.284,117877,0,4000
211.75,57.543,8.093,0.279,117877,0,4000
212.0,58.477,8.099,0.28,117877,0,4000
212.25,55.435,8.732,0.275,117877,0,4000
212.5,53.314,9.411,0.266,117877,0,4000
212.75,55.16,9.958,0.26,117877,0,4000
213.0,57.314,10.15,0.263,117877,0,4000
213.25,57.331,10.445,0.276,117877,0,4000
213.5,53.373,10.455,0.28,117877,0,4000
213.75,52.776,10.462,0.275,117877,0,4000
214.0,56.461,10.279,0.256,117877,0,4000
214.25,58.918,9.73,0.23,117877,0,4000
214.5,60.156,8.876,0.227,117877,0,4000
214.75,59.863,8.402,0.222,117877,0,4000
215.0,59.575,8.487,0.21,117877,0,4000
215.25,59.589,9.148,0.213,117877,0,4000
215.5,58.077,9.77,0.245,117877,0,4000
215.75,55.342,10.338,0.263,117877,0,4000
216.0,53.527,10.736,0.283,117877,0,4000
216.25,53.846,10.944,0.287,117877,0,4000
216.5,54.472,10.458,0.278,117877,0,4000
216.75,53.265,10.178,0.264,117877,0,4000
217.0,49.615,11.492,0.256,117877,0,4000
217.25,46.27,13.097,0.264,117877,0,4000
217.5,43.23,14.65,0.275,117877,0,4000
217.75,38.052,15.94,0.286,117877,0,4000
218.0,33.483,16.708,0.292,117877,0,4000
218.25,31.667,17.676,0.295,117877,0,4000
218.5,31.685,18.359,0.295,117877,0,4000
218.75,32.309,18.717,0.29,117877,0,4000
219.0,32.324,18.913,0.292,117877,0,4000
219.25,32.645,18.926,0.293,117877,0,4000
219.5,32.966,19.114,0.294,117877,0,4000
219.75,32.674,19.129,0.297,117877,0,4000
220.0,32.384,19.147,0.304,117877,0,4000
220.25,32.707,19.337,0.301,117877,0,4000
220.5,34.86,19.354,0.295,117877,0,4000
220.75,36.401,19.37,0.291,117877,0,4000
221.0,36.111,19.384,0.287,117877,0,4000
221.25,35.515,19.401,0.288,117877,0,4000
221.5,35.838,19.417,0.293,117877,0,4000
221.75,36.768,19.431,0.296,117877,0,4000
222.0,38.313,19.448,0.292,117877,0,4000
222.25,38.634,19.466,0.277,117877,0,4000
222.5,37.733,19.482,0.29,117877,0,4000
222.75,36.218,19.317,0.302,117877,0,4000
223.0,35.625,18.976,0.321,117877,0,4000
223.25,36.555,18.48,0.319,117877,0,4000
223.5,38.405,18.146,0.318,117877,0,4000
223.75,38.728,17.825,0.32,117877,0,4000
224.0,38.739,17.675,0.322,117877,0,4000
224.25,39.369,17.526,0.325,117877,0,4000
224.5,39.994,17.378,0.325,117877,0,4000
224.75,40.007,17.232,0.324,117877,0,4000
225.0,39.106,17.249,0.32,117877,0,4000
225.25,39.121,17.261,0.319,117877,0,4000
225.5,39.444,17.273,0.322,117877,0,4000
225.75,38.845,17.285,0.324,117877,0,4000
226.0,38.862,17.301,0.328,117877,0,4000
226.25,41.321,17.315,0.325,117877,0,4000
226.5,40.42,17.489,0.321,117877,0,4000
226.75,39.822,17.505,0.321,117877,0,4000
227.0,37.701,17.517,0.322,117877,0,4000
227.25,38.937,17.695,0.318,117877,0,4000
227.5,38.648,17.874,0.315,117877,0,4000
227.75,36.523,18.223,0.315,117877,0,4000
228.0,35.011,18.408,0.315,117877,0,4000
228.25,35.332,18.424,0.317,117877,0,4000
228.5,36.877,18.099,0.318,117877,0,4000
228.75,38.112,17.616,0.318,117877,0,4000
229.0,38.435,17.15,0.318,117877,0,4000
229.25,38.754,17.006,0.318,117877,0,4000
229.5,38.771,17.016,0.317,117877,0,4000
229.75,38.175,16.876,0.318,117877,0,4000
230.0,37.885,16.89,0.329,117877,0,4000
230.25,37.901,16.746,0.339,117877,0,4000
230.5,38.221,16.603,0.338,117877,0,4000
230.75,38.541,16.465,0.335,117877,0,4000
231.0,38.558,16.328,0.332,117877,0,4000
231.25,38.573,16.187,0.333,117877,0,4000
231.5,38.279,16.049,0.335,117877,0,4000
231.75,39.211,16.063,0.331,117877,0,4000
232.0,38.312,16.075,0.325,117877,0,4000
232.25,38.938,15.939,0.317,117877,0,4000
232.5,40.481,15.952,0.321,117877,0,4000
232.75,40.494,16.417,0.325,117877,0,4000
233.0,39.899,16.738,0.325,117877,0,4000
233.25,41.138,16.595,0.328,117877,0,4000
233.5,41.153,16.305,0.33,117877,0,4000
233.75,41.472,16.016,0.328,117877,0,4000
234.0,42.711,16.029,0.325,117877,0,4000
234.25,44.254,15.317,0.322,117877,0,4000
234.5,45.186,14.101,0.32,117877,0,4000
234.75,47.034,12.982,0.317,117877,0,4000
235.0,49.799,13.485,0.316,117877,0,4000
235.25,51.342,13.747,0.318,117877,0,4000
235.5,51.05,13.887,0.318,117877,0,4000
235.75,50.151,13.899,0.317,117877,0,4000
236.0,50.469,14.04,0.312,117877,0,4000
236.25,52.012,14.049,0.309,117877,0,4000
236.5,52.333,14.061,0.312,117877,0,4000
236.75,50.212,14.204,0.313,117877,0,4000
237.0,49.616,14.215,0.309,117877,0,4000
237.25,51.463,14.225,0.296,117877,0,4000
237.5,55.449,14.237,0.265,117877,0,4000
237.75,59.436,14.12,0.261,117877,0,4000
238.0,62.506,13.998,0.315,117877,0,4000
238.25,66.799,14.009,0.327,117877,0,4000
238.5,70.48,13.637,0.323,117877,0,4000
238.75,72.328,12.671,0.306,117877,0,4000
239.0,76.011,10.439,0.274,117877,0,4000
239.25,79.08,9.174,0.249,117877,0,4000
239.5,80.015,8.214,0.226,117877,0,4000
239.75,80.943,7.564,0.229,117877,0,4000
240.0,86.152,7.16,0.234,117877,0,4000
240.25,87.695,6.778,0.237,117877,0,4000
240.5,87.101,6.721,0.219,117877,0,4000
240.75,84.978,6.852,0.21,117877,0,4000
241.0,84.686,7.116,0.213,117877,0,4000
241.25,88.367,7.743,0.223,117877,0,4000
241.5,85.939,8.191,0.222,117877,0,4000
241.75,80.763,8.509,0.221,117877,0,4000
242.0,80.472,8.755,0.212,117877,0,4000
242.25,81.101,9.009,0.214,117877,0,4000
242.5,81.42,9.271,0.214,117877,0,4000
242.75,83.571,9.365,0.214,117877,0,4000
243.0,85.116,9.459,0.215,117877,0,4000
243.25,85.13,9.469,0.21,117877,0,4000
243.5,84.534,9.476,0.202,117877,0,4000
243.75,83.024,9.483,0.197,117877,0,4000
244.0,82.73,9.145,0.2,117877,0,4000
244.25,83.662,8.739,0.206,117877,0,4000
244.5,82.455,8.664,0.212,117877,0,4000
244.75,80.637,8.51,0.214,117877,0,4000
245.0,80.347,8.284,0.213,117877,0,4000
245.25,80.364,8.063,0.215,117877,0,4000
245.5,80.074,7.996,0.217,117877,0,4000
245.75,80.395,7.71,0.236,117877,0,4000
246.0,81.938,6.715,0.246,117877,0,4000
246.25,81.648,5.902,0.234,117877,0,4000
246.5,80.443,5.384,0.232,117877,0,4000
246.75,80.149,4.957,0.236,117877,0,4000
247.0,83.221,4.649,0.239,117877,0,4000
247.25,85.988,3.901,0.24,117877,0,4000
247.5,86.307,3.335,0.248,117877,0,4000
247.75,83.265,3.276,0.258,117877,0,4000
248.0,80.533,3.665,0.249,117877,0,4000
248.25,76.27,4.374,0.213,117877,0,4000
248.5,74.147,5.221,0.21,117877,0,4000
248.75,76.3,6.231,0.224,117877,0,4000
249.0,78.76,7.37,0.252,117877,0,4000
249.25,78.472,7.944,0.263,117877,0,4000
249.5,81.845,8.1,0.263,117877,0,4000
249.75,84.918,8.181,0.265,117877,0,4000
250.0,84.322,8.188,0.267,117877,0,4000
250.25,82.808,8.044,0.267,117877,0,4000
250.5,82.821,7.757,0.265,117877,0,4000
250.75,81.309,7.141,0.259,117877,0,4000
251.0,78.882,6.698,0.243,117877,0,4000
251.25,78.287,6.519,0.229,117877,0,4000
251.5,77.386,6.346,0.23,117877,0,4000
251.75,77.401,6.351,0.241,117877,0,4000
252.0,81.386,6.356,0.235,117877,0,4000
252.25,84.153,6.362,0.228,117877,0,4000
252.5,84.471,6.546,0.228,117877,0,4000
252.75,81.432,6.799,0.22,117877,0,4000
253.0,79.309,7.062,0.155,117877,0,4000
253.25,81.157,7.471,0.135,117877,0,4000
253.5,87.893,7.688,0.164,117877,0,4000
253.75,89.742,7.623,0.194,117877,0,4000
254.0,87.007,7.489,0.257,117877,0,4000
254.25,82.44,7.426,0.253,117877,0,4000
254.5,78.486,7.501,0.253,117877,0,4000
254.75,76.056,7.578,0.261,117877,0,4000
255.0,72.711,7.654,0.272,117877,0,4000
255.25,69.365,7.803,0.281,117877,0,4000
255.5,67.852,7.882,0.285,117877,0,4000
255.75,68.785,7.963,0.282,117877,0,4000
256.0,68.801,8.043,0.281,117877,0,4000
256.25,68.814,8.124,0.283,117877,0,4000
256.5,71.579,8.282,0.281,117877,0,4000
256.75,69.458,8.445,0.279,117877,0,4000
257.0,70.084,8.531,0.281,117877,0,4000
257.25,71.629,8.861,0.284,117877,0,4000
257.5,70.113,9.638,0.279,117877,0,4000
257.75,66.464,10.984,0.233,117877,0,4000
258.0,62.2,12.989,0.056,117877,0,4000
258.25,53.968,17.654,0.023,117877,0,4000
258.5,52.763,20.875,0.01,117877,0,4000
258.75,56.444,17.196,0.045,117877,0,4000
259.0,63.789,12.212,0.091,117877,0,4000
259.25,69.609,10.439,0.152,117877,0,4000
259.5,77.567,8.679,0.252,117877,0,4000
259.75,82.165,7.351,0.291,117877,0,4000
260.0,79.125,6.705,0.291,117877,0,4000
260.25,73.947,6.65,0.277,117877,0,4000
260.5,69.991,6.906,0.278,117877,0,4000
260.75,72.756,7.106,0.274,117877,0,4000
261.0,74.301,7.112,0.265,117877,0,4000
261.25,73.096,7.052,0.264,117877,0,4000
261.5,74.026,6.992,0.26,117877,0,4000
261.75,74.652,6.998,0.238,117877,0,4000
262.0,71.916,7.068,0.211,117877,0,4000
262.25,67.657,7.207,0.194,117877,0,4000
262.5,67.978,7.28,0.213,117877,0,4000
262.75,69.211,7.285,0.238,117877,0,4000
263.0,68.615,7.091,0.253,117877,0,4000
263.25,67.411,6.062,0.274,117877,0,4000
263.5,69.257,5.231,0.276,117877,0,4000
263.75,74.466,4.229,0.262,117877,0,4000
264.0,79.674,3.06,0.247,117877,0,4000
264.25,84.272,2.616,0.237,117877,0,4000
264.5,84.593,2.476,0.237,117877,0,4000
264.75,83.692,2.478,0.238,117877,0,4000
265.0,83.709,2.48,0.232,117877,0,4000
265.25,83.421,2.482,0.236,117877,0,4000
265.5,84.351,2.508,0.239,117877,0,4000
265.75,84.672,2.533,0.239,117877,0,4000
266.0,83.772,2.558,0.235,117877,0,4000
266.25,82.257,2.608,0.228,117877,0,4000
266.5,80.443,2.811,0.231,117877,0,4000
266.75,79.843,3.204,0.232,117877,0,4000
267.0,79.555,3.824,0.252,117877,0,4000
267.25,78.348,4.915,0.26,117877,0,4000
267.5,78.669,5.867,0.26,117877,0,4000
267.75,79.601,5.872,0.262,117877,0,4000
268.0,76.865,5.307,0.277,117877,0,4000
268.25,76.269,4.752,0.272,117877,0,4000
268.5,76.9,4.139,0.262,117877,0,4000
268.75,77.831,3.705,0.261,117877,0,4000
269.0,78.148,3.38,0.27,117877,0,4000
269.25,78.166,3.112,0.273,117877,0,4000
269.5,75.43,2.892,0.272,117877,0,4000
269.75,73.917,2.764,0.263,117877,0,4000
270.0,75.766,2.714,0.253,117877,0,4000
270.25,78.223,2.767,0.254,117877,0,4000
270.5,77.627,2.928,0.246,117877,0,4000
270.75,79.17,3.014,0.241,117877,0,4000
