DEPT,GR,ILD,DPHI,SitID,Pick
0.0,55.737,68.803,0.004,125537,0
0.25,54.56,68.806,0.004,125537,0
0.5,53.972,67.846,0.004,125537,0
0.75,53.385,67.849,0.004,125537,0
1.0,52.799,67.852,0.004,125537,0
1.25,48.062,68.819,0.002,125537,0
1.5,44.513,68.821,0.002,125537,0
1.75,48.078,68.824,0.004,125537,0
2.0,46.897,68.827,0.006,125537,0
2.25,43.347,65.058,0.009,125537,0
2.5,43.947,62.366,0.015,125537,0
2.75,44.546,59.786,0.016,125537,0
3.0,44.553,54.94,0.015,125537,0
3.25,48.118,46.392,0.012,125537,0
3.5,48.717,35.998,0.01,125537,0
3.75,46.946,24.953,0.009,125537,0
4.0,45.767,15.237,0.006,125537,0
4.25,43.995,10.268,0.006,125537,0
4.5,49.931,7.531,0.006,125537,0
4.75,51.124,5.927,0.007,125537,0
5.0,47.575,6.096,0.01,125537,0
5.25,45.21,5.446,0.038,125537,0
5.5,45.808,5.682,0.23,125537,0
5.75,48.188,6.097,0.283,125537,0
6.0,49.974,5.763,0.32,125537,0
6.25,50.572,5.006,0.249,125537,0
6.5,49.986,4.798,0.237,125537,0
6.75,45.843,4.6,0.229,125537,0
7.0,45.257,4.6,0.259,125537,0
7.25,49.414,4.6,0.253,125537,0
7.5,47.049,4.732,0.182,125537,0
7.75,47.058,4.868,0.153,125537,0
8.0,42.32,5.078,0.165,125537,0
8.25,39.957,5.224,0.165,125537,0
8.5,42.334,5.224,0.197,125537,0
8.75,44.712,5.151,0.23,125537,0
9.0,40.569,5.079,0.159,125537,0
9.25,39.983,5.008,0.131,125537,0
9.5,38.211,4.938,0.133,125537,0
9.75,38.813,4.869,0.208,125537,0
10.0,37.634,4.87,0.226,125537,0
10.25,35.269,4.87,0.166,125537,0
10.5,38.239,4.87,0.27,125537,0
10.75,37.654,4.87,0.359,125537,0
11.0,39.44,4.802,0.399,125537,0
11.25,35.298,4.803,0.389,125537,0
11.5,35.898,4.803,0.36,125537,0
11.75,39.463,4.803,0.371,125537,0
12.0,42.432,5.301,0.382,125537,0
12.25,43.032,5.227,0.35,125537,0
12.5,40.075,5.302,0.344,125537,0
12.75,39.49,5.302,0.397,125537,0
13.0,40.088,5.302,0.45,125537,0
13.25,37.724,5.302,0.436,125537,0
13.5,38.916,5.228,0.438,125537,0
13.75,40.111,5.083,0.463,125537,0
14.0,38.339,5.012,0.476,125537,0
14.25,40.716,5.013,0.454,125537,0
14.5,40.723,5.013,0.454,125537,0
14.75,38.953,5.013,0.457,125537,0
15.0,40.738,5.013,0.462,125537,0
15.25,40.151,5.014,0.429,125537,0
15.5,37.193,5.014,0.451,125537,0
15.75,34.83,4.875,0.428,125537,0
16.0,36.616,4.875,0.468,125537,0
16.25,37.807,4.807,0.471,125537,0
16.5,38.407,4.807,0.475,125537,0
16.75,37.821,4.807,0.472,125537,0
17.0,39.013,4.807,0.456,125537,0
17.25,41.394,4.808,0.451,125537,0
17.5,44.365,4.808,0.452,125537,0
17.75,47.928,4.876,0.47,125537,0
18.0,47.343,4.946,0.465,125537,0
18.25,48.536,5.016,0.449,125537,0
18.5,46.17,5.16,0.446,125537,0
18.75,44.993,5.308,0.455,125537,0
19.0,47.371,5.776,0.459,125537,0
19.25,47.971,6.375,0.349,125537,0
19.5,48.571,8.817,0.232,125537,0
19.75,51.542,17.592,0.195,125537,0
20.0,55.7,29.637,0.157,125537,0
20.25,52.74,38.198,0.327,125537,0
20.5,55.119,44.606,0.326,125537,0
20.75,54.533,49.933,0.337,125537,0
21.0,60.469,57.495,0.369,125537,0
21.25,58.697,80.644,0.229,125537,0
21.5,57.52,87.764,0.085,125537,0
21.75,60.49,92.858,0.148,125537,0
22.0,67.612,65.283,0.137,125537,0
22.25,78.885,55.126,0.201,125537,0
22.5,89.565,42.775,0.372,125537,1
22.75,91.943,40.431,0.424,125537,0
23.0,94.322,38.217,0.385,125537,0
23.25,89.589,35.617,0.297,125537,0
23.5,91.964,30.936,0.375,125537,0
23.75,96.716,28.832,0.404,125537,0
24.0,98.502,26.495,0.435,125537,0
24.25,91.392,25.399,0.438,125537,0
24.5,87.841,24.694,0.412,125537,0
24.75,88.443,24.35,0.406,125537,0
25.0,92.007,24.01,0.4,125537,0
25.25,93.793,24.011,0.393,125537,0
25.5,91.427,24.012,0.384,125537,0
25.75,90.841,23.677,0.388,125537,0
26.0,92.628,23.347,0.416,125537,0
26.25,94.414,23.021,0.398,125537,0
26.5,89.084,22.7,0.422,125537,0
26.75,89.091,22.383,0.417,125537,0
27.0,89.689,21.762,0.384,125537,0
27.25,93.255,21.458,0.377,125537,0
27.5,93.262,21.159,0.372,125537,0
27.75,96.825,20.864,0.38,125537,0
28.0,91.496,20.865,0.388,125537,0
28.25,95.064,20.865,0.385,125537,0
28.5,93.881,21.163,0.391,125537,0
28.75,90.924,21.163,0.413,125537,0
29.0,90.931,21.165,0.407,125537,0
29.25,95.088,21.165,0.401,125537,0
29.5,91.537,20.87,0.405,125537,0
29.75,89.766,20.579,0.396,125537,0
30.0,90.958,20.579,0.382,125537,0
30.25,95.709,20.581,0.407,125537,0
30.5,88.007,20.582,0.419,125537,0
30.75,70.227,20.582,0.395,125537,0
31.0,56.597,21.472,0.34,125537,0
31.25,51.268,28.068,0.147,125537,0
31.5,53.646,29.697,0.06,125537,0
31.75,70.255,84.282,0.215,125537,0
32.0,86.863,56.005,0.322,125537,0
32.25,86.87,56.803,0.337,125537,0
32.5,88.063,61.818,0.322,125537,0
32.75,91.034,75.307,0.329,125537,0
33.0,85.112,90.456,0.359,125537,0
33.25,96.977,89.194,0.353,125537,0
33.5,99.949,84.308,0.341,125537,0
33.75,92.841,87.953,0.352,125537,0
34.0,96.407,101.272,0.333,125537,0
34.25,88.704,104.173,0.343,125537,0
34.5,88.711,111.784,0.355,125537,0
34.75,83.975,132.39,0.326,125537,0
35.0,80.424,104.186,0.286,125537,0
35.25,106.523,84.334,0.273,125537,0
35.5,101.786,76.414,0.297,125537,0
35.75,94.677,79.718,0.327,125537,0
36.0,80.454,85.542,0.325,125537,0
36.25,66.824,95.757,0.3,125537,0
36.5,70.981,104.214,0.289,125537,0
36.75,80.474,104.219,0.286,125537,0
37.0,78.703,154.658,0.268,125537,0
37.25,63.888,249.762,0.264,125537,0
37.5,68.046,283.56,0.279,125537,0
37.75,69.238,268.03,0.289,125537,0
