DEPT,GR,ILD,DPHI,SitID,Pick
15.24,85.425,52.982,0.309,117661,0
15.49,84.199,62.577,0.287,117661,0
15.74,87.275,62.662,0.28,117661,0
15.99,96.496,57.208,0.288,117661,0
16.24,112.478,53.212,0.298,117661,0
16.49,106.336,53.298,0.302,117661,0
16.74,105.725,59.575,0.306,117661,0
16.99,119.863,60.745,0.289,117661,0
17.24,127.241,59.688,0.278,117661,0
17.49,113.723,56.548,0.275,117661,0
17.74,111.268,57.69,0.29,117661,0
17.99,124.792,62.157,0.292,117661,0
18.24,121.108,57.799,0.287,117661,0
18.49,110.048,46.412,0.308,117661,0
18.74,109.437,39.381,0.342,117661,0
18.99,105.138,35.963,0.327,117661,0
19.24,102.683,43.275,0.331,117661,0
19.49,103.916,29.445,0.363,117661,0
19.74,112.523,28.421,0.347,117661,0
19.99,105.765,45.041,0.313,117661,0
20.24,93.477,49.428,0.326,117661,0
20.49,100.855,36.878,0.316,117661,0
20.74,95.942,36.928,0.313,117661,0
20.99,108.237,46.088,0.319,117661,0
21.24,115.614,60.779,0.362,117661,0
21.49,119.92,50.632,0.417,117661,0
21.74,127.297,31.435,0.418,117661,0
21.99,112.551,19.879,0.398,117661,0
22.24,104.565,18.158,0.357,117661,0
22.49,107.641,17.522,0.31,117661,0
22.74,118.706,18.535,0.294,117661,0
22.99,121.168,28.314,0.277,117661,0
23.24,121.171,36.002,0.265,117661,0
23.49,109.497,46.614,0.252,117661,0
23.74,90.449,41.793,0.238,117661,0
23.99,89.838,39.595,0.23,117661,0
24.24,93.528,39.638,0.233,117661,0
24.49,94.76,45.976,0.244,117661,0
24.74,108.899,48.634,0.252,117661,0
24.99,120.578,39.777,0.256,117661,0
25.24,126.727,39.831,0.262,117661,0
25.49,125.501,42.904,0.285,117661,0
25.74,106.453,38.477,0.31,117661,0
25.99,84.331,28.7,0.384,117661,0
26.24,97.856,23.921,0.425,117661,0
26.49,89.255,25.766,0.451,117661,0
26.74,91.102,29.879,0.443,117661,0
26.99,99.094,32.21,0.43,117661,0
27.24,99.712,33.452,0.421,117661,0
27.49,102.173,34.109,0.408,117661,0
27.74,96.03,32.306,0.372,117661,0
27.99,102.794,28.445,0.352,117661,0
28.24,124.307,30.648,0.382,117661,0
28.49,135.987,34.892,0.379,117661,0
28.74,129.23,42.754,0.371,117661,0
28.99,116.941,53.358,0.365,117661,0
29.24,102.195,63.056,0.389,117661,0
29.49,112.646,57.583,0.402,117661,0
29.74,114.493,48.846,0.378,117661,0
29.99,118.183,57.692,0.338,117661,0
30.24,121.874,72.002,0.3,117661,0
30.49,118.189,59.998,0.313,117661,0
30.74,115.734,49.981,0.319,117661,0
30.99,118.196,55.882,0.313,117661,0
31.24,120.043,56.98,0.304,117661,0
31.49,108.984,58.099,0.305,117661,0
31.74,100.998,58.162,0.322,117661,0
31.99,102.229,59.305,0.338,117661,0
32.24,113.295,54.158,0.339,117661,0
32.49,102.85,50.388,0.347,117661,0
32.74,101.625,56.307,0.34,117661,0
32.99,104.701,61.809,0.324,117661,0
33.24,110.849,61.892,0.33,117661,0
33.49,112.082,60.831,0.339,117661,0
33.74,105.325,60.88,0.348,117661,0
33.99,109.63,62.11,0.35,117661,0
34.24,109.633,62.144,0.354,117661,0
34.49,107.792,63.382,0.356,117661,0
34.74,108.41,67.046,0.361,117661,0
34.99,99.809,73.577,0.34,117661,0
35.24,99.812,73.677,0.302,117661,0
35.49,97.972,69.801,0.301,117661,0
35.74,83.225,66.147,0.289,117661,0
35.99,88.145,73.936,0.287,117661,0
