DEPT,GR,ILD,DPHI,SitID,Pick
0.0,45.112,0.0,0.092,120723,0
0.25,39.372,0.0,0.097,120723,0
0.5,26.11,0.0,0.103,120723,0
0.75,25.482,0.0,0.106,120723,0
1.0,36.585,0.0,0.1,120723,0
1.25,37.157,0.0,0.093,120723,0
1.5,30.815,0.0,0.093,120723,0
1.75,34.097,0.0,0.096,120723,0
2.0,37.679,0.0,0.093,120723,0
2.25,31.935,0.0,0.089,120723,0
2.5,27.698,0.0,0.094,120723,0
2.75,25.269,0.0,0.107,120723,0
3.0,21.631,0.0,0.135,120723,0
3.25,25.216,0.0,0.127,120723,0
3.5,23.085,0.0,0.127,120723,0
3.75,32.681,0.0,0.14,120723,0
4.0,32.952,0.0,0.143,120723,0
4.25,37.74,0.0,0.152,120723,0
4.5,31.699,0.0,0.149,120723,0
4.75,41.597,0.0,0.129,120723,0
5.0,33.751,0.0,0.154,120723,0
5.25,24.7,0.0,0.136,120723,0
5.5,32.191,0.0,0.125,120723,0
5.75,41.19,0.0,0.148,120723,0
6.0,40.261,0.0,0.13,120723,0
6.25,42.34,0.0,0.144,120723,0
6.5,34.19,0.0,0.132,120723,0
6.75,37.171,0.0,0.107,120723,0
7.0,44.666,0.0,0.117,120723,0
7.25,46.443,0.0,0.15,120723,0
7.5,49.123,0.0,0.147,120723,1
7.75,46.988,0.0,0.105,120723,0
8.0,47.864,0.0,0.11,120723,0
8.25,52.652,0.0,0.111,120723,0
8.5,45.104,0.0,0.116,120723,0
8.75,36.658,0.0,0.084,120723,0
9.0,52.269,0.0,0.121,120723,0
9.25,57.655,0.0,0.13,120723,0
9.5,59.43,0.0,0.105,120723,0
9.75,49.783,0.0,0.066,120723,0
10.0,51.561,4027.23,0.063,120723,0
10.25,62.661,4173.94,0.106,120723,0
10.5,64.436,3366.64,0.226,120723,0
10.75,70.731,1208.75,0.272,120723,0
11.0,57.469,589.834,0.28,120723,0
11.25,49.925,1088.34,0.281,120723,0
11.5,41.474,1606.51,0.284,120723,0
11.75,29.72,2201.06,0.32,120723,0
12.0,38.715,482.789,0.311,120723,0
12.25,32.674,176.593,0.297,120723,0
12.5,28.136,434.695,0.293,120723,0
12.75,32.317,717.401,0.333,120723,0
13.0,42.819,80.54,0.373,120723,0
13.25,45.198,108.315,0.373,120723,0
13.5,39.458,84.948,0.344,120723,0
13.75,25.594,116.387,0.309,120723,0
14.0,40.607,107.909,0.295,120723,0
14.25,45.693,77.824,0.281,120723,0
14.5,48.072,70.17,0.26,120723,0
14.75,43.234,58.715,0.231,120723,0
15.0,41.704,56.51,0.222,120723,0
15.25,48.594,55.399,0.225,120723,0
15.5,56.988,57.409,0.216,120723,0
15.75,52.447,56.289,0.218,120723,0
16.0,42.797,40.227,0.223,120723,0
16.25,43.974,34.302,0.235,120723,0
16.5,41.541,42.022,0.232,120723,0
16.75,49.935,43.967,0.237,120723,0
17.0,49.304,45.168,0.242,120723,0
17.25,56.802,48.138,0.251,120723,0
17.5,59.482,54.77,0.227,120723,0
17.75,76.897,49.384,0.21,120723,0
18.0,77.168,29.848,0.171,120723,0
18.25,91.583,37.612,0.208,120723,0
18.5,107.191,43.59,0.251,120723,0
18.75,108.671,35.154,0.262,120723,0
19.0,105.333,33.205,0.239,120723,0
19.25,77.339,29.662,0.229,120723,0
19.5,75.208,71.007,0.261,120723,0
19.75,86.609,46.663,0.285,120723,0
20.0,87.484,38.697,0.292,120723,0
20.25,86.856,22.326,0.256,120723,0
20.5,69.084,28.134,0.287,120723,0
20.75,72.967,64.278,0.295,120723,0
21.0,80.161,93.149,0.286,120723,0
21.25,80.736,111.009,0.315,120723,0
21.5,80.405,92.916,0.3,120723,0
21.75,73.462,57.214,0.285,120723,0
22.0,61.102,140.836,0.29,120723,0
22.25,66.191,70.679,0.299,120723,0
22.5,53.23,121.065,0.294,120723,0
22.75,55.91,234.015,0.31,120723,0
23.0,51.974,256.495,0.332,120723,0
23.25,61.571,183.274,0.322,120723,0
23.5,48.907,99.079,0.301,120723,0
23.75,55.503,204.394,0.316,120723,0
24.0,33.521,148.787,0.288,120723,0
24.25,29.585,182.33,0.307,120723,0
24.5,33.468,254.537,0.311,120723,0
24.75,40.655,242.671,0.303,120723,0
25.0,47.849,302.96,0.315,120723,0
25.25,51.134,101.92,0.304,120723,0
25.5,55.919,79.933,0.284,120723,0
25.75,54.689,63.856,0.276,120723,0
26.0,72.706,42.356,0.252,120723,0
26.25,111.78,33.219,0.221,120723,0
26.5,100.022,23.958,0.194,120723,0
26.75,75.634,20.053,0.186,120723,0
27.0,89.444,27.731,-0.026,120723,0
27.25,112.874,73.545,0.018,120723,0
27.5,116.757,19.067,0.189,120723,0
27.75,108.911,18.01,0.211,120723,0
28.0,116.102,17.988,0.172,120723,0
28.25,112.764,20.086,0.199,120723,0
28.5,110.636,20.061,0.203,120723,0
28.75,91.66,18.257,0.23,120723,0
29.0,108.177,19.46,0.214,120723,0
29.25,121.082,18.378,0.212,120723,0
29.5,100.903,17.848,0.208,120723,0
29.75,95.464,18.851,0.23,120723,0
30.0,91.227,23.32,0.213,120723,0
30.25,96.313,17.456,0.205,120723,0
30.5,91.775,18.264,0.215,120723,0
30.75,81.521,17.739,0.212,120723,0
31.0,84.802,31.536,0.232,120723,0
31.25,101.319,35.876,0.231,120723,0
31.5,109.412,40.434,0.218,120723,0
31.75,104.574,20.673,0.233,120723,0
32.0,101.533,18.984,0.231,120723,0
32.25,87.977,25.538,0.197,120723,0
32.5,91.559,23.678,0.2,120723,0
32.75,89.428,30.397,0.241,120723,0
33.0,80.38,36.563,0.278,120723,0
33.25,86.668,33.581,0.248,120723,0
33.5,107.094,31.425,0.218,120723,0
33.75,96.238,35.755,0.241,120723,0
34.0,87.785,32.833,0.22,120723,0
34.25,84.457,33.104,0.225,120723,0
34.5,60.67,39.825,0.242,120723,0
34.75,62.144,38.681,0.28,120723,0
35.0,53.396,202.238,0.306,120723,0
35.25,60.286,131.695,0.29,120723,0
35.5,70.487,55.38,0.282,120723,0
35.75,85.798,34.741,0.255,120723,0
36.0,83.967,40.639,0.246,120723,0
36.25,88.451,56.208,0.256,120723,0
36.5,97.75,53.58,0.263,120723,0
36.75,97.119,71.401,0.272,120723,0
37.0,89.274,85.091,0.275,120723,0
37.25,75.11,53.379,0.281,120723,0
37.5,83.507,276.54,0.276,120723,0
37.75,93.705,79.418,0.25,120723,0
38.0,104.808,52.687,0.265,120723,0
38.25,76.207,94.541,0.268,120723,0
38.5,68.662,489.788,0.282,120723,0
38.75,85.178,65.612,0.273,120723,0
39.0,77.931,85.003,0.265,120723,0
39.25,64.673,49.972,0.265,120723,0
39.5,86.9,87.189,0.272,120723,0
39.75,84.768,67.12,0.259,120723,0
40.0,76.021,64.579,0.283,120723,0
40.25,72.679,59.33,0.298,120723,0
40.5,66.044,134.321,0.281,120723,0
40.75,54.285,376.664,0.298,120723,0
41.0,66.585,289.966,0.283,120723,0
41.25,56.638,142.817,0.277,120723,0
41.5,70.141,109.944,0.287,120723,0
41.75,74.933,93.737,0.279,120723,0
42.0,60.769,126.063,0.277,120723,0
42.25,71.568,171.145,0.29,120723,0
42.5,79.364,232.35,0.309,120723,0
42.75,73.019,129.143,0.278,120723,0
43.0,67.88,194.208,0.252,120723,0
43.25,55.517,83.978,0.229,120723,0
43.5,58.203,69.641,0.26,120723,0
43.75,66.898,74.924,0.277,120723,0
44.0,73.186,301.937,0.304,120723,0
44.25,74.363,76.851,0.31,120723,0
44.5,68.021,151.338,0.282,120723,0
44.75,91.451,54.844,0.263,120723,0
45.0,51.726,88.008,0.275,120723,0
45.25,55.909,631.405,0.302,120723,0
45.5,52.575,100.008,0.295,120723,0
45.75,48.037,606.833,0.314,120723,0
46.0,48.609,373.664,0.314,120723,0
46.25,61.213,104.374,0.287,120723,0
46.5,73.218,172.228,0.278,120723,0
46.75,49.431,55.825,0.269,120723,0
47.0,38.278,93.859,0.278,120723,0
47.25,29.831,242.036,0.319,120723,0
47.5,26.193,422.428,0.341,120723,0
47.75,23.76,350.252,0.322,120723,0
48.0,23.734,337.043,0.314,120723,0
48.25,29.12,561.348,0.332,120723,0
48.5,36.01,681.639,0.311,120723,0
48.75,34.48,592.163,0.306,120723,0
49.0,47.385,569.741,0.328,120723,0
49.25,47.659,182.962,0.311,120723,0
49.5,43.425,176.062,0.314,120723,0
49.75,30.164,196.597,0.324,120723,0
50.0,34.347,551.302,0.315,120723,0
