DEPT,GR,ILD,DPHI,SitID,Pick,Formation
340.0,98.894,2.695,0.255,141878,0,9000
340.25,99.51,2.681,0.252,141878,0,9000
340.5,99.157,2.764,0.25,141878,0,9000
340.75,94.807,2.844,0.249,141878,0,9000
341.0,90.941,2.959,0.257,141878,0,9000
341.25,98.945,3.039,0.257,141878,0,9000
341.5,97.624,3.11,0.243,141878,0,9000
341.75,95.937,3.224,0.231,141878,0,9000
342.0,94.86,3.323,0.221,141878,0,9000
342.25,94.685,3.362,0.213,141878,0,9000
342.5,94.094,3.377,0.21,141878,0,9000
342.75,94.101,3.378,0.223,141878,0,9000
343.0,94.11,3.367,0.231,141878,0,9000
343.25,92.182,3.362,0.236,141878,0,9000
343.5,89.285,3.332,0.226,141878,0,9000
343.75,85.359,3.334,0.202,141878,0,9000
344.0,91.425,3.404,0.185,141878,0,9000
344.25,95.613,3.543,0.208,141878,0,9000
344.5,97.319,3.585,0.227,141878,0,9000
344.75,100.418,3.586,0.234,141878,0,9000
345.0,98.734,3.561,0.238,141878,0,9000
345.25,97.168,3.509,0.24,141878,0,9000
345.5,108.623,3.484,0.239,141878,0,9000
345.75,94.282,3.377,0.236,141878,0,9000
346.0,89.507,3.187,0.239,141878,0,9000
346.25,92.244,3.077,0.244,141878,0,9000
346.5,96.249,2.977,0.242,141878,0,9000
346.75,92.565,2.972,0.252,141878,0,9000
347.0,81.433,3.924,0.256,141878,0,9000
347.25,71.754,4.735,0.255,141878,0,9000
347.5,63.528,6.49,0.268,141878,0,9000
347.75,53.363,9.463,0.288,141878,0,9000
348.0,43.623,13.566,0.323,141878,0,9000
348.25,51.143,18.77,0.358,141878,0,9000
348.5,55.089,23.035,0.401,141878,0,9000
348.75,57.521,21.5,0.397,141878,0,9000
349.0,60.076,12.259,0.392,141878,0,9000
349.25,62.507,8.885,0.385,141878,0,9000
349.5,65.121,7.37,0.379,141878,0,9000
349.75,68.282,6.626,0.375,141878,0,9000
350.0,69.138,6.255,0.372,141878,0,9000
350.25,66.122,6.061,0.37,141878,0,9000
350.5,60.62,5.997,0.389,141878,0,9000
350.75,56.27,6.044,0.425,141878,0,9000
351.0,51.496,6.301,0.407,141878,0,9000
351.25,49.568,6.387,0.369,141878,0,9000
351.5,48.247,6.366,0.336,141878,0,9000
351.75,47.468,6.274,0.317,141878,0,9000
352.0,45.662,6.137,0.329,141878,0,9000
352.25,44.401,5.948,0.335,141878,0,9000
352.5,44.471,5.905,0.334,141878,0,9000
352.75,45.691,5.776,0.324,141878,0,9000
353.0,45.278,5.682,0.322,141878,0,9000
353.25,51.828,5.684,0.32,141878,0,9000
353.5,51.656,5.795,0.321,141878,0,9000
353.75,60.63,5.896,0.32,141878,0,9000
354.0,71.903,6.09,0.31,141878,0,9000
354.25,82.392,6.161,0.287,141878,0,9000
354.5,88.639,6.327,0.265,141878,0,9000
354.75,92.282,6.462,0.241,141878,0,9000
355.0,91.626,6.599,0.221,141878,0,9000
355.25,88.609,6.566,0.235,141878,0,9000
355.5,83.35,6.519,0.251,141878,0,9000
355.75,78.335,6.401,0.266,141878,0,9000
356.0,75.74,6.309,0.295,141878,0,9000
356.25,76.173,6.229,0.31,141878,0,9000
356.5,78.908,6.185,0.302,141878,0,9000
356.75,83.521,6.188,0.297,141878,0,9000
357.0,87.832,6.237,0.305,141878,0,9000
357.25,89.173,6.31,0.31,141878,0,9000
357.5,90.213,6.42,0.305,141878,0,9000
357.75,95.007,6.495,0.301,141878,0,9000
358.0,99.378,6.547,0.308,141878,0,9000
358.25,101.749,6.577,0.316,141878,0,9000
358.5,95.461,6.577,0.281,141878,0,9000
358.75,91.233,6.581,0.248,141878,0,9000
359.0,88.396,6.595,0.23,141878,0,9000
359.25,85.923,6.686,0.225,141878,0,9000
359.5,84.479,6.802,0.224,141878,0,9000
359.75,88.911,6.973,0.224,141878,0,9000
360.0,90.739,7.015,0.221,141878,0,9000
360.25,91.171,6.979,0.219,141878,0,9000
360.5,97.845,6.969,0.232,141878,0,9000
360.75,103.425,6.92,0.249,141878,0,9000
361.0,108.824,6.845,0.269,141878,0,9000
361.25,113.619,6.585,0.285,141878,0,9000
361.5,115.566,6.38,0.285,141878,0,9000
361.75,103.891,6.001,0.203,141878,0,9000
362.0,96.875,5.376,0.16,141878,0,9000
362.25,97.186,5.247,0.142,141878,0,9000
362.5,104.646,4.789,0.132,141878,0,9000
362.75,109.562,4.504,0.14,141878,0,9000
363.0,112.054,3.983,0.166,141878,0,9000
363.25,112.427,3.939,0.203,141878,0,9000
363.5,114.134,3.718,0.225,141878,0,9000
363.75,116.566,3.576,0.236,141878,0,9000
364.0,118.454,3.485,0.246,141878,0,9000
364.25,112.71,3.586,0.26,141878,0,9000
364.5,102.485,4.09,0.274,141878,0,9000
364.75,91.051,4.605,0.284,141878,0,9000
365.0,82.4,5.233,0.291,141878,0,9000
365.25,72.418,5.858,0.271,141878,0,9000
365.5,78.06,6.412,0.236,141878,0,9000
365.75,86.247,7.085,0.206,141878,0,9000
366.0,91.949,7.236,0.175,141878,0,9000
366.25,96.379,7.212,0.207,141878,0,9000
366.5,90.212,6.936,0.257,141878,0,9000
366.75,67.088,6.634,0.297,141878,0,9000
367.0,46.629,6.322,0.328,141878,0,9000
367.25,34.043,6.126,0.346,141878,0,9000
367.5,28.178,6.026,0.353,141878,0,9000
367.75,33.823,5.939,0.348,141878,0,9000
368.0,36.435,5.908,0.339,141878,0,9000
368.25,40.202,5.889,0.338,141878,0,9000
368.5,42.935,5.913,0.342,141878,0,9000
368.75,46.277,5.95,0.345,141878,0,9000
369.0,48.831,5.997,0.344,141878,0,9000
369.25,50.051,6.044,0.339,141878,0,9000
369.5,50.303,6.15,0.336,141878,0,9000
369.75,48.435,6.245,0.334,141878,0,9000
370.0,52.322,6.451,0.331,141878,0,9000
370.25,60.085,6.6,0.326,141878,0,9000
370.5,64.82,6.715,0.318,141878,0,9000
370.75,66.644,6.871,0.304,141878,0,9000
371.0,63.869,6.978,0.295,141878,0,9000
371.25,63.757,6.993,0.285,141878,0,9000
371.5,62.98,6.777,0.293,141878,0,9000
371.75,59.962,6.532,0.309,141878,0,9000
372.0,55.25,6.364,0.32,141878,0,9000
372.25,52.837,6.191,0.327,141878,0,9000
372.5,55.391,6.034,0.33,141878,0,9000
372.75,58.913,5.98,0.328,141878,0,9000
373.0,62.376,5.915,0.326,141878,0,9000
373.25,60.327,5.907,0.331,141878,0,9000
373.5,55.854,5.649,0.341,141878,0,9000
373.75,54.411,5.673,0.349,141878,0,9000
374.0,55.511,5.773,0.353,141878,0,9000
374.25,57.58,5.796,0.355,141878,0,9000
374.5,60.195,5.897,0.354,141878,0,9000
374.75,62.627,5.978,0.346,141878,0,9000
375.0,64.575,6.116,0.34,141878,0,9000
375.25,69.551,6.293,0.339,141878,0,9000
375.5,76.344,6.561,0.335,141878,0,9000
375.75,80.653,6.84,0.327,141878,0,9000
376.0,83.691,6.999,0.317,141878,0,9000
376.25,86.669,7.041,0.311,141878,0,9000
376.5,93.522,7.084,0.303,141878,0,9000
376.75,98.437,7.303,0.286,141878,0,9000
377.0,89.908,7.528,0.274,141878,0,9000
377.25,78.05,7.761,0.243,141878,0,9000
377.5,72.549,8.0,0.216,141878,0,9000
377.75,75.404,8.11,0.191,141878,0,9000
