DEPT,GR,ILD,DPHI,NPHI,SitID,Pick,Formation,VSH,RESD
64.0,92.356,12.391,0.294,0.414,114758,0,7000,0.8514049985922313,2.516971209671396
64.3,86.779,12.865,0.28,0.403,114758,0,7000,0.7851978385891847,2.554511223036165
64.6,63.847,12.619,0.272,0.416,114758,0,7000,0.5129614044507832,2.53520440712628
64.9,42.775,12.379,0.343,0.454,114758,0,7000,0.26280589511167624,2.5160022963690416
65.2,45.876,12.142,0.386,0.411,114758,0,7000,0.29961930790878,2.4966713402954506
65.5,65.093,11.91,0.382,0.369,114758,0,7000,0.5277532497733215,2.4773792229974188
65.8,70.054,11.907,0.344,0.367,114758,0,7000,0.58664758736972,2.477127302310795
66.1,62.617,13.588,0.307,0.402,114758,0,7000,0.4983595025673785,2.609187786241546
66.4,60.76,16.107,0.353,0.405,114758,0,7000,0.47631419216292137,2.7792545809564277
66.7,59.522,17.698,0.348,0.383,114758,0,7000,0.4616173185599499,2.873452203880596
67.0,53.326,17.361,0.275,0.381,114758,0,7000,0.3880617217554176,2.854226887263332
67.3,56.427,17.031,0.314,0.4,114758,0,7000,0.4248751345525213,2.8350358000211084
67.6,66.347,16.084,0.259,0.383,114758,0,7000,0.5426400668154265,2.7778256107707207
67.9,71.927,15.482,0.255,0.392,114758,0,7000,0.6088828412133109,2.739678704693694
68.2,67.59,14.348,0.31,0.426,114758,0,7000,0.5573962977431274,2.663611256631042
68.5,69.452,13.81,0.333,0.438,114758,0,7000,0.5795009654723138,2.6253936915339002
68.8,77.512,13.044,0.356,0.411,114758,0,7000,0.6751849729359243,2.56832902456278
69.1,82.472,12.796,0.345,0.43,114758,0,7000,0.7340674390673769,2.549133403581183
69.4,86.193,12.551,0.31,0.45,114758,0,7000,0.7782411601309123,2.5298011404272547
69.7,88.675,12.548,0.322,0.454,114758,0,7000,0.8077061361265303,2.5295620872678657
70.0,90.536,12.308,0.323,0.479,114758,0,7000,0.829798932390771,2.5102502699391533
70.3,96.117,12.073,0.307,0.455,114758,0,7000,0.8960535782536011,2.4909723826444488
70.6,96.739,11.402,0.294,0.411,114758,0,7000,0.9034376294499243,2.4337896556481216
70.9,96.74,10.976,0.283,0.421,114758,0,7000,0.9034495009148701,2.395711982061832
71.2,100.462,10.564,0.276,0.424,114758,0,7000,0.9476350934433514,2.35745294104557
71.5,101.083,10.56,0.256,0.432,114758,0,7000,0.9550072731747288,2.357074225247364
71.8,101.086,10.76,0.249,0.44,114758,0,7000,0.9550428875695663,2.375836484101236
72.1,91.79,11.823,0.271,0.437,114758,0,7000,0.8446857494328761,2.470047632689635
72.4,67.618,14.281,0.312,0.424,114758,0,7000,0.5577286987616112,2.658930682701627
72.7,58.942,15.4,0.338,0.412,114758,0,7000,0.45473186889135264,2.734368158770022
73.0,58.944,14.823,0.335,0.413,114758,0,7000,0.4547556118212444,2.6961807031587637
73.3,67.624,12.735,0.323,0.437,114758,0,7000,0.5577999275512864,2.5443548936686464
73.6,79.403,12.029,0.328,0.471,114758,0,7000,0.6976339131485407,2.4873212323358898
73.9,81.884,11.798,0.328,0.471,114758,0,7000,0.7270870176792128,2.4679308731818126
