DEPT,GR,ILD,DPHI,NPHI,SitID,Pick,Formation
158.496,117.115,3.124,0.292,0.576,110981,0,7000
158.746,114.521,3.124,0.299,0.605,110981,0,7000
158.996,113.53,3.226,0.3,0.569,110981,0,7000
159.246,114.151,3.312,0.297,0.543,110981,0,7000
159.496,116.414,3.385,0.29,0.532,110981,0,7000
159.746,119.389,3.38,0.29,0.544,110981,0,7000
159.996,122.931,3.443,0.29,0.59,110981,0,7000
160.246,124.699,3.451,0.292,0.561,110981,0,7000
160.496,121.639,3.453,0.284,0.546,110981,0,7000
160.746,115.97,3.399,0.294,0.544,110981,0,7000
160.996,115.411,3.409,0.3,0.561,110981,0,7000
161.246,116.162,3.346,0.302,0.572,110981,0,7000
161.496,112.663,3.306,0.299,0.564,110981,0,7000
161.746,109.183,3.265,0.303,0.552,110981,0,7000
161.996,107.984,3.122,0.304,0.551,110981,0,7000
162.246,105.566,3.054,0.3,0.548,110981,0,7000
162.496,104.913,3.01,0.302,0.557,110981,0,7000
162.746,104.985,2.918,0.313,0.54,110981,0,7000
162.996,104.702,2.863,0.324,0.531,110981,0,7000
163.246,105.22,2.81,0.318,0.531,110981,0,7000
163.496,107.011,2.778,0.327,0.546,110981,0,7000
163.746,112.264,2.719,0.333,0.559,110981,0,7000
163.996,112.953,2.671,0.32,0.547,110981,0,7000
164.246,108.314,2.638,0.32,0.521,110981,0,7000
164.496,104.375,2.615,0.317,0.522,110981,0,7000
164.746,103.497,2.585,0.299,0.54,110981,0,7000
164.996,101.788,2.59,0.279,0.52,110981,0,7000
165.246,99.705,2.605,0.261,0.509,110981,0,7000
165.496,100.436,2.641,0.243,0.523,110981,0,7000
165.746,103.44,2.695,0.33,0.526,110981,0,7000
165.996,105.06,2.751,0.311,0.538,110981,0,7000
166.246,108.122,2.798,0.31,0.526,110981,0,7000
166.496,110.017,2.805,0.307,0.538,110981,0,7000
166.746,110.247,2.81,0.299,0.565,110981,0,7000
166.996,109.288,2.814,0.309,0.565,110981,0,7000
167.246,107.182,2.818,0.32,0.55,110981,0,7000
167.496,105.575,2.822,0.316,0.545,110981,0,7000
167.746,104.952,2.954,0.309,0.569,110981,0,7000
167.996,105.847,3.064,0.306,0.584,110981,0,7000
168.246,106.888,3.104,0.294,0.577,110981,0,7000
168.496,104.596,3.113,0.286,0.553,110981,0,7000
168.746,102.621,3.041,0.285,0.546,110981,0,7000
168.996,104.306,2.952,0.291,0.543,110981,0,7000
169.246,108.892,2.922,0.29,0.532,110981,0,7000
169.496,112.589,2.896,0.28,0.531,110981,0,7000
169.746,111.567,2.851,0.276,0.54,110981,0,7000
169.996,109.799,2.874,0.297,0.547,110981,0,7000
170.246,112.095,2.968,0.298,0.542,110981,0,7000
170.496,114.87,3.008,0.288,0.528,110981,0,7000
170.746,115.961,3.105,0.275,0.516,110981,0,7000
170.996,114.348,3.206,0.28,0.503,110981,0,7000
171.246,114.739,3.292,0.277,0.499,110981,0,7000
171.496,116.495,3.342,0.281,0.508,110981,0,7000
171.746,116.862,3.46,0.282,0.497,110981,0,7000
171.996,115.374,3.464,0.276,0.487,110981,0,7000
172.246,111.659,3.461,0.275,0.509,110981,0,7000
172.496,109.316,3.36,0.272,0.528,110981,0,7000
172.746,109.015,3.163,0.27,0.508,110981,0,7000
172.996,111.851,3.117,0.276,0.504,110981,0,7000
173.246,112.904,3.021,0.275,0.51,110981,0,7000
173.496,113.339,3.041,0.281,0.54,110981,0,7000
173.746,114.033,3.079,0.275,0.536,110981,0,7000
173.996,112.118,3.236,0.275,0.525,110981,0,7000
174.246,109.328,3.436,0.271,0.513,110981,0,7000
174.496,107.02,3.842,0.263,0.497,110981,0,7000
174.746,106.109,4.361,0.277,0.486,110981,0,7000
174.996,102.353,4.56,0.281,0.47,110981,0,7000
175.246,93.422,4.405,0.303,0.455,110981,0,7000
175.496,85.741,4.229,0.316,0.448,110981,0,7000
175.746,83.591,4.838,0.331,0.485,110981,0,7000
175.996,78.675,5.522,0.351,0.543,110981,0,7000
176.246,72.078,6.161,0.366,0.524,110981,0,7000
176.496,69.508,6.388,0.375,0.496,110981,0,7000
176.746,69.965,6.295,0.297,0.457,110981,0,7000
176.996,77.208,6.257,0.242,0.426,110981,0,7000
177.246,87.079,5.947,0.258,0.488,110981,0,7000
177.496,90.197,5.857,0.327,0.482,110981,0,7000
177.746,87.059,5.96,0.343,0.489,110981,0,7000
177.996,87.034,6.761,0.364,0.554,110981,0,7000
178.246,86.754,7.595,0.42,0.584,110981,0,7000
178.496,77.844,8.863,0.529,0.607,110981,0,7000
178.746,63.605,10.999,0.511,0.627,110981,0,7000
178.996,67.306,13.307,0.4,0.566,110981,0,7000
179.246,70.258,16.854,0.349,0.427,110981,0,7000
179.496,74.402,20.559,0.329,0.424,110981,0,7000
179.746,77.162,23.096,0.325,0.42,110981,0,7000
179.996,78.394,23.494,0.32,0.421,110981,0,7000
180.246,77.225,22.92,0.303,0.417,110981,0,7000
180.496,73.162,22.017,0.256,0.399,110981,0,7000
180.746,69.492,21.119,0.205,0.391,110981,0,7000
180.996,71.946,20.188,0.149,0.401,110981,0,7000
181.246,78.083,18.761,0.164,0.428,110981,0,7000
181.496,80.845,17.106,0.315,0.447,110981,0,7000
181.746,83.289,15.354,0.33,0.444,110981,0,7000
