DEPT,GR,ILD,DPHI,NPHI,SitID,Pick,Formation
149.352,123.359,3.25,0.271,0.419,112377,0,7000
149.657,123.359,3.249,0.269,0.436,112377,0,7000
149.962,122.116,3.248,0.273,0.448,112377,0,7000
150.266,121.494,3.247,0.288,0.452,112377,0,7000
150.571,120.25,3.245,0.288,0.429,112377,0,7000
150.876,120.251,3.244,0.285,0.441,112377,0,7000
151.181,120.252,3.242,0.274,0.449,112377,0,7000
151.486,123.365,3.241,0.274,0.46,112377,0,7000
151.79,118.387,3.442,0.278,0.436,112377,0,7000
152.095,112.164,3.441,0.279,0.44,112377,0,7000
152.4,107.808,3.642,0.278,0.439,112377,0,7000
152.705,111.543,3.641,0.276,0.436,112377,0,7000
153.01,108.432,3.843,0.267,0.424,112377,0,7000
153.314,110.923,3.841,0.263,0.425,112377,0,7000
153.619,114.036,3.84,0.259,0.431,112377,0,7000
153.924,115.281,4.042,0.253,0.413,112377,0,7000
154.229,114.66,4.446,0.242,0.4,112377,0,7000
154.534,97.856,4.852,0.218,0.384,112377,0,7000
154.838,87.276,5.663,0.216,0.353,112377,0,7000
155.143,79.809,7.491,0.315,0.341,112377,0,7000
155.448,84.166,9.521,0.311,0.356,112377,0,7000
155.753,86.034,10.332,0.307,0.333,112377,0,7000
156.057,89.77,10.534,0.309,0.352,112377,0,7000
156.362,96.617,10.532,0.305,0.358,112377,0,7000
156.667,99.73,10.328,0.298,0.357,112377,0,7000
156.972,101.598,9.92,0.288,0.346,112377,0,7000
157.277,106.578,9.309,0.281,0.332,112377,0,7000
157.581,109.691,8.901,0.284,0.342,112377,0,7000
157.886,107.824,9.103,0.293,0.338,112377,0,7000
158.191,94.133,9.508,0.295,0.336,112377,0,7000
158.496,102.225,9.913,0.298,0.343,112377,0,7000
158.801,107.205,11.13,0.302,0.347,112377,0,7000
159.105,104.094,11.332,0.306,0.342,112377,0,7000
159.41,98.493,11.534,0.312,0.337,112377,0,7000
159.715,96.627,11.736,0.315,0.331,112377,0,7000
160.02,91.026,11.937,0.31,0.335,112377,0,7000
160.325,85.426,12.139,0.31,0.347,112377,0,7000
160.629,90.406,12.138,0.307,0.345,112377,0,7000
160.934,94.763,11.933,0.278,0.377,112377,0,7000
161.239,105.967,11.119,0.279,0.379,112377,0,7000
161.544,104.723,10.507,0.289,0.342,112377,0,7000
161.849,90.409,10.505,0.294,0.342,112377,0,7000
162.153,92.278,10.707,0.29,0.355,112377,0,7000
162.458,96.013,10.908,0.288,0.337,112377,0,7000
162.763,92.902,11.11,0.288,0.332,112377,0,7000
163.068,96.637,11.109,0.285,0.361,112377,0,7000
163.373,99.128,11.108,0.284,0.351,112377,0,7000
163.677,96.017,11.107,0.294,0.343,112377,0,7000
163.982,86.059,11.512,0.324,0.329,112377,0,7000
164.287,83.571,12.73,0.32,0.324,112377,0,7000
164.592,87.306,13.338,0.299,0.336,112377,0,7000
164.897,92.286,12.93,0.288,0.353,112377,0,7000
165.201,90.42,12.725,0.304,0.353,112377,0,7000
165.506,86.064,13.739,0.317,0.337,112377,0,7000
165.811,81.086,14.551,0.329,0.326,112377,0,7000
166.116,75.485,16.988,0.353,0.327,112377,0,7000
166.42,74.864,17.393,0.353,0.341,112377,0,7000
166.725,80.466,15.969,0.327,0.336,112377,0,7000
167.03,92.292,13.529,0.309,0.33,112377,0,7000
167.335,86.07,12.715,0.31,0.324,112377,0,7000
167.64,82.958,13.323,0.33,0.315,112377,0,7000
167.944,74.868,16.573,0.347,0.307,112377,0,7000
168.249,72.38,18.603,0.355,0.306,112377,0,7000
168.554,82.339,20.43,0.356,0.319,112377,0,7000
168.859,87.941,21.242,0.357,0.331,112377,0,7000
169.164,89.809,20.834,0.352,0.341,112377,0,7000
169.468,91.677,18.598,0.324,0.342,112377,0,7000
169.773,99.147,16.564,0.262,0.347,112377,0,7000
170.078,104.749,15.75,0.275,0.355,112377,0,7000
170.383,105.995,14.732,0.312,0.361,112377,0,7000
